，	3335	7.834892%
的	2000	4.698586%
了	1138	2.673495%
我	1104	2.593619%
。	756	1.776065%
“	717	1.684443%
”	685	1.609266%
是	633	1.487102%
！	475	1.115914%
在	388	0.9115256%
一	351	0.8246018%
不	341	0.8011088%
他	328	0.7705681%
：	313	0.7353287%
也	307	0.7212329%
你	291	0.6836442%
她	280	0.657802%
？	278	0.6531034%
那	243	0.5708781%
这	239	0.561481%
就	238	0.5591317%
都	213	0.5003994%
人	210	0.4933515%
和	202	0.4745572%
有	186	0.4369685%
里	185	0.4346192%
说	179	0.4205234%
个	173	0.4064277%
上	164	0.385284%
无瑕	164	0.385284%
可	163	0.3829347%
、	160	0.3758869%
地	159	0.3735376%
道	155	0.3641404%
却	150	0.3523939%
而	141	0.3312503%
来	141	0.3312503%
让	140	0.328901%
把	135	0.3171545%
呢	135	0.3171545%
着	130	0.3054081%
又	117	0.2748673%
去	114	0.2678194%
得	113	0.2654701%
江湖	111	0.2607715%
两	109	0.2560729%
已经	108	0.2537236%
还	104	0.2443265%
出	103	0.2419772%
看	103	0.2419772%
只是	102	0.2396279%
便	101	0.2372786%
吧	100	0.2349293%
要	99	0.23258%
大江盟	99	0.23258%
玲珑	97	0.2278814%
一个	93	0.2184842%
多	93	0.2184842%
大	90	0.2114364%
呀	90	0.2114364%
……	90	0.2114364%
好	89	0.2090871%
什么	88	0.2067378%
到	85	0.1996899%
过	84	0.1973406%
才	82	0.192642%
自己	82	0.192642%
笑道	80	0.1879434%
吗	78	0.1832448%
想	78	0.1832448%
只	77	0.1808956%
万	76	0.1785463%
能	76	0.1785463%
知道	76	0.1785463%
没有	74	0.1738477%
之	73	0.1714984%
给	73	0.1714984%
听	72	0.1691491%
目光	70	0.1644505%
从	69	0.1621012%
对	69	0.1621012%
并	68	0.1597519%
没	68	0.1597519%
著	67	0.1574026%
心中	65	0.152704%
流	63	0.1480055%
脸上	63	0.1480055%
真	63	0.1480055%
怎么	62	0.1456562%
中	61	0.1433069%
似乎	58	0.136259%
话	58	0.136259%
竟	57	0.1339097%
宝亭	57	0.1339097%
被	56	0.1315604%
会	56	0.1315604%
与	54	0.1268618%
起来	54	0.1268618%
不过	54	0.1268618%
二	53	0.1245125%
时候	53	0.1245125%
虽然	52	0.1221632%
出来	51	0.1198139%
几	51	0.1198139%
更	49	0.1151154%
有些	49	0.1151154%
连	47	0.1104168%
一声	47	0.1104168%
向	47	0.1104168%
起	47	0.1104168%
秦楼	45	0.1057182%
三	45	0.1057182%
文公达	45	0.1057182%
下	44	0.1033689%
或许	44	0.1033689%
淫贼	44	0.1033689%
苏瑾	43	0.1010196%
汉子	43	0.1010196%
六娘	43	0.1010196%
齐萝	43	0.1010196%
见	42	0.0986703%
像	42	0.0986703%
一般	41	0.09632101%
手	41	0.09632101%
该	41	0.09632101%
太	40	0.09397171%
李思	38	0.08927313%
一眼	38	0.08927313%
还是	38	0.08927313%
不是	38	0.08927313%
齐放	38	0.08927313%
齐小天	38	0.08927313%
很	37	0.08692384%
爷	37	0.08692384%
显然	37	0.08692384%
姐姐	37	0.08692384%
这么	36	0.08457454%
已	36	0.08457454%
众人	35	0.08222525%
正	35	0.08222525%
住	35	0.08222525%
如此	35	0.08222525%
做	35	0.08222525%
真是	34	0.07987596%
弟子	34	0.07987596%
将	34	0.07987596%
带	34	0.07987596%
倒	33	0.07752667%
为	33	0.07752667%
杭州	33	0.07752667%
小	33	0.07752667%
过来	32	0.07517737%
身上	32	0.07517737%
打	32	0.07517737%
宝大祥	32	0.07517737%
少	31	0.07282808%
大家	31	0.07282808%
它	31	0.07282808%
玉珑	31	0.07282808%
夫人	31	0.07282808%
清风	31	0.07282808%
死	30	0.07047879%
等	30	0.07047879%
啊	30	0.07047879%
最	30	0.07047879%
走	30	0.07047879%
玉玲	30	0.07047879%
声	29	0.06812949%
些	29	0.06812949%
他们	29	0.06812949%
再	29	0.06812949%
成	28	0.0657802%
因为	28	0.0657802%
如	28	0.0657802%
一样	28	0.0657802%
早	28	0.0657802%
那些	28	0.0657802%
进	28	0.0657802%
武功	27	0.06343091%
十二	27	0.06343091%
玉	27	0.06343091%
用	26	0.06108161%
师父	26	0.06108161%
笑	26	0.06108161%
老	26	0.06108161%
铁平生	26	0.06108161%
关系	25	0.05873232%
心	25	0.05873232%
自然	25	0.05873232%
谁	25	0.05873232%
微微	25	0.05873232%
就是	25	0.05873232%
回	25	0.05873232%
问	25	0.05873232%
声音	24	0.05638303%
?	24	0.05638303%
青衣人	24	0.05638303%
武林	24	0.05638303%
这个	24	0.05638303%
站	24	0.05638303%
身	24	0.05638303%
坐	24	0.05638303%
当然	24	0.05638303%
恐怕	24	0.05638303%
春水剑派	24	0.05638303%
唐三藏	24	0.05638303%
倒是	23	0.05403374%
白秀	23	0.05403374%
身子	23	0.05403374%
苏州	23	0.05403374%
望	23	0.05403374%
找	23	0.05403374%
这样	23	0.05403374%
小声	23	0.05403374%
宫难	23	0.05403374%
当	23	0.05403374%
辛垂杨	23	0.05403374%
一下子	22	0.05168444%
突然	22	0.05168444%
那个	22	0.05168444%
顿时	22	0.05168444%
难道	22	0.05168444%
那里	22	0.05168444%
女人	22	0.05168444%
清楚	22	0.05168444%
她们	22	0.05168444%
隐湖	22	0.05168444%
下来	21	0.04933515%
点	21	0.04933515%
一丝	21	0.04933515%
人物	21	0.04933515%
门派	21	0.04933515%
句	21	0.04933515%
前	21	0.04933515%
颇	21	0.04933515%
身后	21	0.04933515%
连环	21	0.04933515%
武当	21	0.04933515%
可是	21	0.04933515%
孙妙	21	0.04933515%
姐妹	21	0.04933515%
定	20	0.04698586%
后	20	0.04698586%
剑	20	0.04698586%
眼中	20	0.04698586%
别	20	0.04698586%
间	20	0.04698586%
快	20	0.04698586%
似	20	0.04698586%
次	20	0.04698586%
大人	20	0.04698586%
；	20	0.04698586%
娘	20	0.04698586%
若是	20	0.04698586%
那么	20	0.04698586%
想起	20	0.04698586%
女	20	0.04698586%
比	20	0.04698586%
妹妹	20	0.04698586%
想到	20	0.04698586%
你们	20	0.04698586%
岁	20	0.04698586%
沈希仪	20	0.04698586%
盟主	20	0.04698586%
魏柔	20	0.04698586%
大侠	20	0.04698586%
练青霓	20	0.04698586%
脸	19	0.04463657%
是不是	19	0.04463657%
明白	19	0.04463657%
这些	19	0.04463657%
四	19	0.04463657%
落	19	0.04463657%
看来	19	0.04463657%
此刻	19	0.04463657%
萧潇	19	0.04463657%
一边	19	0.04463657%
贱妾	19	0.04463657%
哥哥	19	0.04463657%
冲	18	0.04228727%
心头	18	0.04228727%
一下	18	0.04228727%
位	18	0.04228727%
究竟	18	0.04228727%
十	18	0.04228727%
不由得	18	0.04228727%
满	18	0.04228727%
事情	18	0.04228727%
五	18	0.04228727%
果然	18	0.04228727%
转头	18	0.04228727%
吃	18	0.04228727%
就算	18	0.04228727%
竟是	18	0.04228727%
年	18	0.04228727%
孙	18	0.04228727%
拉	18	0.04228727%
口	18	0.04228727%
开始	18	0.04228727%
铁	18	0.04228727%
长	17	0.03993798%
