，	3947	9.037827%
的	1686	3.860597%
了	1103	2.525646%
我	1094	2.505038%
。	1007	2.305825%
“	692	1.584539%
”	654	1.497527%
是	544	1.245649%
在	403	0.9227881%
一	378	0.8655431%
不	371	0.8495145%
！	327	0.7487635%
就	299	0.6846492%
她	297	0.6800696%
你	292	0.6686206%
他	289	0.6617512%
？	288	0.6594614%
也	252	0.5770288%
：	249	0.5701594%
这	236	0.540392%
可	235	0.5381022%
却	230	0.5266532%
着	201	0.4602491%
都	193	0.4419308%
说	186	0.4259022%
上	184	0.4213226%
地	177	0.405294%
有	177	0.405294%
宁馨	172	0.393845%
那	171	0.3915552%
来	166	0.3801062%
人	150	0.3434695%
魏柔	143	0.3274409%
道	142	0.3251511%
和	140	0.3205715%
两	138	0.3159919%
得	131	0.2999634%
蒋迟	130	0.2976736%
个	127	0.2908042%
要	125	0.2862246%
……	123	0.281645%
而	122	0.2793552%
没	121	0.2770654%
才	115	0.2633266%
出	114	0.2610368%
之	111	0.2541674%
把	110	0.2518776%
让	110	0.2518776%
去	106	0.2427184%
起来	104	0.2381389%
又	103	0.2358491%
到	102	0.2335593%
过	100	0.2289797%
里	99	0.2266899%
大	99	0.2266899%
、	97	0.2221103%
知道	92	0.2106613%
能	88	0.2015021%
还	87	0.1992123%
想	86	0.1969225%
便	83	0.1900531%
蒋逵	82	0.1877633%
好	79	0.1808939%
起	78	0.1786041%
被	78	0.1786041%
不过	77	0.1763143%
中	77	0.1763143%
什么	76	0.1740246%
已	75	0.1717348%
对	75	0.1717348%
与	74	0.1694449%
一个	74	0.1694449%
自己	73	0.1671552%
小	72	0.1648654%
看	70	0.1602858%
几	70	0.1602858%
会	69	0.157996%
只是	69	0.157996%
下	68	0.1557062%
自然	68	0.1557062%
见	68	0.1557062%
多	68	0.1557062%
更	66	0.1511266%
虽然	63	0.1442572%
给	62	0.1419674%
只	61	0.1396776%
进	60	0.1373878%
没有	60	0.1373878%
皇上	59	0.135098%
吧	59	0.135098%
再	58	0.1328082%
云仙	58	0.1328082%
怎么	56	0.1282286%
江湖	55	0.1259388%
不是	54	0.123649%
女	54	0.123649%
连	53	0.1213592%
从	51	0.1167796%
听	51	0.1167796%
李佟	50	0.1144898%
等	50	0.1144898%
已经	49	0.1122%
心中	47	0.1076204%
正	47	0.1076204%
三	46	0.1053306%
唐五经	46	0.1053306%
家	45	0.1030409%
吗	44	0.100751%
走	44	0.100751%
做	44	0.100751%
啊	44	0.100751%
四	44	0.100751%
京城	42	0.09617146%
别	42	0.09617146%
目光	42	0.09617146%
似乎	42	0.09617146%
相公	41	0.09388167%
带	40	0.09159186%
还是	40	0.09159186%
一声	40	0.09159186%
顿时	38	0.08701228%
蒋	37	0.08472247%
出来	37	0.08472247%
少	36	0.08243268%
住	36	0.08243268%
竟	36	0.08243268%
无	35	0.08014289%
成	35	0.08014289%
落	35	0.08014289%
身子	35	0.08014289%
话	35	0.08014289%
大人	35	0.08014289%
为	34	0.07785308%
哪	34	0.07785308%
明白	34	0.07785308%
太	34	0.07785308%
呢	33	0.07556329%
死	33	0.07556329%
下来	33	0.07556329%
一眼	33	0.07556329%
；	33	0.07556329%
锦衣	33	0.07556329%
倒是	32	0.07327349%
真	32	0.07327349%
后	32	0.07327349%
怕	32	0.07327349%
身份	32	0.07327349%
二	32	0.07327349%
如此	32	0.07327349%
笑道	31	0.07098369%
当然	31	0.07098369%
叫	31	0.07098369%
人家	31	0.07098369%
