，  3837 5.520308%
的  2029 2.919131%
  1796 2.583912%

  1796 2.583912%
是  1143 1.644439%
了  1132 1.628613%
我  1067 1.535097%
一  1013 1.457407%
不  962 1.384033%
。  874 1.257427%
人  649 0.9337189%
“  615 0.884803%
”  615 0.884803%
大  484 0.6963328%
来  458 0.6589264%
有  454 0.6531716%
道  426 0.6128879%
在  414 0.5956234%
他  407 0.5855525%
这  402 0.578359%
可  391 0.5625333%
她  375 0.539514%
然  370 0.5323205%
就  358 0.515056%
个  337 0.4848433%
！  322 0.4632627%
上  316 0.4546305%
和  296 0.4258564%
江  295 0.4244177%
也  285 0.4100306%
说  276 0.3970823%
心  272 0.3913275%
子  271 0.3898888%
得  269 0.3870114%
下  260 0.374063%
到  254 0.3654308%
出  251 0.3611147%
地  243 0.3496051%
湖  240 0.345289%
那  238 0.3424115%
？  238 0.3424115%
：  237 0.3409728%
着  234 0.3366567%
门  228 0.3280245%
么  221 0.3179536%
过  218 0.3136375%
家  216 0.3107601%
都  215 0.3093214%
盟  213 0.306444%
而  207 0.2978117%
之  207 0.2978117%
相  200 0.2877408%
武  198 0.2848634%
会  198 0.2848634%
里  195 0.2805473%
…  190 0.2733538%
自  185 0.2661602%
要  185 0.2661602%
还  185 0.2661602%
好  183 0.2632828%
想  182 0.2618441%
起  180 0.2589667%
没  179 0.257528%
为  179 0.257528%
你  177 0.2546506%
只  174 0.2503345%
知  173 0.2488958%
时  172 0.2474571%
两  172 0.2474571%
事  171 0.2460184%
柔  167 0.2402636%
当  164 0.2359475%
却  163 0.2345088%
对  162 0.23307%
中  161 0.2316314%
话  158 0.2273152%
李  157 0.2258765%
公  157 0.2258765%
意  156 0.2244378%
思  152 0.218683%
能  151 0.2172443%
身  150 0.2158056%
师  149 0.2143669%
眼  146 0.2100508%
已  145 0.2086121%
去  143 0.2057347%
天  143 0.2057347%
看  142 0.204296%
多  142 0.204296%
宗  139 0.1999799%
情  139 0.1999799%
小  138 0.1985411%
手  134 0.1927863%
头  134 0.1927863%
三  133 0.1913476%
又  132 0.1899089%
如  132 0.1899089%
州  131 0.1884702%
魏  131 0.1884702%
笑  130 0.1870315%
经  130 0.1870315%
才  129 0.1855928%
后  126 0.1812767%
少  125 0.179838%
把  123 0.1769606%
们  123 0.1769606%
女  122 0.1755219%
齐  122 0.1755219%
妳  122 0.1755219%
生  121 0.1740832%
、  119 0.1712058%
真  117 0.1683284%
亮  116 0.1668897%
白  116 0.1668897%
听  115 0.165451%
动  113 0.1625736%
实  111 0.1596961%
姐  110 0.1582574%
萧  109 0.1568187%
以  109 0.1568187%
同  109 0.1568187%
无  109 0.1568187%
老  108 0.15538%
让  106 0.1525026%
隐  105 0.1510639%
虽  104 0.1496252%
明  103 0.1481865%
见  103 0.1481865%
年  101 0.1453091%
竟  101 0.1453091%
潇  100 0.1438704%
何  100 0.1438704%
声  99 0.1424317%
十  96 0.1381156%
几  95 0.1366769%
主  94 0.1352382%
其  93 0.1337995%
苏  92 0.1323608%
儿  91 0.1309221%
难  91 0.1309221%
什  90 0.1294834%
开  88 0.126606%
样  86 0.1237285%
正  85 0.1222898%
间  84 0.1208511%
面  83 0.1194124%
至  83 0.1194124%
此  82 0.1179737%
算  82 0.1179737%
己  81 0.116535%
成  79 0.1136576%
于  79 0.1136576%
二  78 0.1122189%
从  77 0.1107802%
前  77 0.1107802%
力  76 0.1093415%
所  75 0.1079028%
给  75 0.1079028%
回  74 0.1064641%
用  74 0.1064641%
功  74 0.1064641%
进  73 0.1050254%
点  73 0.1050254%
发  73 0.1050254%
些  72 0.1035867%
快  72 0.1035867%
言  72 0.1035867%
问  72 0.1035867%
并  71 0.102148%
亲  71 0.102148%
更  70 0.1007093%
夫  70 0.1007093%
轻  70 0.1007093%
打  69 0.09927057%
关  68 0.09783188%
分  68 0.09783188%
行  67 0.09639317%
放  67 0.09639317%
被  66 0.09495447%
住  66 0.09495447%
口  66 0.09495447%
杭  65 0.09351576%
方  65 0.09351576%
最  65 0.09351576%
名  65 0.09351576%
剑  64 0.09207705%
边  63 0.09063835%
气  62 0.08919965%
连  60 0.08632224%
本  60 0.08632224%
王  60 0.08632224%
绝  59 0.08488353%
定  59 0.08488353%
叔  59 0.08488353%
重  58 0.08344483%
派  58 0.08344483%
便  57 0.08200613%
似  57 0.08200613%
啊  57 0.08200613%
等  57 0.08200613%
目  56 0.08056743%
流  56 0.08056743%
日  56 0.08056743%
乎  56 0.08056743%
茶  56 0.08056743%
足  56 0.08056743%
容  55 0.07912872%
由  55 0.07912872%
再  55 0.07912872%
因  55 0.07912872%
很  55 0.07912872%
万  55 0.07912872%
死  55 0.07912872%
倒  55 0.07912872%
清  55 0.07912872%
许  54 0.07769002%
高  54 0.07769002%
怎  54 0.07769002%
别  54 0.07769002%
柳  54 0.07769002%
光  53 0.07625131%
解  53 0.07625131%
弟  53 0.07625131%
走  53 0.07625131%
做  53 0.07625131%
感  52 0.07481261%
非  52 0.07481261%
像  52 0.07481261%
娘  52 0.07481261%
原  51 0.07337391%
花  51 0.07337391%
脸  50 0.0719352%
法  50 0.0719352%
宁  49 0.0704965%
立  49 0.0704965%
微  48 0.06905779%
反  48 0.06905779%
唐  48 0.06905779%
场  48 0.06905779%
位  48 0.06905779%
现  48 0.06905779%
望  48 0.06905779%
入  48 0.06905779%
呢  48 0.06905779%
全  48 0.06905779%
外  48 0.06905779%
任  48 0.06905779%
顿  47 0.06761909%
铁  47 0.06761909%
吧  47 0.06761909%
作  47 0.06761909%
落  47 0.06761909%
若  47 0.06761909%
辛  47 0.06761909%
四  47 0.06761909%
吃  46 0.06618039%
觉  46 0.06618039%
甚  46 0.06618039%
理  46 0.06618039%
随  46 0.06618039%
南  45 0.06474168%
传  45 0.06474168%
色  45 0.06474168%
宫  45 0.06474168%
妇  45 0.06474168%
傅  45 0.06474168%
惊  44 0.06330298%
风  44 0.06330298%
变  44 0.06330298%
早  44 0.06330298%
妹  44 0.06330298%
候  43 0.06186427%
息  43 0.06186427%
接  43 0.06186427%
突  43 0.06186427%
喜  43 0.06186427%
月  43 0.06186427%
与  43 0.06186427%
则  43 0.06186427%
瑾  43 0.06186427%
哪  43 0.06186427%
消  41 0.05898686%
果  41 0.05898686%
宝  41 0.05898686%
系  41 0.05898686%
露  41 0.05898686%
管  41 0.05898686%
处  41 0.05898686%
暗  40 0.05754816%
比  40 0.05754816%
直  40 0.05754816%
但  40 0.05754816%
显  40 0.05754816%
‘  40 0.05754816%
’  40 0.05754816%
替  40 0.05754816%
－  40 0.05754816%
紧  39 0.05610946%
线  39 0.05610946%
该  39 0.05610946%
波  39 0.05610946%
太  39 0.05610946%
疑  38 0.05467075%
度  38 0.05467075%
林  38 0.05467075%
半  38 0.05467075%
丝  38 0.05467075%
应  38 0.05467075%
合  37 0.05323205%
结  37 0.05323205%
毕  36 0.05179334%
种  36 0.05179334%
刻  36 0.05179334%
提  36 0.05179334%
向  35 0.05035464%
表  35 0.05035464%
况  35 0.05035464%
概  35 0.05035464%
恩  35 0.05035464%
五  35 0.05035464%
官  35 0.05035464%
失  35 0.05035464%
迟  35 0.05035464%
兄  35 0.05035464%
妾  35 0.05035464%
魔  35 0.05035464%
先  34 0.04891594%
报  34 0.04891594%
未  34 0.04891594%
信  34 0.04891594%
世  34 0.04891594%
满  34 0.04891594%
山  34 0.04891594%
云  34 0.04891594%
转  34 0.04891594%
它  34 0.04891594%
府  34 0.04891594%
承  34 0.04891594%
近  34 0.04891594%
楚  34 0.04891594%
扬  34 0.04891594%
带  33 0.04747723%
番  33 0.04747723%
即  33 0.04747723%
语  33 0.04747723%
总  33 0.04747723%
舞  33 0.04747723%
干  33 0.04747723%
或  33 0.04747723%
刚  33 0.04747723%
陈  33 0.04747723%
势  32 0.04603853%
张  32 0.04603853%
深  32 0.04603853%
千  32 0.04603853%
怀  32 0.04603853%
离  32 0.04603853%
八  31 0.04459982%
将  31 0.04459982%
马  31 0.04459982%
故  31 0.04459982%
究  31 0.04459982%
极  31 0.04459982%
内  31 0.04459982%
蒋  31 0.04459982%
杨  31 0.04459982%
长  30 0.04316112%
飞  30 0.04316112%
论  30 0.04316112%
般  30 0.04316112%
廷  30 0.04316112%
及  30 0.04316112%
除  30 0.04316112%
物  30 0.04316112%
七  30 0.04316112%
楼  30 0.04316112%
男  30 0.04316112%
贱  30 0.04316112%
聪  29 0.04172242%
完  29 0.04172242%
步  29 0.04172242%
叫  29 0.04172242%
欢  29 0.04172242%
易  28 0.04028371%
神  28 0.04028371%
低  28 0.04028371%
爷  28 0.04028371%
终  28 0.04028371%
利  28 0.04028371%
者  28 0.04028371%
脚  28 0.04028371%
奇  28 0.04028371%
玉  28 0.04028371%
越  28 0.04028371%
谁  28 0.04028371%
奴  28 0.04028371%
底  27 0.03884501%
加  27 0.03884501%
密  27 0.03884501%
吗  27 0.03884501%
吟  27 0.03884501%
朝  27 0.03884501%
收  27 0.03884501%
水  27 0.03884501%
肯  27 0.03884501%
练  27 0.03884501%
且  27 0.03884501%
双  27 0.03884501%
安  27 0.03884501%
渐  26 0.0374063%
常  26 0.0374063%
味  26 0.0374063%
伤  26 0.0374063%
支  26 0.0374063%
找  26 0.0374063%
错  26 0.0374063%
调  26 0.0374063%
使  26 0.0374063%
掌  26 0.0374063%
精  25 0.0359676%
雨  25 0.0359676%
通  25 0.0359676%
怕  25 0.0359676%
受  25 0.0359676%
余  25 0.0359676%
礼  25 0.0359676%
争  25 0.0359676%
沈  25 0.0359676%
尽  25 0.0359676%
必  25 0.0359676%
乐  25 0.0359676%
服  25 0.0359676%
妻  25 0.0359676%
贼  25 0.0359676%
否  24 0.0345289%
代  24 0.0345289%
确  24 0.0345289%
举  24 0.0345289%
浙  24 0.0345289%
旦  24 0.0345289%
既  24 0.0345289%
费  24 0.0345289%
战  24 0.0345289%
案  24 0.0345289%
孙  24 0.0345289%
六  24 0.0345289%
答  24 0.0345289%
爱  24 0.0345289%
秦  24 0.0345289%
嘴  24 0.0345289%
赵  24 0.0345289%
阿  24 0.0345289%
珠  24 0.0345289%
红  23 0.03309019%
交  23 0.03309019%
强  23 0.03309019%
机  23 0.03309019%
需  23 0.03309019%
活  23 0.03309019%
缘  23 0.03309019%
求  23 0.03309019%
历  23 0.03309019%
香  23 0.03309019%
今  23 0.03309019%
房  23 0.03309019%
化  22 0.03165149%
音  22 0.03165149%
往  22 0.03165149%
屋  22 0.03165149%
怪  22 0.03165149%
告  22 0.03165149%
待  22 0.03165149%
苦  22 0.03165149%
敢  22 0.03165149%
司  22 0.03165149%
默  22 0.03165149%
根  22 0.03165149%
乃  22 0.03165149%
美  22 0.03165149%
