，  3626 4.977488%
的  2327 3.194322%
  2072 2.844279%

  2072 2.844279%
我  1379 1.892983%
是  1223 1.678838%
一  1138 1.562157%
了  1134 1.556666%
。  993 1.363112%
不  869 1.192895%
“  775 1.063859%
”  775 1.063859%
人  644 0.8840325%
有  539 0.7398968%
来  509 0.6987152%
道  497 0.6822425%
在  485 0.6657698%
子  483 0.6630244%
她  459 0.6300791%
个  436 0.5985065%
大  417 0.5724248%
那  396 0.5435976%
这  379 0.5202613%
就  357 0.4900615%
也  344 0.4722161%
上  331 0.4543707%
？  329 0.4516253%
说  322 0.4420162%
你  314 0.4310345%
：  312 0.428289%
出  292 0.4008346%
着  285 0.3912256%
然  282 0.3871074%
他  277 0.3802438%
到  265 0.3637711%
心  265 0.3637711%
可  250 0.3431803%
得  250 0.3431803%
么  249 0.3418076%
里  248 0.3404349%
！  243 0.3335713%
娘  240 0.3294531%
都  235 0.3225895%
过  234 0.3212168%
起  228 0.3129804%
和  226 0.310235%
笑  225 0.3088623%
小  225 0.3088623%
没  223 0.3061168%
下  223 0.3061168%
无  221 0.3033714%
身  217 0.2978805%
老  216 0.2965078%
看  215 0.2951351%
江  209 0.2868988%
天  207 0.2841533%
还  206 0.2827806%
家  204 0.2800351%
地  198 0.2717988%
楼  197 0.2704261%
只  196 0.2690534%
中  188 0.2580716%
而  188 0.2580716%
好  185 0.2539534%
时  184 0.2525807%
湖  180 0.2470898%
女  178 0.2443444%
想  176 0.2415989%
对  175 0.2402262%
知  174 0.2388535%
自  173 0.2374808%
把  173 0.2374808%
、  170 0.2333626%
…  170 0.2333626%
些  168 0.2306172%
之  166 0.2278717%
真  165 0.226499%
师  163 0.2237536%
去  157 0.2155172%
要  156 0.2141445%
眼  154 0.2113991%
为  153 0.2100264%
头  153 0.2100264%
声  152 0.2086536%
经  148 0.2031627%
意  147 0.20179%
苏  146 0.2004173%
们  146 0.2004173%
武  145 0.1990446%
手  145 0.1990446%
儿  142 0.1949264%
便  141 0.1935537%
秦  141 0.1935537%
却  140 0.192181%
开  139 0.1908083%
瑕  135 0.1853174%
后  135 0.1853174%
会  134 0.1839447%
多  132 0.1811992%
姐  130 0.1784538%
话  129 0.177081%
让  127 0.1743356%
样  126 0.1729629%
能  125 0.1715902%
门  124 0.1702174%
给  123 0.1688447%
六  121 0.1660993%
少  121 0.1660993%
已  121 0.1660993%
光  120 0.1647266%
脸  119 0.1633538%
动  119 0.1633538%
齐  119 0.1633538%
听  118 0.1619811%
两  118 0.1619811%
事  116 0.1592357%
什  115 0.1578629%
见  113 0.1551175%
白  113 0.1551175%
三  111 0.1523721%
呀  110 0.1509993%
当  110 0.1509993%
竟  109 0.1496266%
正  107 0.1468812%
呢  107 0.1468812%
柔  106 0.1455085%
萧  105 0.1441357%
明  105 0.1441357%
十  103 0.1413903%
魏  102 0.1400176%
才  100 0.1372721%
目  100 0.1372721%
面  99 0.1358994%
前  98 0.1345267%
潇  97 0.133154%
情  97 0.133154%
州  96 0.1317813%
如  96 0.1317813%
几  95 0.1304085%
似  95 0.1304085%
解  95 0.1304085%
己  92 0.1262904%
容  92 0.1262904%
又  89 0.1221722%
主  88 0.1207995%
吧  88 0.1207995%
玉  86 0.118054%
生  86 0.118054%
点  86 0.118054%
名  85 0.1166813%
乎  85 0.1166813%
以  85 0.1166813%
轻  85 0.1166813%
成  85 0.1166813%
吗  83 0.1139359%
从  83 0.1139359%
难  83 0.1139359%
月  83 0.1139359%
间  82 0.1125631%
若  82 0.1125631%
隐  82 0.1125631%
玲  81 0.1111904%
年  79 0.108445%
气  79 0.108445%
边  79 0.108445%
行  78 0.1070723%
并  78 0.1070723%
高  76 0.1043268%
进  74 0.1015814%
二  74 0.1015814%
现  74 0.1015814%
瑾  73 0.1002087%
雨  73 0.1002087%
珑  72 0.09883593%
像  72 0.09883593%
候  72 0.09883593%
实  71 0.09746321%
风  71 0.09746321%
怎  71 0.09746321%
虽  70 0.09609049%
相  70 0.09609049%
其  70 0.09609049%
沈  70 0.09609049%
妹  69 0.09471777%
别  69 0.09471777%
花  68 0.09334505%
喜  68 0.09334505%
发  68 0.09334505%
南  68 0.09334505%
回  67 0.09197233%
倒  67 0.09197233%
做  67 0.09197233%
同  66 0.0905996%
色  66 0.0905996%
被  66 0.0905996%
连  65 0.08922689%
打  65 0.08922689%
问  65 0.08922689%
唐  65 0.08922689%
微  64 0.08785416%
四  63 0.08648144%
干  63 0.08648144%
分  62 0.08510872%
再  62 0.08510872%
弟  62 0.08510872%
最  61 0.08373599%
快  61 0.08373599%
此  61 0.08373599%
许  60 0.08236328%
望  60 0.08236328%
公  60 0.08236328%
口  59 0.08099055%
客  59 0.08099055%
神  59 0.08099055%
因  58 0.07961784%
用  58 0.07961784%
满  57 0.07824511%
帮  57 0.07824511%
所  57 0.07824511%
鲁  57 0.07824511%
练  57 0.07824511%
张  56 0.07687239%
算  56 0.07687239%
位  56 0.07687239%
住  56 0.07687239%
啊  56 0.07687239%
与  56 0.07687239%
慕  56 0.07687239%
思  55 0.07549967%
放  55 0.07549967%
于  55 0.07549967%
众  54 0.07412695%
舞  54 0.07412695%
七  54 0.07412695%
官  54 0.07412695%
兄  54 0.07412695%
盟  54 0.07412695%
清  53 0.07275423%
外  53 0.07275423%
方  53 0.07275423%
爷  52 0.07138151%
青  52 0.07138151%
转  52 0.07138151%
父  52 0.07138151%
走  52 0.07138151%
觉  52 0.07138151%
太  52 0.07138151%
般  51 0.07000878%
水  51 0.07000878%
惊  50 0.06863607%
业  50 0.06863607%
藏  50 0.06863607%
万  50 0.06863607%
或  49 0.06726334%
孙  49 0.06726334%
妙  49 0.06726334%
很  49 0.06726334%
派  49 0.06726334%
场  48 0.06589063%
等  48 0.06589063%
卫  48 0.06589063%
力  48 0.06589063%
宝  48 0.06589063%
日  47 0.0645179%
请  47 0.0645179%
夫  47 0.0645179%
历  47 0.0645179%
宫  47 0.0645179%
元  47 0.0645179%
定  46 0.06314518%
变  46 0.06314518%
熠  45 0.06177246%
爱  44 0.06039974%
亲  44 0.06039974%
流  44 0.06039974%
言  44 0.06039974%
处  44 0.06039974%
总  44 0.06039974%
该  44 0.06039974%
将  43 0.05902702%
红  43 0.05902702%
比  43 0.05902702%
本  43 0.05902702%
音  43 0.05902702%
东  43 0.05902702%
您  43 0.05902702%
功  43 0.05902702%
绝  43 0.05902702%
第  42 0.0576543%
五  42 0.0576543%
林  42 0.0576543%
礼  42 0.0576543%
全  41 0.05628157%
显  40 0.05490885%
仙  40 0.05490885%
奶  40 0.05490885%
丝  40 0.05490885%
关  40 0.05490885%
阵  39 0.05353613%
半  39 0.05353613%
传  39 0.05353613%
怕  39 0.05353613%
嘴  39 0.05353613%
暗  38 0.05216341%
露  38 0.05216341%
它  38 0.05216341%
落  38 0.05216341%
哪  38 0.05216341%
双  38 0.05216341%
往  37 0.05079069%
越  37 0.05079069%
男  37 0.05079069%
离  37 0.05079069%
新  37 0.05079069%
早  37 0.05079069%
李  37 0.05079069%
先  36 0.04941797%
美  36 0.04941797%
直  36 0.04941797%
孩  36 0.04941797%
刻  36 0.04941797%
晚  36 0.04941797%
奇  36 0.04941797%
秀  36 0.04941797%
淫  36 0.04941797%
长  36 0.04941797%
谁  35 0.04804524%
原  35 0.04804524%
背  35 0.04804524%
百  35 0.04804524%
金  35 0.04804524%
世  35 0.04804524%
带  34 0.04667252%
服  34 0.04667252%
失  34 0.04667252%
理  34 0.04667252%
山  34 0.04667252%
马  34 0.04667252%
交  34 0.04667252%
司  34 0.04667252%
霓  34 0.04667252%
送  33 0.0452998%
语  33 0.0452998%
重  33 0.0452998%
次  33 0.0452998%
应  33 0.0452998%
何  33 0.0452998%
八  33 0.0452998%
霁  33 0.0452998%
斋  33 0.0452998%
王  33 0.0452998%
怀  32 0.04392708%
死  32 0.04392708%
烟  32 0.04392708%
作  32 0.04392708%
姑  32 0.04392708%
信  32 0.04392708%
阁  32 0.04392708%
每  32 0.04392708%
细  32 0.04392708%
句  32 0.04392708%
物  32 0.04392708%
至  32 0.04392708%
接  32 0.04392708%
甚  32 0.04392708%
银  32 0.04392708%
顿  31 0.04255436%
顺  31 0.04255436%
娶  31 0.04255436%
著  30 0.04118164%
感  30 0.04118164%
丫  30 0.04118164%
忙  30 0.04118164%
反  30 0.04118164%
法  30 0.04118164%
入  30 0.04118164%
渐  30 0.04118164%
度  29 0.03980892%
份  29 0.03980892%
雪  29 0.03980892%
角  29 0.03980892%
千  29 0.03980892%
府  29 0.03980892%
安  29 0.03980892%
势  29 0.03980892%
系  29 0.03980892%
旁  29 0.03980892%
远  29 0.03980892%
怪  29 0.03980892%
由  28 0.0384362%
突  28 0.0384362%
叫  28 0.0384362%
；  28 0.0384362%
欢  28 0.0384362%
西  28 0.0384362%
精  28 0.0384362%
堂  28 0.0384362%
活  28 0.0384362%
萝  28 0.0384362%
种  28 0.0384362%
钱  28 0.0384362%
车  28 0.0384362%
极  27 0.03706348%
停  27 0.03706348%
站  27 0.03706348%
嫁  27 0.03706348%
息  27 0.03706348%
宋  27 0.03706348%
今  27 0.03706348%
更  27 0.03706348%
紫  26 0.03569075%
珠  26 0.03569075%
扬  26 0.03569075%
静  26 0.03569075%
管  26 0.03569075%
春  26 0.03569075%
向  26 0.03569075%
贺  26 0.03569075%
加  26 0.03569075%
楚  26 0.03569075%
味  26 0.03569075%
久  25 0.03431803%
飞  25 0.03431803%
呼  25 0.03431803%
找  25 0.03431803%
识  25 0.03431803%
屋  25 0.03431803%
指  25 0.03431803%
毕  25 0.03431803%
调  25 0.03431803%
字  25 0.03431803%
琴  25 0.03431803%
记  25 0.03431803%
表  25 0.03431803%
论  25 0.03431803%
准  25 0.03431803%
学  25 0.03431803%
拜  24 0.03294531%
∶  24 0.03294531%
错  24 0.03294531%
受  24 0.03294531%
切  24 0.03294531%
究  24 0.03294531%
娇  24 0.03294531%
杀  24 0.03294531%
龙  24 0.03294531%
且  24 0.03294531%
吃  24 0.03294531%
通  24 0.03294531%
剑  24 0.03294531%
赌  24 0.03294531%
园  23 0.03157259%
庄  23 0.03157259%
异  23 0.03157259%
眉  23 0.03157259%
偷  23 0.03157259%
恐  23 0.03157259%
消  23 0.03157259%
沉  23 0.03157259%
婢  22 0.03019987%
热  22 0.03019987%
耳  22 0.03019987%
教  22 0.03019987%
云  22 0.03019987%
果  22 0.03019987%
文  22 0.03019987%
买  22 0.03019987%
九  22 0.03019987%
命  22 0.03019987%
松  22 0.03019987%
巧  22 0.03019987%
嘛  22 0.03019987%
则  22 0.03019987%
乐  22 0.03019987%
坐  22 0.03019987%
俩  21 0.02882715%
平  21 0.02882715%
脚  21 0.02882715%
苦  21 0.02882715%
提  21 0.02882715%
城  21 0.02882715%
仪  21 0.02882715%
蛇  21 0.02882715%
灵  21 0.02882715%
足  21 0.02882715%
模  21 0.02882715%
卖  21 0.02882715%
周  21 0.02882715%
杭  21 0.02882715%
替  21 0.02882715%
特  21 0.02882715%
贼  21 0.02882715%
收  21 0.02882715%
墨  21 0.02882715%
顾  20 0.02745443%
院  20 0.02745443%
房  20 0.02745443%
凤  20 0.02745443%
佛  20 0.02745443%
强  20 0.02745443%
片  20 0.02745443%
温  20 0.02745443%
敬  20 0.02745443%
低  20 0.02745443%
装  20 0.02745443%
条  20 0.02745443%
廷  20 0.02745443%
常  20 0.02745443%
品  20 0.02745443%
刚  20 0.02745443%
