，  3241 4.865125%
南  83 0.1245928%
住  82 0.1230917%
司  82 0.1230917%
堂  82 0.1230917%
吧  81 0.1215906%
明  81 0.1215906%
打  81 0.1215906%
从  81 0.1215906%
六  81 0.1215906%
面  80 0.1200895%
正  78 0.1170872%
连  78 0.1170872%
湖  78 0.1170872%
武  78 0.1170872%
姐  78 0.1170872%
龙  77 0.1155861%
诩  75 0.1125839%
用  75 0.1125839%
才  75 0.1125839%
空  74 0.1110828%
回  73 0.1095816%
、  73 0.1095816%
州  73 0.1095816%
便  72 0.1080805%
呢  71 0.1065794%
方  71 0.1065794%
年  70 0.1050783%
与  70 0.1050783%
代  69 0.1035772%
轻  69 0.1035772%
进  69 0.1035772%
气  68 0.102076%
目  68 0.102076%
风  67 0.1005749%
世  67 0.1005749%
候  67 0.1005749%
相  67 0.1005749%
间  66 0.09907381%
其  66 0.09907381%
快  66 0.09907381%
若  66 0.09907381%
现  65 0.09757269%
并  64 0.09607157%
功  63 0.09457046%
白  63 0.09457046%
行  62 0.09306934%
脸  62 0.09306934%
该  61 0.09156822%
所  61 0.09156822%
边  61 0.09156822%
光  61 0.09156822%
外  61 0.09156822%
花  61 0.09156822%
刀  60 0.0900671%
山  60 0.0900671%
定  59 0.08856598%
点  59 0.08856598%
最  58 0.08706486%
师  58 0.08706486%
见  58 0.08706486%
放  57 0.08556374%
本  55 0.08256151%
怕  55 0.08256151%
箭  55 0.08256151%
应  55 0.08256151%
等  54 0.08106039%
做  54 0.08106039%
于  53 0.07955927%
总  53 0.07955927%
重  53 0.07955927%
宝  53 0.07955927%
死  52 0.07805815%
青  52 0.07805815%
日  51 0.07655703%
很  51 0.07655703%
思  51 0.07655703%
再  51 0.07655703%
谭  51 0.07655703%
倒  50 0.07505592%
因  50 0.07505592%
清  50 0.07505592%
秦  50 0.07505592%
杀  50 0.07505592%
更  49 0.0735548%
望  49 0.0735548%
潭  49 0.0735548%
算  49 0.0735548%
苏  49 0.0735548%
齐  49 0.0735548%
接  48 0.07205368%
原  48 0.07205368%
影  48 0.07205368%
般  48 0.07205368%
干  47 0.07055257%
暗  47 0.07055257%
半  47 0.07055257%
吗  47 0.07055257%
全  47 0.07055257%
先  46 0.06905144%
像  46 0.06905144%
兄  46 0.06905144%
处  46 0.06905144%
七  46 0.06905144%
四  45 0.06755032%
问  45 0.06755032%
难  45 0.06755032%
排  45 0.06755032%
怎  44 0.0660492%
色  44 0.0660492%
剑  44 0.0660492%
丝  43 0.06454809%
暇  43 0.06454809%
加  42 0.06304697%
入  42 0.06304697%
哥  42 0.06304697%
刻  42 0.06304697%
林  42 0.06304697%
变  42 0.06304697%
满  42 0.06304697%
向  42 0.06304697%
比  42 0.06304697%
至  41 0.06154585%
果  41 0.06154585%
留  41 0.06154585%
官  41 0.06154585%
恐  40 0.06004473%
玲  40 0.06004473%
微  40 0.06004473%
走  39 0.05854362%
霞  39 0.05854362%
法  39 0.05854362%
转  39 0.05854362%
五  39 0.05854362%
越  39 0.05854362%
客  39 0.05854362%
萧  39 0.05854362%
君  39 0.05854362%
『  39 0.05854362%
别  38 0.0570425%
合  38 0.0570425%
何  38 0.0570425%
鲁  38 0.0570425%
紧  37 0.05554138%
带  37 0.05554138%
落  37 0.05554138%
派  37 0.05554138%
传  37 0.05554138%
烟  37 0.05554138%
将  36 0.05404026%
张  36 0.05404026%
击  36 0.05404026%
弓  36 0.05404026%
信  36 0.05404026%
安  36 0.05404026%
漕  35 0.05253914%
火  35 0.05253914%
势  35 0.05253914%
言  35 0.05253914%
失  35 0.05253914%
位  35 0.05253914%
告  35 0.05253914%
太  35 0.05253914%
百  35 0.05253914%
血  35 0.05253914%
受  35 0.05253914%
利  35 0.05253914%
茶  35 0.05253914%
月  34 0.05103802%
数  34 0.05103802%
潇  34 0.05103802%
虾  34 0.05103802%
由  33 0.04953691%
亲  33 0.04953691%
顿  33 0.04953691%
种  33 0.04953691%
呼  33 0.04953691%
字  33 0.04953691%
绝  33 0.04953691%
直  33 0.04953691%
露  33 0.04953691%
强  33 0.04953691%
易  33 0.04953691%
叫  33 0.04953691%
理  33 0.04953691%
碎  33 0.04953691%
岳  33 0.04953691%
卫  32 0.04803579%
显  32 0.04803579%
机  32 0.04803579%
极  32 0.04803579%
份  32 0.04803579%
部  32 0.04803579%
远  32 0.04803579%
飞  32 0.04803579%
扬  32 0.04803579%
余  31 0.04653467%
或  31 0.04653467%
任  31 0.04653467%
妇  31 0.04653467%
惊  31 0.04653467%
东  31 0.04653467%
夫  31 0.04653467%
毕  31 0.04653467%
岐  31 0.04653467%
报  31 0.04653467%
水  30 0.04503355%
突  30 0.04503355%
甚  30 0.04503355%
音  30 0.04503355%
句  30 0.04503355%
珑  30 0.04503355%
感  30 0.04503355%
幽  30 0.04503355%
元  30 0.04503355%
近  29 0.04353243%
次  29 0.04353243%
收  29 0.04353243%
队  29 0.04353243%
指  29 0.04353243%
神  29 0.04353243%
衣  29 0.04353243%
骑  29 0.04353243%
团  29 0.04353243%
既  29 0.04353243%
双  29 0.04353243%
场  28 0.04203131%
依  28 0.04203131%
番  28 0.04203131%
异  28 0.04203131%
亭  28 0.04203131%
第  27 0.04053019%
疑  27 0.04053019%
流  27 0.04053019%
吃  27 0.04053019%
路  27 0.04053019%
破  27 0.04053019%
离  27 0.04053019%
冷  27 0.04053019%
精  27 0.04053019%
内  27 0.04053019%
斗  27 0.04053019%
姑  27 0.04053019%
完  27 0.04053019%
交  26 0.03902908%
命  26 0.03902908%
作  26 0.03902908%
怀  26 0.03902908%
底  26 0.03902908%
临  26 0.03902908%
保  26 0.03902908%
诉  26 0.03902908%
闪  26 0.03902908%
士  26 0.03902908%
今  26 0.03902908%
城  26 0.03902908%
仅  26 0.03902908%
角  26 0.03902908%
味  26 0.03902908%
汉  26 0.03902908%
苦  25 0.03752796%
足  25 0.03752796%
性  25 0.03752796%
必  25 0.03752796%
热  25 0.03752796%
计  25 0.03752796%
脑  25 0.03752796%
唐  25 0.03752796%
早  25 0.03752796%
包  25 0.03752796%
步  25 0.03752796%
各  24 0.03602684%
及  24 0.03602684%
伤  24 0.03602684%
表  24 0.03602684%
兵  24 0.03602684%
觉  24 0.03602684%
随  24 0.03602684%
语  24 0.03602684%
深  24 0.03602684%
院  24 0.03602684%
每  23 0.03452572%
银  23 0.03452572%
新  23 0.03452572%
敢  23 0.03452572%
提  23 0.03452572%
常  23 0.03452572%
备  23 0.03452572%
偷  23 0.03452572%
柔  23 0.03452572%
奇  23 0.03452572%
集  23 0.03452572%
败  23 0.03452572%
千  22 0.0330246%
乱  22 0.0330246%
福  22 0.0330246%
况  22 0.0330246%
息  22 0.0330246%
八  22 0.0330246%
认  22 0.0330246%
谁  22 0.0330246%
按  22 0.0330246%
嘴  22 0.0330246%
喊  22 0.0330246%
翻  22 0.0330246%
府  22 0.0330246%
送  22 0.0330246%
黑  22 0.0330246%
刚  22 0.0330246%
工  22 0.0330246%
则  21 0.03152348%
始  21 0.03152348%
颇  21 0.03152348%
结  21 0.03152348%
它  21 0.03152348%
关  21 0.03152348%
隐  21 0.03152348%
援  21 0.03152348%
担  21 0.03152348%
房  21 0.03152348%
条  21 0.03152348%
找  21 0.03152348%
差  21 0.03152348%
敌  21 0.03152348%
平  21 0.03152348%
铁  21 0.03152348%
管  21 0.03152348%
练  21 0.03152348%
；  21 0.03152348%
体  21 0.03152348%
副  21 0.03152348%
准  21 0.03152348%
细  21 0.03152348%
爷  21 0.03152348%
a  21 0.03152348%
学  21 0.03152348%
运  20 0.03002237%
员  20 0.03002237%
忍  20 0.03002237%
攻  20 0.03002237%
伏  20 0.03002237%
拉  20 0.03002237%
究  20 0.03002237%
争  20 0.03002237%
跟  20 0.03002237%
未  20 0.03002237%
胜  20 0.03002237%
园  20 0.03002237%
反  20 0.03002237%
爱  20 0.03002237%
谡  20 0.03002237%
奶  20 0.03002237%
请  20 0.03002237%
使  20 0.03002237%
胸  20 0.03002237%
庄  20 0.03002237%
脱  19 0.02852125%
系  19 0.02852125%
瑕  19 0.02852125%
罗  19 0.02852125%
屋  19 0.02852125%
停  19 0.02852125%
密  19 0.02852125%
您  19 0.02852125%
非  19 0.02852125%
冲  19 0.02852125%
片  19 0.02852125%
者  19 0.02852125%
魔  19 0.02852125%
替  19 0.02852125%
根  19 0.02852125%
美  19 0.02852125%
挥  19 0.02852125%
脚  19 0.02852125%
记  19 0.02852125%
射  19 0.02852125%
号  19 0.02852125%
喜  19 0.02852125%
沉  19 0.02852125%
刺  19 0.02852125%
务  19 0.02852125%
乳  19 0.02852125%
X  19 0.02852125%
朝  18 0.02702013%
钱  18 0.02702013%
父  18 0.02702013%
消  18 0.02702013%
历  18 0.02702013%
制  18 0.02702013%
股  18 0.02702013%
待  18 0.02702013%
护  18 0.02702013%
模  18 0.02702013%
竹  18 0.02702013%
怪  18 0.02702013%
顺  18 0.02702013%
另  18 0.02702013%
断  18 0.02702013%
哪  18 0.02702013%
叹  18 0.02702013%
响  18 0.02702013%
乐  18 0.02702013%
兴  18 0.02702013%
w  18 0.02702013%
换  17 0.02551901%
夜  17 0.02551901%
欢  17 0.02551901%
背  17 0.02551901%
藏  17 0.02551901%
识  17 0.02551901%
急  17 0.02551901%
镖  17 0.02551901%
压  17 0.02551901%
招  17 0.02551901%
物  17 0.02551901%
局  17 0.02551901%
妹  17 0.02551901%
服  17 0.02551901%
阵  17 0.02551901%
啊  17 0.02551901%
雀  17 0.02551901%
立  17 0.02551901%
西  17 0.02551901%
秘  17 0.02551901%
段  17 0.02551901%
围  17 0.02551901%
支  17 0.02551901%
探  17 0.02551901%
春  17 0.02551901%
众  17 0.02551901%
丫  17 0.02551901%
佳  17 0.02551901%
殷  17 0.02551901%
香  17 0.02551901%
章  16 0.02401789%
顾  16 0.02401789%
久  16 0.02401789%
捕  16 0.02401789%
熟  16 0.02401789%
街  16 0.02401789%
度  16 0.02401789%
救  16 0.02401789%
切  16 0.02401789%
朱  16 0.02401789%
取  16 0.02401789%
吟  16 0.02401789%
腻  16 0.02401789%
壁  16 0.02401789%
象  16 0.02401789%
鸿  16 0.02401789%
左  16 0.02401789%
珠  16 0.02401789%
负  16 0.02401789%
恶  15 0.02251678%
故  15 0.02251678%
除  15 0.02251678%
板  15 0.02251678%
投  15 0.02251678%
错  15 0.02251678%
弄  15 0.02251678%
举  15 0.02251678%
灵  15 0.02251678%
忙  15 0.02251678%
腰  15 0.02251678%
耳  15 0.02251678%
莫  15 0.02251678%
录  15 0.02251678%
通  15 0.02251678%
遇  15 0.02251678%
料  15 0.02251678%
怒  15 0.02251678%
买  15 0.02251678%
舞  15 0.02251678%
假  15 0.02251678%
确  15 0.02251678%
侯  15 0.02251678%
荡  15 0.02251678%
划  15 0.02251678%
友  15 0.02251678%
欲  15 0.02251678%
妙  15 0.02251678%
羞  15 0.02251678%
坏  15 0.02251678%
权  15 0.02251678%
冬  15 0.02251678%
单  15 0.02251678%
邱  15 0.02251678%
男  15 0.02251678%
祥  15 0.02251678%
t  15 0.02251678%
毛  15 0.02251678%
贱  15 0.02251678%
妾  15 0.02251678%
初  14 0.02101566%
活  14 0.02101566%
肯  14 0.02101566%
偏  14 0.02101566%
即  14 0.02101566%
礼  14 0.02101566%
燕  14 0.02101566%
形  14 0.02101566%
设  14 0.02101566%
速  14 0.02101566%
秋  14 0.02101566%
静  14 0.02101566%
隔  14 0.02101566%
激  14 0.02101566%
往  14 0.02101566%
红  14 0.02101566%
坐  14 0.02101566%
歧  14 0.02101566%
晚  14 0.02101566%
温  14 0.02101566%
阴  14 0.02101566%
铺  14 0.02101566%
朋  14 0.02101566%
短  14 0.02101566%
责  14 0.02101566%
注  14 0.02101566%
孩  14 0.02101566%
哈  14 0.02101566%
台  13 0.01951454%
整  13 0.01951454%
忘  13 0.01951454%
旁  13 0.01951454%
调  13 0.01951454%
赶  13 0.01951454%
守  13 0.01951454%
罢  13 0.01951454%
属  13 0.01951454%
约  13 0.01951454%
迷  13 0.01951454%
淫  13 0.01951454%
件  13 0.01951454%
圆  13 0.01951454%
组  13 0.01951454%
照  13 0.01951454%
终  13 0.01951454%
石  13 0.01951454%
虎  13 0.01951454%
追  13 0.01951454%
戏  13 0.01951454%
赞  13 0.01951454%
诸  13 0.01951454%
持  13 0.01951454%
教  13 0.01951454%
座  13 0.01951454%
视  13 0.01951454%
哼  13 0.01951454%
顶  13 0.01951454%
怜  13 0.01951454%
独  13 0.01951454%
蜀  13 0.01951454%
宅  13 0.01951454%
松  12 0.01801342%
树  12 0.01801342%
低  12 0.01801342%
晓  12 0.01801342%
险  12 0.01801342%
喝  12 0.01801342%
批  12 0.01801342%
暴  12 0.01801342%
预  12 0.01801342%
渐  12 0.01801342%
惨  12 0.01801342%
毅  12 0.01801342%
决  12 0.01801342%
器  12 0.01801342%
眉  12 0.01801342%
岂  12 0.01801342%
损  12 0.01801342%
劲  12 0.01801342%
猛  12 0.01801342%
毫  12 0.01801342%
弃  12 0.01801342%
玩  12 0.01801342%
义  12 0.01801342%
栈  12 0.01801342%
海  12 0.01801342%
骂  12 0.01801342%
透  12 0.01801342%
墙  12 0.01801342%
枝  12 0.01801342%
烂  12 0.01801342%
论  12 0.01801342%
趁  12 0.01801342%
吸  12 0.01801342%
药  12 0.01801342%
爹  12 0.01801342%
"  12 0.01801342%
.  12 0.01801342%
o  12 0.01801342%
嫁  12 0.01801342%
廷  11 0.0165123%
军  11 0.0165123%
锐  11 0.0165123%
皇  11 0.0165123%
控  11 0.0165123%
案  11 0.0165123%
咱  11 0.0165123%
九  11 0.0165123%
埋  11 0.0165123%
贼  11 0.0165123%
嘛  11 0.0165123%
办  11 0.0165123%
伙  11 0.0165123%
富  11 0.0165123%
偶  11 0.0165123%
仙  11 0.0165123%
但  11 0.0165123%
跑  11 0.0165123%
环  11 0.0165123%
量  11 0.0165123%
纷  11 0.0165123%
肩  11 0.0165123%
斩  11 0.0165123%
疯  11 0.0165123%
滚  11 0.0165123%
幸  11 0.0165123%
演  11 0.0165123%
智  11 0.0165123%
舵  11 0.0165123%
掌  11 0.0165123%
联  11 0.0165123%
周  11 0.0165123%
式  11 0.0165123%
推  11 0.0165123%
啦  11 0.0165123%
扮  11 0.0165123%
含  11 0.0165123%
截  11 0.0165123%
术  11 0.0165123%
执  11 0.0165123%
尽  11 0.0165123%
展  11 0.0165123%
婆  11 0.0165123%
书  11 0.0165123%
巷  11 0.0165123%
妓  11 0.0165123%
店  11 0.0165123%
桂  11 0.0165123%
廪  10 0.01501118%
索  10 0.01501118%
赚  10 0.01501118%
充  10 0.01501118%
金  10 0.01501118%
考  10 0.01501118%
私  10 0.01501118%
需  10 0.01501118%
佛  10 0.01501118%
狐  10 0.01501118%
达  10 0.01501118%
闻  10 0.01501118%
散  10 0.01501118%
皮  10 0.01501118%
缓  10 0.01501118%
剩  10 0.01501118%
训  10 0.01501118%
略  10 0.01501118%
付  10 0.01501118%
抱  10 0.01501118%
谢  10 0.01501118%
诀  10 0.01501118%
劈  10 0.01501118%
坚  10 0.01501118%
惜  10 0.01501118%
喃  10 0.01501118%
题  10 0.01501118%
酒  10 0.01501118%
鑫  10 0.01501118%
洞  10 0.01501118%
巨  10 0.01501118%
寒  10 0.01501118%
陷  10 0.01501118%
借  10 0.01501118%
退  10 0.01501118%
化  10 0.01501118%
摇  10 0.01501118%
尚  10 0.01501118%
挺  10 0.01501118%
杭  10 0.01501118%
鬟  10 0.01501118%
潜  10 0.01501118%
庙  10 0.01501118%
/  10 0.01501118%
\  10 0.01501118%
农  10 0.01501118%
粮  9 0.01351007%
食  9 0.01351007%
堪  9 0.01351007%
扯  9 0.01351007%
巧  9 0.01351007%
拿  9 0.01351007%
遭  9 0.01351007%
块  9 0.01351007%
牌  9 0.01351007%
施  9 0.01351007%
贵  9 0.01351007%
凡  9 0.01351007%
稍  9 0.01351007%
否  9 0.01351007%
躲  9 0.01351007%
醒  9 0.01351007%
瘦  9 0.01351007%
云  9 0.01351007%
卖  9 0.01351007%
魏  9 0.01351007%
侠  9 0.01351007%
尘  9 0.01351007%
威  9 0.01351007%
旧  9 0.01351007%
狂  9 0.01351007%
降  9 0.01351007%
尔  9 0.01351007%
示  9 0.01351007%
北  9 0.01351007%
r  9 0.01351007%
扑  9 0.01351007%
简  9 0.01351007%
幕  9 0.01351007%
致  9 0.01351007%
烈  9 0.01351007%
涩  9 0.01351007%
悉  9 0.01351007%
禁  9 0.01351007%
仿  9 0.01351007%
—  9 0.01351007%
素  9 0.01351007%
胆  9 0.01351007%
掐  9 0.01351007%
撤  9 0.01351007%
念  9 0.01351007%
严  9 0.01351007%
业  9 0.01351007%
价  9 0.01351007%
净  9 0.01351007%
m  9 0.01351007%
雕  9 0.01351007%
室  9 0.01351007%
淡  9 0.01351007%
层  9 0.01351007%
雪  9 0.01351007%
议  9 0.01351007%
项  9 0.01351007%
抹  9 0.01351007%
职  9 0.01351007%
优  8 0.01200895%
邪  8 0.01200895%
危  8 0.01200895%
绽  8 0.01200895%
握  8 0.01200895%
掩  8 0.01200895%
虑  8 0.01200895%
惑  8 0.01200895%
害  8 0.01200895%
查  8 0.01200895%
鱼  8 0.01200895%
愿  8 0.01200895%
免  8 0.01200895%
复  8 0.01200895%
踪  8 0.01200895%
伴  8 0.01200895%
哩  8 0.01200895%
领  8 0.01200895%
厉  8 0.01200895%
缺  8 0.01200895%
迎  8 0.01200895%
尸  8 0.01200895%
引  8 0.01200895%
挡  8 0.01200895%
补  8 0.01200895%
勇  8 0.01200895%
改  8 0.01200895%
横  8 0.01200895%
警  8 0.01200895%
规  8 0.01200895%
混  8 0.01200895%
穿  8 0.01200895%
修  8 0.01200895%
猜  8 0.01200895%
试  8 0.01200895%
参  8 0.01200895%
仇  8 0.01200895%
逃  8 0.01200895%
线  8 0.01200895%
羽  8 0.01200895%
呻  8 0.01200895%
臂  8 0.01200895%
腿  8 0.01200895%
右  8 0.01200895%
吓  8 0.01200895%
木  8 0.01200895%
震  8 0.01200895%
恋  8 0.01200895%
楚  8 0.01200895%
置  8 0.01200895%
懂  8 0.01200895%
跳  8 0.01200895%
群  8 0.01200895%
瓜  8 0.01200895%
骤  8 0.01200895%
站  8 0.01200895%
嘿  8 0.01200895%
鲜  8 0.01200895%
迹  8 0.01200895%
叔  8 0.01200895%
财  8 0.01200895%
销  8 0.01200895%
赌  8 0.01200895%
文  8 0.01200895%
擦  8 0.01200895%
绍  8 0.01200895%
龟  8 0.01200895%
翁  8 0.01200895%
民  7 0.01050783%
营  7 0.01050783%
宗  7 0.01050783%
盛  7 0.01050783%
米  7 0.01050783%
缘  7 0.01050783%
痛  7 0.01050783%
抢  7 0.01050783%
答  7 0.01050783%
某  7 0.01050783%
袭  7 0.01050783%
甲  7 0.01050783%
配  7 0.01050783%
检  7 0.01050783%
辰  7 0.01050783%
增  7 0.01050783%
首  7 0.01050783%
格  7 0.01050783%
途  7 0.01050783%
专  7 0.01050783%
程  7 0.01050783%
霸  7 0.01050783%
境  7 0.01050783%
恨  7 0.01050783%
赫  7 0.01050783%
斧  7 0.01050783%
图  7 0.01050783%
聚  7 0.01050783%
靠  7 0.01050783%
溜  7 0.01050783%
奋  7 0.01050783%
甘  7 0.01050783%
返  7 0.01050783%
建  7 0.01050783%
骨  7 0.01050783%
蛋  7 0.01050783%
岁  7 0.01050783%
愧  7 0.01050783%
遍  7 0.01050783%
鼓  7 0.01050783%
姓  7 0.01050783%
乞  7 0.01050783%
徒  7 0.01050783%
共  7 0.01050783%
船  7 0.01050783%
昏  7 0.01050783%
醉  7 0.01050783%
丰  7 0.01050783%
释  7 0.01050783%
忧  7 0.01050783%
靡  7 0.01050783%
讶  7 0.01050783%
痕  7 0.01050783%
敏  7 0.01050783%
星  7 0.01050783%
窗  7 0.01050783%
扭  7 0.01050783%
扎  7 0.01050783%
缩  7 0.01050783%
饰  7 0.01050783%
钻  7 0.01050783%
鬼  7 0.01050783%
搂  7 0.01050783%
鸡  7 0.01050783%
波  7 0.01050783%
胖  7 0.01050783%
矮  7 0.01050783%
互  7 0.01050783%
脉  7 0.01050783%
末  7 0.01050783%
特  7 0.01050783%
获  7 0.01050783%
皱  7 0.01050783%
尝  7 0.01050783%
～  7 0.01050783%
购  7 0.01050783%
曾  7 0.01050783%
舒  7 0.01050783%
刑  7 0.01050783%
居  7 0.01050783%
p  7 0.01050783%
榻  7 0.01050783%
;  7 0.01050783%
尺  7 0.01050783%
造  7 0.01050783%
套  7 0.01050783%
届  7 0.01050783%
浩  7 0.01050783%
巾  7 0.01050783%
铜  7 0.01050783%
媚  7 0.01050783%
萼  7 0.01050783%
史  7 0.01050783%
闭  6 0.00900671%
盐  6 0.00900671%
纔  6 0.00900671%
选  6 0.00900671%
媳  6 0.00900671%
熙  6 0.00900671%
称  6 0.00900671%
旦  6 0.00900671%
阿  6 0.00900671%
托  6 0.00900671%
巡  6 0.00900671%
母  6 0.00900671%
俱  6 0.00900671%
扰  6 0.00900671%
材  6 0.00900671%
驰  6 0.00900671%
续  6 0.00900671%
闹  6 0.00900671%
揭  6 0.00900671%
歇  6 0.00900671%
阻  6 0.00900671%
判  6 0.00900671%
圈  6 0.00900671%
摆  6 0.00900671%
缠  6 0.00900671%
袋  6 0.00900671%
拦  6 0.00900671%
朵  6 0.00900671%
拔  6 0.00900671%
庆  6 0.00900671%
肚  6 0.00900671%
布  6 0.00900671%
劳  6 0.00900671%
役  6 0.00900671%
存  6 0.00900671%
艺  6 0.00900671%
慢  6 0.00900671%
囊  6 0.00900671%
森  6 0.00900671%
源  6 0.00900671%
游  6 0.00900671%
伍  6 0.00900671%
帐  6 0.00900671%
烧  6 0.00900671%
纸  6 0.00900671%
唯  6 0.00900671%
繁  6 0.00900671%
掉  6 0.00900671%
虚  6 0.00900671%
裸  6 0.00900671%
眸  6 0.00900671%
噗  6 0.00900671%
闯  6 0.00900671%
辛  6 0.00900671%
勾  6 0.00900671%
归  6 0.00900671%
范  6 0.00900671%
郎  6 0.00900671%
孔  6 0.00900671%
瞒  6 0.00900671%
犯  6 0.00900671%
睁  6 0.00900671%
占  6 0.00900671%
阱  6 0.00900671%
厚  6 0.00900671%
鹰  6 0.00900671%
据  6 0.00900671%
皆  6 0.00900671%
抽  6 0.00900671%
魂  6 0.00900671%
滑  6 0.00900671%
鸭  6 0.00900671%
潮  6 0.00900671%
麻  6 0.00900671%
罪  6 0.00900671%
拜  6 0.00900671%
折  6 0.00900671%
努  6 0.00900671%
捏  6 0.00900671%
搞  6 0.00900671%
趣  6 0.00900671%
讨  6 0.00900671%
伺  6 0.00900671%
夺  6 0.00900671%
液  6 0.00900671%
舌  6 0.00900671%
喔  6 0.00900671%
品  6 0.00900671%
恰  6 0.00900671%
具  6 0.00900671%
腹  6 0.00900671%
采  6 0.00900671%
<  6 0.00900671%
h  6 0.00900671%
e  6 0.00900671%
=  6 0.00900671%
5  6 0.00900671%
3  6 0.00900671%
y  6 0.00900671%
c  6 0.00900671%
g  6 0.00900671%
>  6 0.00900671%
态  6 0.00900671%
舍  6 0.00900671%
籍  6 0.00900671%
兑  6 0.00900671%
暖  6 0.00900671%
午  6 0.00900671%
钮  6 0.00900671%
滋  5 0.007505591%
衙  5 0.007505591%
减  5 0.007505591%
阳  5 0.007505591%
继  5 0.007505591%
怨  5 0.007505591%
献  5 0.007505591%
惹  5 0.007505591%
喽  5 0.007505591%
寻  5 0.007505591%
固  5 0.007505591%
鼻  5 0.007505591%
旋  5 0.007505591%
颤  5 0.007505591%
凶  5 0.007505591%
适  5 0.007505591%
央  5 0.007505591%
观  5 0.007505591%
傲  5 0.007505591%
梅  5 0.007505591%
孤  5 0.007505591%
介  5 0.007505591%
肉  5 0.007505591%
陡  5 0.007505591%
质  5 0.007505591%
妈  5 0.007505591%
愤  5 0.007505591%
尊  5 0.007505591%
郁  5 0.007505591%
闷  5 0.007505591%
衡  5 0.007505591%
悄  5 0.007505591%
嘟  5 0.007505591%
残  5 0.007505591%
呐  5 0.007505591%
斥  5 0.007505591%
率  5 0.007505591%
夹  5 0.007505591%
杂  5 0.007505591%
凄  5 0.007505591%
雅  5 0.007505591%
侧  5 0.007505591%
拥  5 0.007505591%
筹  5 0.007505591%
拢  5 0.007505591%
劫  5 0.007505591%
葛  5 0.007505591%
伸  5 0.007505591%
蓦  5 0.007505591%
睡  5 0.007505591%
瓣  5 0.007505591%
亡  5 0.007505591%
