，  3915 5.672269%
什  126 0.1825558%
当  125 0.1811069%
门  125 0.1811069%
聪  124 0.1796581%
把  121 0.1753115%
经  120 0.1738627%
无  120 0.1738627%
几  120 0.1738627%
迟  120 0.1738627%
意  119 0.1724138%
祖  119 0.1724138%
小  117 0.1695161%
笑  117 0.1695161%
又  116 0.1680672%
多  115 0.1666184%
成  109 0.1579252%
相  108 0.1564764%
听  106 0.1535787%
山  105 0.1521298%
盟  104 0.150681%
别  104 0.150681%
才  102 0.1477832%
以  101 0.1463344%
点  101 0.1463344%
动  99 0.1434367%
回  98 0.1419878%
后  98 0.1419878%
白  97 0.140539%
同  95 0.1376413%
湖  95 0.1376413%
让  93 0.1347436%
李  93 0.1347436%
姐  93 0.1347436%
生  92 0.1332947%
十  92 0.1332947%
三  90 0.130397%
、  90 0.130397%
些  90 0.130397%
面  89 0.1289481%
正  88 0.1274993%
丁  87 0.1260504%
二  86 0.1246016%
非  85 0.1231527%
再  84 0.1217039%
己  83 0.120255%
练  83 0.120255%
船  83 0.120255%
给  82 0.1188061%
前  81 0.1173573%
开  81 0.1173573%
样  79 0.1144596%
官  78 0.1130107%
何  78 0.1130107%
虽  78 0.1130107%
从  77 0.1115619%
打  76 0.110113%
娘  76 0.110113%
马  76 0.110113%
发  75 0.1086642%
脸  75 0.1086642%
问  75 0.1086642%
妳  75 0.1086642%
玉  75 0.1086642%
容  74 0.1072153%
本  74 0.1072153%
主  72 0.1043176%
便  72 0.1043176%
竟  72 0.1043176%
花  71 0.1028687%
银  71 0.1028687%
倒  71 0.1028687%
快  71 0.1028687%
刀  70 0.1014199%
气  70 0.1014199%
岐  70 0.1014199%
喜  70 0.1014199%
南  69 0.09997103%
师  69 0.09997103%
口  68 0.09852216%
啊  67 0.09707331%
所  67 0.09707331%
放  66 0.09562445%
弟  66 0.09562445%
被  65 0.0941756%
定  65 0.0941756%
算  65 0.0941756%
用  65 0.0941756%
名  65 0.0941756%
怎  65 0.0941756%
舫  65 0.0941756%
哪  64 0.09272674%
很  64 0.09272674%
现  63 0.09127789%
实  63 0.09127789%
边  63 0.09127789%
难  63 0.09127789%
府  62 0.08982904%
连  62 0.08982904%
力  61 0.08838018%
轻  61 0.08838018%
宝  61 0.08838018%
并  60 0.08693133%
色  60 0.08693133%
份  60 0.08693133%
望  59 0.08548247%
候  59 0.08548247%
法  59 0.08548247%
住  57 0.08258476%
因  57 0.08258476%
此  57 0.08258476%
进  57 0.08258476%
吧  57 0.08258476%
走  57 0.08258476%
武  57 0.08258476%
该  56 0.08113591%
目  56 0.08113591%
解  55 0.07968704%
叫  54 0.07823819%
由  54 0.07823819%
应  54 0.07823819%
但  54 0.07823819%
林  54 0.07823819%
行  53 0.07678933%
最  53 0.07678933%
向  53 0.07678933%
半  52 0.07534048%
清  52 0.07534048%
间  52 0.07534048%
比  52 0.07534048%
微  52 0.07534048%
变  51 0.07389162%
等  51 0.07389162%
洪  51 0.07389162%
更  51 0.07389162%
茶  51 0.07389162%
外  50 0.07244277%
似  50 0.07244277%
万  50 0.07244277%
像  50 0.07244277%
场  50 0.07244277%
堂  49 0.07099392%
顿  49 0.07099392%
夫  49 0.07099392%
于  49 0.07099392%
转  48 0.06954506%
反  48 0.06954506%
果  48 0.06954506%
四  47 0.06809621%
觉  47 0.06809621%
言  47 0.06809621%
乎  47 0.06809621%
惊  47 0.06809621%
八  47 0.06809621%
妇  47 0.06809621%
宗  47 0.06809621%
直  46 0.06664735%
刚  46 0.06664735%
随  46 0.06664735%
原  46 0.06664735%
州  46 0.06664735%
妹  46 0.06664735%
京  46 0.06664735%
派  46 0.06664735%
─  46 0.06664735%
突  45 0.0651985%
即  45 0.0651985%
帮  45 0.0651985%
功  45 0.0651985%
留  45 0.0651985%
风  45 0.0651985%
文  45 0.0651985%
落  44 0.06374964%
死  44 0.06374964%
干  44 0.06374964%
六  43 0.06230078%
怕  43 0.06230078%
位  43 0.06230078%
指  43 0.06230078%
诚  43 0.06230078%
赵  43 0.06230078%
结  42 0.06085193%
必  41 0.05940307%
铁  41 0.05940307%
东  41 0.05940307%
太  41 0.05940307%
月  41 0.05940307%
沈  40 0.05795421%
今  40 0.05795421%
至  40 0.05795421%
入  40 0.05795421%
若  40 0.05795421%
千  40 0.05795421%
作  40 0.05795421%
姑  40 0.05795421%
衣  39 0.05650536%
加  39 0.05650536%
安  39 0.05650536%
城  39 0.05650536%
处  39 0.05650536%
神  39 0.05650536%
吗  39 0.05650536%
亲  39 0.05650536%
将  38 0.0550565%
吃  38 0.0550565%
通  38 0.0550565%
日  38 0.0550565%
其  38 0.0550565%
百  38 0.0550565%
重  37 0.05360765%
识  37 0.05360765%
字  37 0.05360765%
五  37 0.05360765%
香  37 0.05360765%
丝  37 0.05360765%
做  37 0.05360765%
达  37 0.05360765%
绝  37 0.05360765%
淮  37 0.05360765%
暗  36 0.0521588%
全  36 0.0521588%
内  36 0.0521588%
显  36 0.0521588%
分  36 0.0521588%
早  36 0.0521588%
楚  36 0.0521588%
长  36 0.0521588%
息  36 0.0521588%
鸣  36 0.0521588%
关  35 0.05070994%
谁  35 0.05070994%
认  35 0.05070994%
交  35 0.05070994%
强  35 0.05070994%
逵  35 0.05070994%
报  34 0.04926108%
思  34 0.04926108%
传  34 0.04926108%
数  34 0.04926108%
齐  34 0.04926108%
张  34 0.04926108%
步  33 0.04781223%
苏  33 0.04781223%
隐  33 0.04781223%
平  33 0.04781223%
美  33 0.04781223%
楼  33 0.04781223%
秦  33 0.04781223%
鲁  33 0.04781223%
条  32 0.04636337%
路  32 0.04636337%
概  32 0.04636337%
王  32 0.04636337%
足  32 0.04636337%
先  32 0.04636337%
异  32 0.04636337%
活  32 0.04636337%
嬷  32 0.04636337%
离  31 0.04491452%
命  31 0.04491452%
句  31 0.04491452%
消  31 0.04491452%
司  31 0.04491452%
爷  31 0.04491452%
板  31 0.04491452%
破  30 0.04346566%
露  30 0.04346566%
怀  30 0.04346566%
总  30 0.04346566%
则  30 0.04346566%
敢  30 0.04346566%
替  30 0.04346566%
呢  30 0.04346566%
提  30 0.04346566%
许  30 0.04346566%
柔  30 0.04346566%
韩  30 0.04346566%
次  29 0.04201681%
朝  29 0.04201681%
找  29 0.04201681%
件  29 0.04201681%
火  29 0.04201681%
近  29 0.04201681%
欢  29 0.04201681%
钱  29 0.04201681%
河  29 0.04201681%
胖  28 0.04056795%
水  28 0.04056795%
杀  28 0.04056795%
易  28 0.04056795%
告  28 0.04056795%
语  28 0.04056795%
物  28 0.04056795%
摇  28 0.04056795%
烟  28 0.04056795%
兵  28 0.04056795%
丫  28 0.04056795%
书  28 0.04056795%
众  28 0.04056795%
世  27 0.03911909%
怪  27 0.03911909%
与  27 0.03911909%
奇  27 0.03911909%
番  27 0.03911909%
招  27 0.03911909%
种  27 0.03911909%
究  27 0.03911909%
妾  27 0.03911909%
疑  26 0.03767024%
掌  26 0.03767024%
合  26 0.03767024%
机  26 0.03767024%
房  26 0.03767024%
双  26 0.03767024%
苦  26 0.03767024%
它  26 0.03767024%
理  26 0.03767024%
流  26 0.03767024%
俞  26 0.03767024%
远  25 0.03622139%
急  25 0.03622139%
越  25 0.03622139%
教  25 0.03622139%
副  25 0.03622139%
缓  25 0.03622139%
跟  25 0.03622139%
孙  25 0.03622139%
宁  25 0.03622139%
或  25 0.03622139%
备  25 0.03622139%
哥  25 0.03622139%
管  24 0.03477253%
闪  24 0.03477253%
准  24 0.03477253%
密  24 0.03477253%
短  24 0.03477253%
利  24 0.03477253%
满  24 0.03477253%
音  24 0.03477253%
使  24 0.03477253%
极  24 0.03477253%
模  24 0.03477253%
卖  24 0.03477253%
欲  24 0.03477253%
皇  24 0.03477253%
系  24 0.03477253%
淼  24 0.03477253%
狠  23 0.03332368%
嫁  23 0.03332368%
底  23 0.03332368%
西  23 0.03332368%
九  23 0.03332368%
甚  23 0.03332368%
脚  23 0.03332368%
弄  23 0.03332368%
偷  23 0.03332368%
愿  23 0.03332368%
往  23 0.03332368%
刻  23 0.03332368%
带  23 0.03332368%
晚  23 0.03332368%
热  23 0.03332368%
题  23 0.03332368%
视  23 0.03332368%
亭  23 0.03332368%
奴  23 0.03332368%
深  22 0.03187482%
般  22 0.03187482%
慕  22 0.03187482%
失  22 0.03187482%
剑  22 0.03187482%
柴  22 0.03187482%
亮  22 0.03187482%
况  22 0.03187482%
初  22 0.03187482%
俩  22 0.03187482%
依  22 0.03187482%
新  22 0.03187482%
龙  22 0.03187482%
靠  22 0.03187482%
送  21 0.03042596%
部  21 0.03042596%
精  21 0.03042596%
仅  21 0.03042596%
久  21 0.03042596%
闻  21 0.03042596%
忙  21 0.03042596%
且  21 0.03042596%
红  21 0.03042596%
调  21 0.03042596%
金  21 0.03042596%
服  21 0.03042596%
器  21 0.03042596%
卫  21 0.03042596%
贵  21 0.03042596%
叔  20 0.02897711%
响  20 0.02897711%
细  20 0.02897711%
园  20 0.02897711%
举  20 0.02897711%
飞  20 0.02897711%
任  20 0.02897711%
丈  20 0.02897711%
战  20 0.02897711%
禁  20 0.02897711%
接  20 0.02897711%
每  20 0.02897711%
确  20 0.02897711%
差  20 0.02897711%
魔  20 0.02897711%
第  19 0.02752825%
伤  19 0.02752825%
渐  19 0.02752825%
屋  19 0.02752825%
断  19 0.02752825%
旦  19 0.02752825%
坐  19 0.02752825%
兄  19 0.02752825%
除  19 0.02752825%
兴  19 0.02752825%
冷  19 0.02752825%
肯  19 0.02752825%
雨  19 0.02752825%
首  19 0.02752825%
友  19 0.02752825%
需  19 0.02752825%
鉴  19 0.02752825%
魏  19 0.02752825%
傅  19 0.02752825%
及  19 0.02752825%
常  19 0.02752825%
七  19 0.02752825%
角  18 0.0260794%
体  18 0.0260794%
呼  18 0.0260794%
透  18 0.0260794%
吓  18 0.0260794%
汉  18 0.0260794%
味  18 0.0260794%
线  18 0.0260794%
春  18 0.0260794%
待  18 0.0260794%
换  18 0.0260794%
夜  18 0.0260794%
妙  18 0.0260794%
睛  18 0.0260794%
耳  18 0.0260794%
眉  18 0.0260794%
吟  18 0.0260794%
嘴  18 0.0260794%
查  18 0.0260794%
竹  18 0.0260794%
表  18 0.0260794%
背  18 0.0260794%
朋  18 0.0260794%
保  18 0.0260794%
未  18 0.0260794%
惜  18 0.0260794%
另  17 0.02463054%
规  17 0.02463054%
扬  17 0.02463054%
余  17 0.02463054%
紧  17 0.02463054%
拿  17 0.02463054%
孩  17 0.02463054%
刑  17 0.02463054%
乱  17 0.02463054%
诉  17 0.02463054%
探  17 0.02463054%
单  17 0.02463054%
办  17 0.02463054%
低  17 0.02463054%
各  17 0.02463054%
立  17 0.02463054%
者  17 0.02463054%
锦  17 0.02463054%
引  17 0.02463054%
届  17 0.02463054%
波  17 0.02463054%
记  17 0.02463054%
收  17 0.02463054%
佟  17 0.02463054%
请  17 0.02463054%
救  17 0.02463054%
切  16 0.02318169%
设  16 0.02318169%
床  16 0.02318169%
学  16 0.02318169%
皮  16 0.02318169%
股  16 0.02318169%
终  16 0.02318169%
淫  16 0.02318169%
阵  16 0.02318169%
害  16 0.02318169%
咱  16 0.02318169%
俊  16 0.02318169%
故  16 0.02318169%
男  16 0.02318169%
性  16 0.02318169%
；  16 0.02318169%
化  16 0.02318169%
罪  16 0.02318169%
否  16 0.02318169%
威  16 0.02318169%
爱  16 0.02318169%
裳  16 0.02318169%
镇  16 0.02318169%
闹  16 0.02318169%
度  16 0.02318169%
谦  16 0.02318169%
协  16 0.02318169%
量  16 0.02318169%
案  16 0.02318169%
势  16 0.02318169%
舱  16 0.02318169%
章  15 0.02173283%
抓  15 0.02173283%
呀  15 0.02173283%
推  15 0.02173283%
止  15 0.02173283%
敬  15 0.02173283%
忍  15 0.02173283%
形  15 0.02173283%
严  15 0.02173283%
根  15 0.02173283%
特  15 0.02173283%
投  15 0.02173283%
厮  15 0.02173283%
造  15 0.02173283%
怔  15 0.02173283%
继  15 0.02173283%
判  15 0.02173283%
品  15 0.02173283%
念  15 0.02173283%
环  15 0.02173283%
偏  15 0.02173283%
客  15 0.02173283%
群  15 0.02173283%
静  14 0.02028398%
院  14 0.02028398%
毕  14 0.02028398%
富  14 0.02028398%
秋  14 0.02028398%
退  14 0.02028398%
熟  14 0.02028398%
旧  14 0.02028398%
停  14 0.02028398%
怒  14 0.02028398%
喝  14 0.02028398%
莫  14 0.02028398%
整  14 0.02028398%
责  14 0.02028398%
信  14 0.02028398%
羞  14 0.02028398%
赞  14 0.02028398%
护  14 0.02028398%
释  14 0.02028398%
稳  14 0.02028398%
支  14 0.02028398%
珠  14 0.02028398%
氏  14 0.02028398%
胡  14 0.02028398%
父  14 0.02028398%
取  14 0.02028398%
元  14 0.02028398%
顾  13 0.01883512%
够  13 0.01883512%
秘  13 0.01883512%
雁  13 0.01883512%
空  13 0.01883512%
奸  13 0.01883512%
片  13 0.01883512%
馨  13 0.01883512%
争  13 0.01883512%
骂  13 0.01883512%
续  13 0.01883512%
求  13 0.01883512%
代  13 0.01883512%
受  13 0.01883512%
始  13 0.01883512%
恭  13 0.01883512%
期  13 0.01883512%
潇  13 0.01883512%
感  13 0.01883512%
论  13 0.01883512%
谈  13 0.01883512%
检  13 0.01883512%
遇  13 0.01883512%
廷  13 0.01883512%
艳  13 0.01883512%
谢  13 0.01883512%
料  13 0.01883512%
歌  13 0.01883512%
巡  13 0.01883512%
紫  13 0.01883512%
甲  13 0.01883512%
俺  13 0.01883512%
霓  13 0.01883512%
血  12 0.01738627%
拉  12 0.01738627%
粗  12 0.01738627%
费  12 0.01738627%
虎  12 0.01738627%
鸿  12 0.01738627%
慢  12 0.01738627%
希  12 0.01738627%
屁  12 0.01738627%
修  12 0.01738627%
趣  12 0.01738627%
姓  12 0.01738627%
瑕  12 0.01738627%
貌  12 0.01738627%
恍  12 0.01738627%
私  12 0.01738627%
令  12 0.01738627%
福  12 0.01738627%
毫  12 0.01738627%
制  12 0.01738627%
斗  12 0.01738627%
饶  12 0.01738627%
惹  12 0.01738627%
曾  12 0.01738627%
猜  12 0.01738627%
讨  12 0.01738627%
险  12 0.01738627%
扑  12 0.01738627%
佳  12 0.01738627%
画  12 0.01738627%
娇  12 0.01738627%
援  12 0.01738627%
升  12 0.01738627%
注  12 0.01738627%
寺  12 0.01738627%
冲  11 0.01593741%
试  11 0.01593741%
周  11 0.01593741%
围  11 0.01593741%
简  11 0.01593741%
置  11 0.01593741%
贱  11 0.01593741%
复  11 0.01593741%
舍  11 0.01593741%
称  11 0.01593741%
照  11 0.01593741%
恶  11 0.01593741%
皱  11 0.01593741%
岂  11 0.01593741%
徐  11 0.01593741%
藏  11 0.01593741%
罢  11 0.01593741%
岁  11 0.01593741%
勾  11 0.01593741%
赚  11 0.01593741%
哈  11 0.01593741%
略  11 0.01593741%
顺  11 0.01593741%
荡  11 0.01593741%
嘛  11 0.01593741%
醒  11 0.01593741%
辈  11 0.01593741%
观  11 0.01593741%
国  11 0.01593741%
侯  11 0.01593741%
拜  11 0.01593741%
礼  11 0.01593741%
错  11 0.01593741%
包  11 0.01593741%
您  11 0.01593741%
赶  11 0.01593741%
宋  11 0.01593741%
跳  11 0.01593741%
犯  11 0.01593741%
奶  11 0.01593741%
读  11 0.01593741%
妓  11 0.01593741%
固  10 0.01448855%
晌  10 0.01448855%
刺  10 0.01448855%
脑  10 0.01448855%
腿  10 0.01448855%
杭  10 0.01448855%
摸  10 0.01448855%
台  10 0.01448855%
躲  10 0.01448855%
旁  10 0.01448855%
迷  10 0.01448855%
压  10 0.01448855%
速  10 0.01448855%
既  10 0.01448855%
灭  10 0.01448855%
良  10 0.01448855%
脱  10 0.01448855%
怜  10 0.01448855%
善  10 0.01448855%
完  10 0.01448855%
持  10 0.01448855%
妻  10 0.01448855%
索  10 0.01448855%
逼  10 0.01448855%
软  10 0.01448855%
段  10 0.01448855%
属  10 0.01448855%
晓  10 0.01448855%
徒  10 0.01448855%
据  10 0.01448855%
萧  10 0.01448855%
宫  10 0.01448855%
疼  10 0.01448855%
改  10 0.01448855%
嘿  10 0.01448855%
证  10 0.01448855%
类  10 0.01448855%
寻  10 0.01448855%
亦  10 0.01448855%
青  10 0.01448855%
参  10 0.01448855%
义  10 0.01448855%
旋  10 0.01448855%
补  10 0.01448855%
硬  10 0.01448855%
鸨  10 0.01448855%
挥  10 0.01448855%
脆  9 0.0130397%
翻  9 0.0130397%
祥  9 0.0130397%
鬼  9 0.0130397%
叹  9 0.0130397%
骨  9 0.0130397%
独  9 0.0130397%
阴  9 0.0130397%
妈  9 0.0130397%
顶  9 0.0130397%
狂  9 0.0130397%
胸  9 0.0130397%
录  9 0.0130397%
击  9 0.0130397%
讲  9 0.0130397%
悟  9 0.0130397%
执  9 0.0130397%
抱  9 0.0130397%
怨  9 0.0130397%
娶  9 0.0130397%
握  9 0.0130397%
俱  9 0.0130397%
暴  9 0.0130397%
厌  9 0.0130397%
草  9 0.0130397%
统  9 0.0130397%
松  9 0.0130397%
察  9 0.0130397%
程  9 0.0130397%
负  9 0.0130397%
劳  9 0.0130397%
桂  9 0.0130397%
悉  9 0.0130397%
居  9 0.0130397%
防  9 0.0130397%
车  9 0.0130397%
敌  9 0.0130397%
逃  9 0.0130397%
选  9 0.0130397%
弩  9 0.0130397%
追  9 0.0130397%
俗  9 0.0130397%
藤  9 0.0130397%
答  9 0.0130397%
仙  9 0.0130397%
凤  9 0.0130397%
校  9 0.0130397%
陈  8 0.01159084%
尔  8 0.01159084%
吸  8 0.01159084%
假  8 0.01159084%
忘  8 0.01159084%
寒  8 0.01159084%
弱  8 0.01159084%
忖  8 0.01159084%
幕  8 0.01159084%
傻  8 0.01159084%
挑  8 0.01159084%
装  8 0.01159084%
洗  8 0.01159084%
踪  8 0.01159084%
铺  8 0.01159084%
排  8 0.01159084%
腰  8 0.01159084%
伴  8 0.01159084%
哼  8 0.01159084%
闷  8 0.01159084%
团  8 0.01159084%
温  8 0.01159084%
慌  8 0.01159084%
颇  8 0.01159084%
缘  8 0.01159084%
迹  8 0.01159084%
‘  8 0.01159084%
’  8 0.01159084%
号  8 0.01159084%
弹  8 0.01159084%
价  8 0.01159084%
冒  8 0.01159084%
联  8 0.01159084%
遍  8 0.01159084%
权  8 0.01159084%
按  8 0.01159084%
示  8 0.01159084%
淡  8 0.01159084%
乃  8 0.01159084%
布  8 0.01159084%
局  8 0.01159084%
北  8 0.01159084%
母  8 0.01159084%
哭  8 0.01159084%
军  8 0.01159084%
训  8 0.01159084%
患  8 0.01159084%
营  8 0.01159084%
杨  8 0.01159084%
拍  8 0.01159084%
饭  8 0.01159084%
佛  8 0.01159084%
纵  8 0.01159084%
巴  8 0.01159084%
素  8 0.01159084%
滚  8 0.01159084%
纷  8 0.01159084%
云  8 0.01159084%
榜  8 0.01159084%
倘  8 0.01159084%
赌  8 0.01159084%
赔  8 0.01159084%
肚  7 0.01014199%
弃  7 0.01014199%
左  7 0.01014199%
麻  7 0.01014199%
适  7 0.01014199%
陷  7 0.01014199%
套  7 0.01014199%
墙  7 0.01014199%
影  7 0.01014199%
借  7 0.01014199%
座  7 0.01014199%
寡  7 0.01014199%
拔  7 0.01014199%
摆  7 0.01014199%
吼  7 0.01014199%
值  7 0.01014199%
蠢  7 0.01014199%
挡  7 0.01014199%
助  7 0.01014199%
乐  7 0.01014199%
侧  7 0.01014199%
郝  7 0.01014199%
俏  7 0.01014199%
网  7 0.01014199%
漏  7 0.01014199%
病  7 0.01014199%
委  7 0.01014199%
媳  7 0.01014199%
搭  7 0.01014199%
胜  7 0.01014199%
鸟  7 0.01014199%
免  7 0.01014199%
笔  7 0.01014199%
写  7 0.01014199%
工  7 0.01014199%
撞  7 0.01014199%
戏  7 0.01014199%
鼓  7 0.01014199%
省  7 0.01014199%
粉  7 0.01014199%
肉  7 0.01014199%
块  7 0.01014199%
益  7 0.01014199%
浓  7 0.01014199%
鱼  7 0.01014199%
唯  7 0.01014199%
历  7 0.01014199%
材  7 0.01014199%
涉  7 0.01014199%
澜  7 0.01014199%
基  7 0.01014199%
嗔  7 0.01014199%
含  7 0.01014199%
决  7 0.01014199%
养  7 0.01014199%
计  7 0.01014199%
妥  7 0.01014199%
封  7 0.01014199%
监  7 0.01014199%
族  7 0.01014199%
运  7 0.01014199%
式  7 0.01014199%
酒  7 0.01014199%
恩  7 0.01014199%
质  7 0.01014199%
倭  7 0.01014199%
尚  7 0.01014199%
瞥  7 0.01014199%
怯  7 0.01014199%
咐  7 0.01014199%
海  7 0.01014199%
摊  7 0.01014199%
涌  7 0.01014199%
龄  7 0.01014199%
休  7 0.01014199%
厉  7 0.01014199%
扯  7 0.01014199%
象  7 0.01014199%
资  7 0.01014199%
胆  7 0.01014199%
担  7 0.01014199%
呆  7 0.01014199%
额  7 0.01014199%
束  7 0.01014199%
彩  7 0.01014199%
买  7 0.01014199%
艘  7 0.01014199%
附  7 0.01014199%
研  7 0.01014199%
捕  7 0.01014199%
领  7 0.01014199%
穿  7 0.01014199%
央  7 0.01014199%
袅  7 0.01014199%
激  7 0.01014199%
魁  7 0.01014199%
赎  7 0.01014199%
厨  7 0.01014199%
契  7 0.01014199%
挺  6 0.008693133%
猛  6 0.008693133%
右  6 0.008693133%
祸  6 0.008693133%
犹  6 0.008693133%
载  6 0.008693133%
石  6 0.008693133%
磨  6 0.008693133%
占  6 0.008693133%
货  6 0.008693133%
掉  6 0.008693133%
操  6 0.008693133%
嗯  6 0.008693133%
壮  6 0.008693133%
瞧  6 0.008693133%
倾  6 0.008693133%
悄  6 0.008693133%
混  6 0.008693133%
鸡  6 0.008693133%
阎  6 0.008693133%
攻  6 0.008693133%
图  6 0.008693133%
堪  6 0.008693133%
坚  6 0.008693133%
瞒  6 0.008693133%
默  6 0.008693133%
站  6 0.008693133%
悦  6 0.008693133%
尊  6 0.008693133%
伺  6 0.008693133%
承  6 0.008693133%
跪  6 0.008693133%
榻  6 0.008693133%
舒  6 0.008693133%
插  6 0.008693133%
恼  6 0.008693133%
戚  6 0.008693133%
控  6 0.008693133%
震  6 0.008693133%
汗  6 0.008693133%
媚  6 0.008693133%
爬  6 0.008693133%
阿  6 0.008693133%
哩  6 0.008693133%
侍  6 0.008693133%
拳  6 0.008693133%
致  6 0.008693133%
临  6 0.008693133%
督  6 0.008693133%
豪  6 0.008693133%
递  6 0.008693133%
剿  6 0.008693133%
弯  6 0.008693133%
炼  6 0.008693133%
尖  6 0.008693133%
伙  6 0.008693133%
趟  6 0.008693133%
伏  6 0.008693133%
付  6 0.008693133%
吩  6 0.008693133%
琴  6 0.008693133%
讶  6 0.008693133%
陆  6 0.008693133%
贼  6 0.008693133%
席  6 0.008693133%
辰  6 0.008693133%
商  6 0.008693133%
议  6 0.008693133%
奔  6 0.008693133%
萱  6 0.008693133%
配  6 0.008693133%
痴  6 0.008693133%
移  6 0.008693133%
迎  6 0.008693133%
治  6 0.008693133%
守  6 0.008693133%
充  6 0.008693133%
输  6 0.008693133%
赏  6 0.008693133%
枝  6 0.008693133%
壶  6 0.008693133%
悲  6 0.008693133%
凡  6 0.008693133%
尺  6 0.008693133%
幸  6 0.008693133%
抢  6 0.008693133%
乡  6 0.008693133%
挨  6 0.008693133%
散  6 0.008693133%
坞  6 0.008693133%
掏  6 0.008693133%
衙  6 0.008693133%
啧  6 0.008693133%
灯  5 0.007244277%
脖  5 0.007244277%
仔  5 0.007244277%
睡  5 0.007244277%
净  5 0.007244277%
诺  5 0.007244277%
奋  5 0.007244277%
电  5 0.007244277%
袋  5 0.007244277%
掩  5 0.007244277%
具  5 0.007244277%
坏  5 0.007244277%
矩  5 0.007244277%
食  5 0.007244277%
披  5 0.007244277%
户  5 0.007244277%
晴  5 0.007244277%
裂  5 0.007244277%
抑  5 0.007244277%
烈  5 0.007244277%
窗  5 0.007244277%
施  5 0.007244277%
抽  5 0.007244277%
状  5 0.007244277%
刃  5 0.007244277%
肩  5 0.007244277%
瓜  5 0.007244277%
损  5 0.007244277%
伸  5 0.007244277%
暂  5 0.007244277%
捉  5 0.007244277%
拚  5 0.007244277%
腹  5 0.007244277%
员  5 0.007244277%
野  5 0.007244277%
毛  5 0.007244277%
陪  5 0.007244277%
歹  5 0.007244277%
颊  5 0.007244277%
畅  5 0.007244277%
古  5 0.007244277%
腻  5 0.007244277%
懂  5 0.007244277%
箭  5 0.007244277%
戒  5 0.007244277%
亡  5 0.007244277%
务  5 0.007244277%
专  5 0.007244277%
盛  5 0.007244277%
仆  5 0.007244277%
慨  5 0.007244277%
脉  5 0.007244277%
划  5 0.007244277%
景  5 0.007244277%
尽  5 0.007244277%
狗  5 0.007244277%
岳  5 0.007244277%
彻  5 0.007244277%
馆  5 0.007244277%
巧  5 0.007244277%
存  5 0.007244277%
智  5 0.007244277%
宠  5 0.007244277%
丽  5 0.007244277%
谨  5 0.007244277%
晰  5 0.007244277%
匆  5 0.007244277%
献  5 0.007244277%
忆  5 0.007244277%
技  5 0.007244277%
覆  5 0.007244277%
获  5 0.007244277%
危  5 0.007244277%
纰  5 0.007244277%
室  5 0.007244277%
碰  5 0.007244277%
虑  5 0.007244277%
揽  5 0.007244277%
星  5 0.007244277%
政  5 0.007244277%
唤  5 0.007244277%
扩  5 0.007244277%
赖  5 0.007244277%
喊  5 0.007244277%
抬  5 0.007244277%
盘  5 0.007244277%
节  5 0.007244277%
启  5 0.007244277%
瑾  5 0.007244277%
哀  5 0.007244277%
眯  5 0.007244277%
职  5 0.007244277%
蒙  5 0.007244277%
灵  5 0.007244277%
约  5 0.007244277%
集  5 0.007244277%
尹  5 0.007244277%
估  5 0.007244277%
败  5 0.007244277%
聚  5 0.007244277%
区  5 0.007244277%
欺  5 0.007244277%
踢  5 0.007244277%
翼  4 0.005795422%
