，  4014 5.583764%
的  2077 2.889257%
  1970 2.740412%

  1970 2.740412%
我  1215 1.690153%
了  1213 1.68737%
是  1139 1.584431%
一  1003 1.395245%
。  830 1.15459%
不  825 1.147635%
“  748 1.040522%
”  747 1.039131%
人  582 0.809604%
来  542 0.7539611%
有  476 0.6621503%
在  439 0.6106806%
！  438 0.6092896%
她  402 0.559211%
大  400 0.5564288%
这  392 0.5453002%
就  372 0.5174788%
？  367 0.5105234%
上  362 0.5035681%
子  349 0.4854842%
个  344 0.4785288%
道  343 0.4771377%
他  342 0.4757467%
那  319 0.443752%
心  312 0.4340145%
可  304 0.4228859%
着  276 0.3839359%
然  276 0.3839359%
你  274 0.3811538%
下  272 0.3783716%
也  254 0.3533323%
出  253 0.3519412%
都  249 0.346377%
之  244 0.3394216%
解  239 0.3324662%
到  238 0.3310752%
说  236 0.328293%
没  235 0.3269019%
么  230 0.3199466%
过  228 0.3171645%
地  226 0.3143823%
中  225 0.3129912%
而  223 0.3102091%
里  221 0.3074269%
得  219 0.3046448%
只  212 0.2949073%
雨  211 0.2935162%
时  209 0.2907341%
起  202 0.2809966%
和  201 0.2796055%
天  201 0.2796055%
身  200 0.2782144%
家  199 0.2768233%
想  193 0.2684769%
去  192 0.2670859%
魏  189 0.2629126%
自  182 0.2531751%
要  179 0.2490019%
意  177 0.2462198%
眼  176 0.2448287%
还  172 0.2392644%
…  168 0.2337001%
门  167 0.232309%
柔  167 0.232309%
能  164 0.2281358%
手  163 0.2267448%
江  162 0.2253537%
把  160 0.2225715%
小  160 0.2225715%
看  157 0.2183983%
会  156 0.2170072%
后  154 0.2142251%
让  153 0.212834%
却  151 0.2100519%
笑  151 0.2100519%
相  146 0.2030965%
：  145 0.2017055%
唐  144 0.2003144%
好  144 0.2003144%
动  144 0.2003144%
才  144 0.2003144%
竟  142 0.1975322%
头  142 0.1975322%
三  141 0.1961412%
为  141 0.1961412%
老  137 0.1905769%
情  136 0.1891858%
们  136 0.1891858%
又  136 0.1891858%
话  133 0.1850126%
两  132 0.1836215%
正  131 0.1822304%
多  130 0.1808394%
知  129 0.1794483%
如  129 0.1794483%
已  128 0.1780572%
真  127 0.1766662%
女  127 0.1766662%
、  126 0.1752751%
生  123 0.1711019%
无  122 0.1697108%
宗  122 0.1697108%
十  120 0.1669286%
公  120 0.1669286%
几  120 0.1669286%
儿  120 0.1669286%
面  117 0.1627554%
对  117 0.1627554%
少  117 0.1627554%
声  116 0.1613644%
事  114 0.1585822%
湖  112 0.1558001%
年  111 0.154409%
些  109 0.1516269%
经  107 0.1488447%
己  106 0.1474536%
此  103 0.1432804%
从  102 0.1418893%
给  101 0.1404983%
吧  101 0.1404983%
明  100 0.1391072%
当  100 0.1391072%
回  99 0.1377161%
别  99 0.1377161%
前  99 0.1377161%
以  99 0.1377161%
听  99 0.1377161%
见  95 0.1321518%
主  95 0.1321518%
开  95 0.1321518%
花  94 0.1307608%
脸  93 0.1293697%
发  93 0.1293697%
虽  92 0.1279786%
被  91 0.1265876%
连  89 0.1238054%
李  89 0.1238054%
呢  88 0.1224143%
轻  87 0.1210233%
似  86 0.1196322%
力  86 0.1196322%
间  85 0.1182411%
什  85 0.1182411%
苏  85 0.1182411%
师  85 0.1182411%
州  84 0.1168501%
姐  84 0.1168501%
住  83 0.115459%
目  83 0.115459%
进  82 0.1140679%
成  82 0.1140679%
乎  82 0.1140679%
便  81 0.1126768%
光  81 0.1126768%
娘  81 0.1126768%
并  79 0.1098947%
现  79 0.1098947%
打  78 0.1085036%
容  78 0.1085036%
萧  78 0.1085036%
点  77 0.1071125%
气  77 0.1071125%
所  76 0.1057215%
神  75 0.1043304%
船  74 0.1029393%
父  73 0.1015483%
白  72 0.1001572%
高  72 0.1001572%
同  72 0.1001572%
离  72 0.1001572%
与  72 0.1001572%
宋  72 0.1001572%
吗  71 0.09876612%
样  70 0.09737505%
行  69 0.09598397%
怎  69 0.09598397%
日  69 0.09598397%
该  69 0.09598397%
二  68 0.0945929%
法  67 0.09320183%
死  67 0.09320183%
水  67 0.09320183%
顿  67 0.09320183%
分  66 0.09181076%
倒  66 0.09181076%
许  66 0.09181076%
楼  65 0.09041969%
用  64 0.08902861%
剑  64 0.08902861%
向  63 0.08763754%
武  63 0.08763754%
于  62 0.08624647%
思  62 0.08624647%
口  62 0.08624647%
潇  62 0.08624647%
山  62 0.08624647%
月  61 0.0848554%
等  60 0.08346432%
再  60 0.08346432%
其  60 0.08346432%
妳  60 0.08346432%
觉  59 0.08207326%
隐  59 0.08207326%
至  58 0.08068218%
色  58 0.08068218%
若  58 0.08068218%
直  57 0.07929111%
很  57 0.07929111%
快  57 0.07929111%
名  57 0.07929111%
藏  56 0.07790004%
亲  56 0.07790004%
设  56 0.07790004%
方  55 0.07650897%
六  55 0.07650897%
妹  55 0.07650897%
王  55 0.07650897%
素  55 0.07650897%
更  54 0.07511789%
功  53 0.07372682%
实  53 0.07372682%
最  53 0.07372682%
重  53 0.07372682%
七  52 0.07233575%
清  52 0.07233575%
何  52 0.07233575%
沈  52 0.07233575%
外  51 0.07094467%
文  51 0.07094467%
难  51 0.07094467%
风  51 0.07094467%
落  50 0.06955361%
怕  50 0.06955361%
望  50 0.06955361%
做  50 0.06955361%
微  50 0.06955361%
半  49 0.06816253%
算  49 0.06816253%
果  49 0.06816253%
亮  49 0.06816253%
喜  49 0.06816253%
候  49 0.06816253%
应  48 0.06677146%
关  48 0.06677146%
惊  48 0.06677146%
齐  48 0.06677146%
问  47 0.06538039%
丝  47 0.06538039%
盟  47 0.06538039%
总  47 0.06538039%
边  47 0.06538039%
变  46 0.06398932%
本  46 0.06398932%
仙  46 0.06398932%
