，  3773 5.6%
的  1930 2.864564%
了  1210 1.795918%
  1100 1.632653%

  1100 1.632653%
我  1062 1.576252%
是  1005 1.491651%
。  949 1.408534%
一  931 1.381818%
不  909 1.349165%
“  809 1.200742%
”  756 1.122078%
人  574 0.851948%
有  473 0.7020408%
你  469 0.6961039%
在  457 0.6782931%
这  436 0.6471243%
道  425 0.6307978%
就  420 0.6233766%
来  412 0.6115028%
个  396 0.5877551%
大  395 0.5862709%
子  390 0.5788497%
！  377 0.5595548%
上  372 0.5521336%
可  361 0.5358071%
他  357 0.5298702%
她  357 0.5298702%
也  314 0.4660482%
：  311 0.4615955%
？  300 0.445269%
心  292 0.4333952%
说  290 0.4304267%
那  288 0.4274583%
着  256 0.3799629%
家  248 0.3680891%
么  248 0.3680891%
得  244 0.3621521%
而  243 0.3606679%
没  242 0.3591837%
都  240 0.3562152%
蒋  239 0.354731%
然  234 0.3473098%
地  223 0.3309833%
到  223 0.3309833%
出  219 0.3250464%
里  217 0.3220779%
要  214 0.3176252%
还  214 0.3176252%
和  214 0.3176252%
儿  211 0.3131725%
下  208 0.3087198%
过  200 0.296846%
起  197 0.2923933%
白  196 0.2909091%
为  195 0.2894249%
…  192 0.2849722%
之  192 0.2849722%
好  190 0.2820037%
江  189 0.2805195%
女  179 0.2656772%
能  179 0.2656772%
时  178 0.2641929%
两  177 0.2627087%
身  174 0.258256%
对  173 0.2567718%
手  170 0.2523191%
只  169 0.2508349%
、  166 0.2463822%
迟  165 0.244898%
十  165 0.244898%
中  164 0.2434137%
去  163 0.2419295%
相  161 0.238961%
少  160 0.2374768%
多  158 0.2345084%
们  155 0.2300557%
小  153 0.2270872%
想  153 0.2270872%
自  149 0.2211503%
意  147 0.2181818%
湖  146 0.2166976%
看  145 0.2152134%
头  144 0.2137291%
知  142 0.2107607%
三  141 0.2092764%
师  141 0.2092764%
宁  139 0.206308%
天  138 0.2048237%
把  137 0.2033395%
笑  135 0.2003711%
情  135 0.2003711%
京  134 0.1988868%
姐  132 0.1959184%
如  132 0.1959184%
后  132 0.1959184%
事  132 0.1959184%
几  131 0.1944341%
眼  129 0.1914657%
已  129 0.1914657%
年  129 0.1914657%
却  127 0.1884972%
无  127 0.1884972%
话  127 0.1884972%
门  126 0.187013%
明  124 0.1840445%
见  121 0.1795918%
又  120 0.1781076%
以  119 0.1766234%
娘  113 0.167718%
解  112 0.1662338%
经  112 0.1662338%
生  111 0.1647495%
公  110 0.1632653%
才  110 0.1632653%
让  108 0.1602968%
实  104 0.1543599%
正  103 0.1528757%
会  103 0.1528757%
当  103 0.1528757%
给  103 0.1528757%
老  103 0.1528757%
别  101 0.1499072%
点  101 0.1499072%
真  100 0.148423%
法  100 0.148423%
馨  99 0.1469388%
同  99 0.1469388%
弟  99 0.1469388%
开  98 0.1454545%
名  97 0.1439703%
什  97 0.1439703%
所  97 0.1439703%
光  95 0.1410019%
打  94 0.1395176%
雨  93 0.1380334%
回  93 0.1380334%
高  92 0.1365492%
二  92 0.1365492%
月  91 0.1350649%
城  90 0.1335807%
面  90 0.1335807%
吧  89 0.1320965%
其  89 0.1320965%
动  88 0.1306122%
于  88 0.1306122%
很  87 0.129128%
啊  85 0.1261595%
听  85 0.1261595%
边  84 0.1246753%
爷  84 0.1246753%
成  83 0.1231911%
南  82 0.1217069%
力  82 0.1217069%
楼  81 0.1202226%
虽  80 0.1187384%
声  80 0.1187384%
哪  80 0.1187384%
被  78 0.1157699%
连  78 0.1157699%
些  76 0.1128015%
用  76 0.1128015%
至  75 0.1113173%
秀  74 0.109833%
柔  72 0.1068646%
何  71 0.1053803%
从  71 0.1053803%
宗  71 0.1053803%
分  70 0.1038961%
前  70 0.1038961%
容  69 0.1024119%
现  69 0.1024119%
进  69 0.1024119%
皇  69 0.1024119%
像  68 0.1009276%
样  68 0.1009276%
快  68 0.1009276%
怕  68 0.1009276%
竟  67 0.09944341%
再  67 0.09944341%
六  67 0.09944341%
并  67 0.09944341%
花  66 0.09795918%
山  66 0.09795918%
此  65 0.09647495%
魏  65 0.09647495%
主  65 0.09647495%
怎  65 0.09647495%
方  64 0.09499072%
隐  64 0.09499072%
因  64 0.09499072%
太  63 0.09350649%
五  63 0.09350649%
比  63 0.09350649%
似  62 0.09202226%
问  62 0.09202226%
唐  62 0.09202226%
重  61 0.09053803%
本  61 0.09053803%
日  61 0.09053803%
目  60 0.0890538%
全  60 0.0890538%
风  60 0.0890538%
发  59 0.08756957%
功  59 0.08756957%
练  59 0.08756957%
半  58 0.08608534%
张  58 0.08608534%
－  58 0.08608534%
间  58 0.08608534%
哥  58 0.08608534%
行  58 0.08608534%
怀  57 0.08460111%
武  57 0.08460111%
与  57 0.08460111%
气  56 0.08311688%
等  56 0.08311688%
脸  55 0.08163265%
喜  55 0.08163265%
易  54 0.08014842%
算  54 0.08014842%
神  54 0.08014842%
候  54 0.08014842%
最  53 0.07866419%
报  53 0.07866419%
干  53 0.07866419%
林  53 0.07866419%
走  53 0.07866419%
死  52 0.07717996%
由  52 0.07717996%
住  51 0.07569573%
但  51 0.07569573%
倒  50 0.0742115%
它  50 0.0742115%
口  50 0.0742115%
己  50 0.0742115%
离  50 0.0742115%
思  50 0.0742115%
关  50 0.0742115%
帮  50 0.0742115%
王  49 0.07272727%
受  49 0.07272727%
万  48 0.07124304%
清  48 0.07124304%
钱  48 0.07124304%
果  48 0.07124304%
东  48 0.07124304%
通  48 0.07124304%
轻  47 0.06975881%
作  47 0.06975881%
望  47 0.06975881%
理  47 0.06975881%
乎  47 0.06975881%
长  47 0.06975881%
希  47 0.06975881%
向  46 0.06827458%
放  46 0.06827458%
派  46 0.06827458%
早  46 0.06827458%
直  46 0.06827458%
内  46 0.06827458%
言  45 0.06679035%
朝  45 0.06679035%
更  45 0.06679035%
许  44 0.06530612%
胡  44 0.06530612%
百  44 0.06530612%
安  44 0.06530612%
顿  44 0.06530612%
便  43 0.06382189%
微  43 0.06382189%
马  43 0.06382189%
处  42 0.06233766%
吗  42 0.06233766%
替  42 0.06233766%
丫  40 0.0593692%
精  40 0.0593692%
则  40 0.0593692%
妾  40 0.0593692%
书  40 0.0593692%
亲  40 0.0593692%
陆  40 0.0593692%
觉  39 0.05788497%
谁  39 0.05788497%
且  39 0.05788497%
夫  39 0.05788497%
四  39 0.05788497%
线  39 0.05788497%
变  38 0.05640074%
合  38 0.05640074%
暗  38 0.05640074%
云  38 0.05640074%
反  38 0.05640074%
将  38 0.05640074%
；  38 0.05640074%
接  38 0.05640074%
甚  38 0.05640074%
妇  38 0.05640074%
八  38 0.05640074%
星  38 0.05640074%
妹  37 0.05491651%
告  37 0.05491651%
足  37 0.05491651%
车  37 0.05491651%
色  37 0.05491651%
难  37 0.05491651%
活  37 0.05491651%
府  37 0.05491651%
姑  37 0.05491651%
孩  37 0.05491651%
水  37 0.05491651%
教  37 0.05491651%
沈  37 0.05491651%
奴  37 0.05491651%
信  36 0.05343228%
提  36 0.05343228%
入  36 0.05343228%
先  36 0.05343228%
七  36 0.05343228%
居  36 0.05343228%
李  35 0.05194805%
今  35 0.05194805%
澜  35 0.05194805%
仙  35 0.05194805%
衣  35 0.05194805%
秘  35 0.05194805%
结  35 0.05194805%
空  35 0.05194805%
宝  35 0.05194805%
新  34 0.05046382%
场  34 0.05046382%
若  34 0.05046382%
传  34 0.05046382%
远  34 0.05046382%
环  34 0.05046382%
做  33 0.04897959%
近  33 0.04897959%
侯  33 0.04897959%
嘿  32 0.04749536%
刻  32 0.04749536%
绝  32 0.04749536%
叫  32 0.04749536%
带  32 0.04749536%
平  32 0.04749536%
廷  32 0.04749536%
魔  32 0.04749536%
外  32 0.04749536%
男  32 0.04749536%
美  32 0.04749536%
木  32 0.04749536%
密  32 0.04749536%
敢  32 0.04749536%
逵  32 0.04749536%
第  31 0.04601113%
完  31 0.04601113%
感  31 0.04601113%
州  31 0.04601113%
随  31 0.04601113%
必  31 0.04601113%
掌  31 0.04601113%
系  31 0.04601113%
落  31 0.04601113%
丝  31 0.04601113%
灵  30 0.0445269%
世  30 0.0445269%
藏  30 0.0445269%
交  30 0.0445269%
金  30 0.0445269%
种  30 0.0445269%
非  30 0.0445269%
未  30 0.0445269%
部  30 0.0445269%
修  30 0.0445269%
昕  30 0.0445269%
宫  30 0.0445269%
西  29 0.04304267%
底  29 0.04304267%
该  29 0.04304267%
收  29 0.04304267%
找  29 0.04304267%
凤  29 0.04304267%
留  29 0.04304267%
祖  29 0.04304267%
惊  29 0.04304267%
显  29 0.04304267%
深  29 0.04304267%
护  29 0.04304267%
司  29 0.04304267%
任  28 0.04155844%
管  28 0.04155844%
官  28 0.04155844%
位  28 0.04155844%
千  28 0.04155844%
琴  28 0.04155844%
恶  28 0.04155844%
伤  28 0.04155844%
指  28 0.04155844%
院  27 0.04007421%
松  27 0.04007421%
准  27 0.04007421%
沉  27 0.04007421%
概  27 0.04007421%
总  27 0.04007421%
极  27 0.04007421%
眉  27 0.04007421%
锦  27 0.04007421%
银  27 0.04007421%
寺  27 0.04007421%
房  26 0.03858998%
露  26 0.03858998%
诉  26 0.03858998%
苦  26 0.03858998%
呢  26 0.03858998%
秦  26 0.03858998%
句  26 0.03858998%
原  26 0.03858998%
贱  26 0.03858998%
疑  26 0.03858998%
满  26 0.03858998%
利  26 0.03858998%
妙  26 0.03858998%
坞  26 0.03858998%
次  26 0.03858998%
单  26 0.03858998%
求  26 0.03858998%
叔  26 0.03858998%
孙  26 0.03858998%
细  26 0.03858998%
欢  25 0.03710575%
渐  25 0.03710575%
转  25 0.03710575%
学  25 0.03710575%
‘  25 0.03710575%
’  25 0.03710575%
字  25 0.03710575%
特  25 0.03710575%
数  25 0.03710575%
岁  25 0.03710575%
龙  24 0.03562152%
定  24 0.03562152%
久  24 0.03562152%
怪  24 0.03562152%
持  24 0.03562152%
代  24 0.03562152%
跟  24 0.03562152%
依  24 0.03562152%
咱  24 0.03562152%
计  24 0.03562152%
板  24 0.03562152%
卫  24 0.03562152%
强  24 0.03562152%
父  24 0.03562152%
题  24 0.03562152%
珏  24 0.03562152%
息  23 0.03413729%
论  23 0.03413729%
柳  23 0.03413729%
奇  23 0.03413729%
异  23 0.03413729%
者  23 0.03413729%
需  23 0.03413729%
粉  23 0.03413729%
路  23 0.03413729%
初  23 0.03413729%
应  23 0.03413729%
错  23 0.03413729%
即  23 0.03413729%
客  23 0.03413729%
语  22 0.03265306%
脚  22 0.03265306%
达  22 0.03265306%
加  22 0.03265306%
待  22 0.03265306%
物  22 0.03265306%
步  22 0.03265306%
切  22 0.03265306%
兴  22 0.03265306%
排  22 0.03265306%
领  22 0.03265306%
每  22 0.03265306%
根  22 0.03265306%
故  22 0.03265306%
谢  22 0.03265306%
消  22 0.03265306%
孕  22 0.03265306%
蝉  22 0.03265306%
吃  21 0.03116883%
按  21 0.03116883%
照  21 0.03116883%
忙  21 0.03116883%
况  21 0.03116883%
宋  21 0.03116883%
闻  21 0.03116883%
嘛  21 0.03116883%
仅  21 0.03116883%
流  21 0.03116883%
段  21 0.03116883%
工  21 0.03116883%
证  21 0.03116883%
请  21 0.03116883%
常  21 0.03116883%
摘  21 0.03116883%
嘴  20 0.0296846%
吟  20 0.0296846%
义  20 0.0296846%
爱  20 0.0296846%
既  20 0.0296846%
莫  20 0.0296846%
台  20 0.0296846%
确  20 0.0296846%
观  20 0.0296846%
般  20 0.0296846%
青  20 0.0296846%
元  20 0.0296846%
表  20 0.0296846%
断  20 0.0296846%
往  20 0.0296846%
记  20 0.0296846%
刚  20 0.0296846%
愚  20 0.0296846%
章  19 0.02820037%
失  19 0.02820037%
化  19 0.02820037%
苏  19 0.02820037%
双  19 0.02820037%
偷  19 0.02820037%
势  19 0.02820037%
复  19 0.02820037%
杀  19 0.02820037%
战  19 0.02820037%
首  19 0.02820037%
差  19 0.02820037%
害  19 0.02820037%
量  19 0.02820037%
录  19 0.02820037%
呀  19 0.02820037%
睛  19 0.02820037%
遇  19 0.02820037%
俩  19 0.02820037%
火  19 0.02820037%
立  19 0.02820037%
体  19 0.02820037%
价  19 0.02820037%
节  19 0.02820037%
仪  19 0.02820037%
铃  19 0.02820037%
保  18 0.02671614%
乱  18 0.02671614%
买  18 0.02671614%
迷  18 0.02671614%
傅  18 0.02671614%
期  18 0.02671614%
约  18 0.02671614%
执  18 0.02671614%
破  18 0.02671614%
引  18 0.02671614%
服  18 0.02671614%
训  18 0.02671614%
性  18 0.02671614%
急  18 0.02671614%
股  18 0.02671614%
低  18 0.02671614%
座  18 0.02671614%
邵  18 0.02671614%
设  18 0.02671614%
妓  17 0.02523191%
整  17 0.02523191%
机  17 0.02523191%
贵  17 0.02523191%
毕  17 0.02523191%
集  17 0.02523191%
另  17 0.02523191%
血  17 0.02523191%
救  17 0.02523191%
认  17 0.02523191%
注  17 0.02523191%
番  17 0.02523191%
使  17 0.02523191%
统  17 0.02523191%
命  17 0.02523191%
吸  17 0.02523191%
件  17 0.02523191%
腿  17 0.02523191%
送  17 0.02523191%
湄  17 0.02523191%
羞  17 0.02523191%
阿  17 0.02523191%
越  17 0.02523191%
楚  16 0.02374768%
及  16 0.02374768%
脑  16 0.02374768%
商  16 0.02374768%
除  16 0.02374768%
突  16 0.02374768%
静  16 0.02374768%
拿  16 0.02374768%
剑  16 0.02374768%
灭  16 0.02374768%
偏  16 0.02374768%
争  16 0.02374768%
媳  16 0.02374768%
调  16 0.02374768%
识  16 0.02374768%
妈  16 0.02374768%
私  16 0.02374768%
始  16 0.02374768%
建  16 0.02374768%
友  16 0.02374768%
产  16 0.02374768%
红  16 0.02374768%
查  16 0.02374768%
亮  16 0.02374768%
技  16 0.02374768%
哈  16 0.02374768%
兄  16 0.02374768%
医  16 0.02374768%
烟  15 0.02226345%
狠  15 0.02226345%
左  15 0.02226345%
刺  15 0.02226345%
兰  15 0.02226345%
号  15 0.02226345%
晚  15 0.02226345%
春  15 0.02226345%
妻  15 0.02226345%
阳  15 0.02226345%
茶  15 0.02226345%
笔  15 0.02226345%
迹  15 0.02226345%
或  15 0.02226345%
盟  15 0.02226345%
庄  15 0.02226345%
讨  15 0.02226345%
欲  15 0.02226345%
度  15 0.02226345%
猜  15 0.02226345%
份  15 0.02226345%
九  15 0.02226345%
曾  15 0.02226345%
摸  15 0.02226345%
付  15 0.02226345%
文  15 0.02226345%
玉  15 0.02226345%
朋  15 0.02226345%
案  15 0.02226345%
俱  15 0.02226345%
短  15 0.02226345%
恒  15 0.02226345%
启  15 0.02226345%
敝  15 0.02226345%
够  14 0.02077922%
岂  14 0.02077922%
业  14 0.02077922%
瑕  14 0.02077922%
户  14 0.02077922%
抚  14 0.02077922%
究  14 0.02077922%
规  14 0.02077922%
禁  14 0.02077922%
助  14 0.02077922%
影  14 0.02077922%
弄  14 0.02077922%
奶  14 0.02077922%
汉  14 0.02077922%
封  14 0.02077922%
程  14 0.02077922%
赶  14 0.02077922%
臣  14 0.02077922%
画  14 0.02077922%
视  14 0.02077922%
丹  14 0.02077922%
室  14 0.02077922%
屋  13 0.01929499%
角  13 0.01929499%
曲  13 0.01929499%
卖  13 0.01929499%
片  13 0.01929499%
颇  13 0.01929499%
坐  13 0.01929499%
镇  13 0.01929499%
营  13 0.01929499%
肯  13 0.01929499%
素  13 0.01929499%
舅  13 0.01929499%
严  13 0.01929499%
顺  13 0.01929499%
热  13 0.01929499%
配  13 0.01929499%
冷  13 0.01929499%
忍  13 0.01929499%
推  13 0.01929499%
众  13 0.01929499%
致  13 0.01929499%
释  13 0.01929499%
条  13 0.01929499%
荡  13 0.01929499%
海  13 0.01929499%
淫  13 0.01929499%
拉  13 0.01929499%
巴  13 0.01929499%
礼  13 0.01929499%
冲  13 0.01929499%
尽  13 0.01929499%
旁  13 0.01929499%
耳  13 0.01929499%
床  13 0.01929499%
嗔  13 0.01929499%
腰  13 0.01929499%
投  13 0.01929499%
刑  13 0.01929499%
佐  13 0.01929499%
顾  12 0.01781076%
透  12 0.01781076%
旦  12 0.01781076%
碧  12 0.01781076%
卿  12 0.01781076%
惜  12 0.01781076%
适  12 0.01781076%
郡  12 0.01781076%
婚  12 0.01781076%
玩  12 0.01781076%
佛  12 0.01781076%
权  12 0.01781076%
响  12 0.01781076%
称  12 0.01781076%
激  12 0.01781076%
军  12 0.01781076%
翻  12 0.01781076%
守  12 0.01781076%
厚  12 0.01781076%
紧  12 0.01781076%
借  12 0.01781076%
炼  12 0.01781076%
玄  12 0.01781076%
讪  12 0.01781076%
愿  12 0.01781076%
熟  12 0.01781076%
伏  12 0.01781076%
懂  12 0.01781076%
尊  12 0.01781076%
嗣  12 0.01781076%
独  11 0.01632653%
怜  11 0.01632653%
娇  11 0.01632653%
存  11 0.01632653%
媚  11 0.01632653%
闹  11 0.01632653%
睡  11 0.01632653%
负  11 0.01632653%
黑  11 0.01632653%
稳  11 0.01632653%
讲  11 0.01632653%
背  11 0.01632653%
养  11 0.01632653%
决  11 0.01632653%
办  11 0.01632653%
古  11 0.01632653%
河  11 0.01632653%
拍  11 0.01632653%
梅  11 0.01632653%
飞  11 0.01632653%
换  11 0.01632653%
祥  11 0.01632653%
写  11 0.01632653%
景  11 0.01632653%
据  11 0.01632653%
忽  11 0.01632653%
恐  11 0.01632653%
默  11 0.01632653%
圣  11 0.01632653%
造  11 0.01632653%
肚  11 0.01632653%
绪  11 0.01632653%
娶  11 0.01632653%
摇  11 0.01632653%
俺  11 0.01632653%
牌  11 0.01632653%
坏  11 0.01632653%
假  11 0.01632653%
止  11 0.01632653%
聪  11 0.01632653%
袋  11 0.01632653%
妃  11 0.01632653%
氏  11 0.01632653%
《  11 0.01632653%
》  11 0.01632653%
责  10 0.0148423%
抵  10 0.0148423%
竹  10 0.0148423%
恩  10 0.0148423%
赞  10 0.0148423%
形  10 0.0148423%
仿  10 0.0148423%
取  10 0.0148423%
惑  10 0.0148423%
触  10 0.0148423%
余  10 0.0148423%
覆  10 0.0148423%
北  10 0.0148423%
悟  10 0.0148423%
榻  10 0.0148423%
支  10 0.0148423%
运  10 0.0148423%
野  10 0.0148423%
隶  10 0.0148423%
旋  10 0.0148423%
嫁  10 0.0148423%
晓  10 0.0148423%
靠  10 0.0148423%
韩  10 0.0148423%
母  10 0.0148423%
沧  10 0.0148423%
具  10 0.0148423%
弃  10 0.0148423%
输  10 0.0148423%
婆  10 0.0148423%
嬷  10 0.0148423%
招  10 0.0148423%
胆  10 0.0148423%
抱  10 0.0148423%
挺  10 0.0148423%
喂  10 0.0148423%
呼  10 0.0148423%
联  10 0.0148423%
摩  10 0.0148423%
帐  10 0.0148423%
殷  10 0.0148423%
病  10 0.0148423%
模  10 0.0148423%
廖  10 0.0148423%
划  10 0.0148423%
鉴  10 0.0148423%
敬  10 0.0148423%
肩  9 0.01335807%
铁  9 0.01335807%
终  9 0.01335807%
暴  9 0.01335807%
闪  9 0.01335807%
搂  9 0.01335807%
腻  9 0.01335807%
胸  9 0.01335807%
晌  9 0.01335807%
免  9 0.01335807%
辞  9 0.01335807%
诩  9 0.01335807%
担  9 0.01335807%
虎  9 0.01335807%
选  9 0.01335807%
基  9 0.01335807%
阵  9 0.01335807%
昨  9 0.01335807%
察  9 0.01335807%
议  9 0.01335807%
幸  9 0.01335807%
戏  9 0.01335807%
改  9 0.01335807%
闲  9 0.01335807%
歌  9 0.01335807%
升  9 0.01335807%
各  9 0.01335807%
衡  9 0.01335807%
仇  9 0.01335807%
乃  9 0.01335807%
图  9 0.01335807%
帝  9 0.01335807%
历  9 0.01335807%
旧  9 0.01335807%
皱  9 0.01335807%
举  9 0.01335807%
德  9 0.01335807%
肉  9 0.01335807%
哦  9 0.01335807%
压  9 0.01335807%
令  9 0.01335807%
索  9 0.01335807%
布  9 0.01335807%
省  9 0.01335807%
缓  9 0.01335807%
备  9 0.01335807%
呵  9 0.01335807%
跑  9 0.01335807%
停  9 0.01335807%
慢  9 0.01335807%
鲁  9 0.01335807%
扮  9 0.01335807%
拜  9 0.01335807%
狗  9 0.01335807%
略  9 0.01335807%
伯  9 0.01335807%
脱  9 0.01335807%
弱  9 0.01335807%
瘦  9 0.01335807%
误  9 0.01335807%
隔  9 0.01335807%
壁  9 0.01335807%
探  9 0.01335807%
箭  9 0.01335807%
块  9 0.01335807%
莲  9 0.01335807%
宠  9 0.01335807%
否  9 0.01335807%
萱  9 0.01335807%
丈  9 0.01335807%
演  9 0.01335807%
香  8 0.01187384%
佳  8 0.01187384%
颜  8 0.01187384%
团  8 0.01187384%
疼  8 0.01187384%
勾  8 0.01187384%
坚  8 0.01187384%
赚  8 0.01187384%
亦  8 0.01187384%
幕  8 0.01187384%
缠  8 0.01187384%
术  8 0.01187384%
副  8 0.01187384%
装  8 0.01187384%
净  8 0.01187384%
皮  8 0.01187384%
挂  8 0.01187384%
邪  8 0.01187384%
倍  8 0.01187384%
痛  8 0.01187384%
罪  8 0.01187384%
损  8 0.01187384%
值  8 0.01187384%
击  8 0.01187384%
慕  8 0.01187384%
萧  8 0.01187384%
固  8 0.01187384%
周  8 0.01187384%
巧  8 0.01187384%
味  8 0.01187384%
扬  8 0.01187384%
