，  4109 5.792545%
让  106 0.1494305%
什  106 0.1494305%
倒  104 0.146611%
明  101 0.1423819%
情  100 0.1409721%
点  99 0.1395624%
脸  98 0.1381527%
目  98 0.1381527%
王  97 0.136743%
光  96 0.1353333%
充  96 0.1353333%
似  92 0.1296944%
正  92 0.1296944%
耀  91 0.1282846%
们  89 0.1254652%
皇  89 0.1254652%
被  88 0.1240555%
三  87 0.1226458%
怎  86 0.121236%
当  85 0.1198263%
口  85 0.1198263%
妹  83 0.1170069%
问  83 0.1170069%
、  82 0.1155972%
回  82 0.1155972%
相  81 0.1141874%
轻  81 0.1141874%
转  81 0.1141874%
打  80 0.1127777%
望  80 0.1127777%
若  78 0.1099583%
胡  77 0.1085486%
给  76 0.1071388%
此  75 0.1057291%
门  75 0.1057291%
书  74 0.1043194%
与  73 0.1029097%
年  73 0.1029097%
花  72 0.1014999%
边  72 0.1014999%
样  71 0.1000902%
吧  71 0.1000902%
京  70 0.0986805%
娘  70 0.0986805%
开  69 0.09727078%
从  68 0.09586105%
乎  68 0.09586105%
快  68 0.09586105%
走  68 0.09586105%
方  68 0.09586105%
十  68 0.09586105%
经  67 0.09445134%
丫  66 0.09304161%
其  66 0.09304161%
分  65 0.0916319%
名  65 0.0916319%
别  64 0.09022217%
间  64 0.09022217%
以  64 0.09022217%
色  64 0.09022217%
百  63 0.08881245%
爷  63 0.08881245%
姐  62 0.08740273%
进  62 0.08740273%
言  62 0.08740273%
公  62 0.08740273%
四  62 0.08740273%
傅  61 0.08599301%
楼  61 0.08599301%
呢  60 0.08458329%
连  60 0.08458329%
做  60 0.08458329%
虽  59 0.08317357%
显  59 0.08317357%
微  59 0.08317357%
便  59 0.08317357%
吗  59 0.08317357%
太  59 0.08317357%
所  59 0.08317357%
神  58 0.08176384%
哪  58 0.08176384%
再  58 0.08176384%
外  58 0.08176384%
云  58 0.08176384%
喜  58 0.08176384%
江  57 0.08035412%
像  57 0.08035412%
成  57 0.08035412%
灵  57 0.08035412%
青  57 0.08035412%
屋  57 0.08035412%
难  56 0.0789444%
顿  56 0.0789444%
惊  56 0.0789444%
丝  55 0.07753468%
何  54 0.07612496%
怕  54 0.07612496%
张  53 0.07471523%
现  53 0.07471523%
高  53 0.07471523%
东  53 0.07471523%
李  53 0.07471523%
更  52 0.07330552%
思  52 0.07330552%
邵  52 0.07330552%
山  52 0.07330552%
用  52 0.07330552%
万  52 0.07330552%
半  51 0.07189579%
等  51 0.07189579%
宫  51 0.07189579%
城  51 0.07189579%
蒋  51 0.07189579%
行  50 0.07048607%
日  50 0.07048607%
功  50 0.07048607%
向  50 0.07048607%
些  50 0.07048607%
变  49 0.06907635%
算  49 0.06907635%
练  49 0.06907635%
湖  49 0.06907635%
仙  49 0.06907635%
兄  49 0.06907635%
姑  49 0.06907635%
觉  48 0.06766663%
满  48 0.06766663%
暗  48 0.06766663%
放  48 0.06766663%
重  47 0.06625691%
叫  47 0.06625691%
早  46 0.06484719%
本  46 0.06484719%
突  46 0.06484719%
清  46 0.06484719%
呀  46 0.06484719%
细  45 0.06343746%
实  45 0.06343746%
主  45 0.06343746%
于  45 0.06343746%
力  45 0.06343746%
银  45 0.06343746%
府  45 0.06343746%
双  44 0.06202774%
长  44 0.06202774%
处  44 0.06202774%
隐  44 0.06202774%
由  44 0.06202774%
二  44 0.06202774%
七  43 0.06061802%
容  43 0.06061802%
死  43 0.06061802%
份  43 0.06061802%
敢  42 0.0592083%
定  42 0.0592083%
月  42 0.0592083%
解  42 0.0592083%
房  41 0.05779858%
衣  41 0.05779858%
法  41 0.05779858%
丹  41 0.05779858%
—  41 0.05779858%
洪  41 0.05779858%
落  40 0.05638886%
音  40 0.05638886%
疑  40 0.05638886%
奇  39 0.05497913%
刻  39 0.05497913%
切  39 0.05497913%
元  39 0.05497913%
文  38 0.05356941%
节  38 0.05356941%
极  37 0.05215969%
比  37 0.05215969%
众  37 0.05215969%
绝  37 0.05215969%
干  37 0.05215969%
离  37 0.05215969%
找  37 0.05215969%
怪  37 0.05215969%
作  36 0.05074997%
识  36 0.05074997%
玉  35 0.04934025%
般  35 0.04934025%
位  35 0.04934025%
阵  35 0.04934025%
朝  35 0.04934025%
留  35 0.04934025%
近  35 0.04934025%
夫  35 0.04934025%
者  35 0.04934025%
句  35 0.04934025%
告  34 0.04793053%
妇  34 0.04793053%
香  34 0.04793053%
跟  34 0.04793053%
理  34 0.04793053%
全  34 0.04793053%
未  34 0.04793053%
先  34 0.04793053%
买  34 0.04793053%
牡  34 0.04793053%
臣  34 0.04793053%
带  33 0.04652081%
风  33 0.04652081%
字  33 0.04652081%
官  33 0.04652081%
传  33 0.04652081%
怀  33 0.04652081%
非  33 0.04652081%
很  33 0.04652081%
琴  33 0.04652081%
霓  33 0.04652081%
指  32 0.04511109%
五  32 0.04511109%
露  32 0.04511109%
将  32 0.04511109%
许  32 0.04511109%
关  32 0.04511109%
随  32 0.04511109%
佟  32 0.04511109%
陆  32 0.04511109%
美  31 0.04370137%
胸  31 0.04370137%
耳  31 0.04370137%
沉  31 0.04370137%
兰  31 0.04370137%
原  31 0.04370137%
直  31 0.04370137%
入  31 0.04370137%
并  31 0.04370137%
岂  31 0.04370137%
谁  31 0.04370137%
接  31 0.04370137%
狠  31 0.04370137%
立  31 0.04370137%
权  31 0.04370137%
沈  31 0.04370137%
安  31 0.04370137%
今  31 0.04370137%
金  30 0.04229164%
晚  30 0.04229164%
哼  30 0.04229164%
修  30 0.04229164%
失  30 0.04229164%
啊  30 0.04229164%
反  30 0.04229164%
车  30 0.04229164%
第  29 0.04088192%
章  29 0.04088192%
且  29 0.04088192%
飞  29 0.04088192%
腰  29 0.04088192%
必  29 0.04088192%
番  29 0.04088192%
弟  29 0.04088192%
该  29 0.04088192%
眉  29 0.04088192%
马  29 0.04088192%
信  29 0.04088192%
脑  29 0.04088192%
亲  29 0.04088192%
坐  28 0.0394722%
刚  28 0.0394722%
语  28 0.0394722%
欲  28 0.0394722%
红  28 0.0394722%
伯  28 0.0394722%
欢  28 0.0394722%
请  28 0.0394722%
千  27 0.03806248%
粉  27 0.03806248%
最  27 0.03806248%
六  27 0.03806248%
乱  27 0.03806248%
果  27 0.03806248%
院  27 0.03806248%
嘴  27 0.03806248%
机  27 0.03806248%
偷  27 0.03806248%
流  27 0.03806248%
静  27 0.03806248%
总  27 0.03806248%
步  27 0.03806248%
候  27 0.03806248%
淫  27 0.03806248%
篱  27 0.03806248%
因  26 0.03665276%
服  26 0.03665276%
旁  26 0.03665276%
足  26 0.03665276%
掌  26 0.03665276%
赫  26 0.03665276%
认  26 0.03665276%
易  26 0.03665276%
交  26 0.03665276%
‘  26 0.03665276%
异  26 0.03665276%
加  25 0.03524303%
西  25 0.03524303%
吃  25 0.03524303%
首  25 0.03524303%
底  25 0.03524303%
势  25 0.03524303%
紧  25 0.03524303%
酒  25 0.03524303%
远  25 0.03524303%
武  25 0.03524303%
呼  25 0.03524303%
诉  25 0.03524303%
贼  25 0.03524303%
低  25 0.03524303%
’  25 0.03524303%
禁  25 0.03524303%
利  25 0.03524303%
或  25 0.03524303%
消  25 0.03524303%
背  24 0.03383331%
越  24 0.03383331%
活  24 0.03383331%
冲  24 0.03383331%
兴  24 0.03383331%
八  24 0.03383331%
脚  24 0.03383331%
破  24 0.03383331%
刀  24 0.03383331%
模  24 0.03383331%
松  24 0.03383331%
吟  24 0.03383331%
教  24 0.03383331%
内  24 0.03383331%
透  23 0.03242359%
爱  23 0.03242359%
感  23 0.03242359%
急  23 0.03242359%
断  23 0.03242359%
数  23 0.03242359%
深  23 0.03242359%
性  23 0.03242359%
忍  23 0.03242359%
角  23 0.03242359%
代  23 0.03242359%
冷  23 0.03242359%
管  23 0.03242359%
通  23 0.03242359%
司  23 0.03242359%
迟  23 0.03242359%
观  23 0.03242359%
侯  23 0.03242359%
平  22 0.03101387%
南  22 0.03101387%
愿  22 0.03101387%
渐  22 0.03101387%
弄  22 0.03101387%
杜  22 0.03101387%
影  22 0.03101387%
俩  22 0.03101387%
替  22 0.03101387%
夜  22 0.03101387%
强  22 0.03101387%
息  22 0.03101387%
化  22 0.03101387%
条  21 0.02960415%
系  21 0.02960415%
物  21 0.02960415%
颇  21 0.02960415%
量  21 0.02960415%
结  21 0.02960415%
命  21 0.02960415%
换  21 0.02960415%
尽  21 0.02960415%
提  21 0.02960415%
怒  21 0.02960415%
受  21 0.02960415%
顺  21 0.02960415%
至  21 0.02960415%
雨  21 0.02960415%
究  21 0.02960415%
楚  21 0.02960415%
户  21 0.02960415%
客  21 0.02960415%
称  20 0.02819443%
度  20 0.02819443%
常  20 0.02819443%
孩  20 0.02819443%
收  20 0.02819443%
根  20 0.02819443%
熟  20 0.02819443%
否  20 0.02819443%
它  20 0.02819443%
水  20 0.02819443%
罢  20 0.02819443%
贵  20 0.02819443%
则  20 0.02819443%
咱  20 0.02819443%
应  20 0.02819443%
；  20 0.02819443%
启  20 0.02819443%
朕  20 0.02819443%
汉  19 0.02678471%
拉  19 0.02678471%
即  19 0.02678471%
记  19 0.02678471%
火  19 0.02678471%
龙  19 0.02678471%
宝  19 0.02678471%
莫  19 0.02678471%
仔  19 0.02678471%
乃  19 0.02678471%
男  19 0.02678471%
稍  19 0.02678471%
周  19 0.02678471%
探  19 0.02678471%
任  19 0.02678471%
闪  19 0.02678471%
宜  19 0.02678471%
竹  19 0.02678471%
偏  19 0.02678471%
居  19 0.02678471%
猜  19 0.02678471%
精  18 0.02537499%
蛇  18 0.02537499%
各  18 0.02537499%
罪  18 0.02537499%
场  18 0.02537499%
念  18 0.02537499%
澜  18 0.02537499%
契  18 0.02537499%
表  18 0.02537499%
毫  18 0.02537499%
睛  18 0.02537499%
保  18 0.02537499%
胆  18 0.02537499%
完  18 0.02537499%
价  18 0.02537499%
仅  18 0.02537499%
久  18 0.02537499%
举  18 0.02537499%
弹  18 0.02537499%
郡  18 0.02537499%
苦  18 0.02537499%
妙  18 0.02537499%
副  17 0.02396526%
股  17 0.02396526%
视  17 0.02396526%
热  17 0.02396526%
姓  17 0.02396526%
骂  17 0.02396526%
停  17 0.02396526%
招  17 0.02396526%
肩  17 0.02396526%
氏  17 0.02396526%
嘛  17 0.02396526%
廖  17 0.02396526%
讶  17 0.02396526%
景  17 0.02396526%
假  17 0.02396526%
密  17 0.02396526%
赵  17 0.02396526%
甚  17 0.02396526%
鹿  17 0.02396526%
昕  17 0.02396526%
响  16 0.02255554%
寻  16 0.02255554%
富  16 0.02255554%
注  16 0.02255554%
吸  16 0.02255554%
喊  16 0.02255554%
惜  16 0.02255554%
汗  16 0.02255554%
钱  16 0.02255554%
达  16 0.02255554%
围  16 0.02255554%
路  16 0.02255554%
拿  16 0.02255554%
既  16 0.02255554%
止  16 0.02255554%
缓  16 0.02255554%
概  16 0.02255554%
闹  16 0.02255554%
您  16 0.02255554%
慨  16 0.02255554%
隔  16 0.02255554%
待  16 0.02255554%
部  16 0.02255554%
哈  16 0.02255554%
纱  15 0.02114582%
勾  15 0.02114582%
摆  15 0.02114582%
象  15 0.02114582%
座  15 0.02114582%
凝  15 0.02114582%
差  15 0.02114582%
余  15 0.02114582%
卖  15 0.02114582%
珠  15 0.02114582%
考  15 0.02114582%
试  15 0.02114582%
忙  15 0.02114582%
每  15 0.02114582%
件  15 0.02114582%
蓦  15 0.02114582%
虎  15 0.02114582%
脱  15 0.02114582%
刺  15 0.02114582%
含  15 0.02114582%
鬼  15 0.02114582%
计  15 0.02114582%
往  15 0.02114582%
乐  15 0.02114582%
伦  15 0.02114582%
约  15 0.02114582%
奴  15 0.02114582%
故  15 0.02114582%
壁  15 0.02114582%
妈  15 0.02114582%
犀  15 0.02114582%
乳  15 0.02114582%
鬟  15 0.02114582%
民  15 0.02114582%
丰  14 0.0197361%
略  14 0.0197361%
尚  14 0.0197361%
瞧  14 0.0197361%
种  14 0.0197361%
引  14 0.0197361%
推  14 0.0197361%
怨  14 0.0197361%
料  14 0.0197361%
体  14 0.0197361%
狐  14 0.0197361%
寒  14 0.0197361%
佛  14 0.0197361%
辈  14 0.0197361%
九  14 0.0197361%
岁  14 0.0197361%
左  14 0.0197361%
击  14 0.0197361%
缘  14 0.0197361%
血  14 0.0197361%
瞪  14 0.0197361%
伤  14 0.0197361%
空  14 0.0197361%
准  14 0.0197361%
赶  14 0.0197361%
礼  14 0.0197361%
爹  14 0.0197361%
察  14 0.0197361%
昨  14 0.0197361%
剑  14 0.0197361%
调  14 0.0197361%
讲  14 0.0197361%
置  14 0.0197361%
态  13 0.01832638%
惹  13 0.01832638%
使  13 0.01832638%
挺  13 0.01832638%
娇  13 0.01832638%
纔  13 0.01832638%
腹  13 0.01832638%
桌  13 0.01832638%
亮  13 0.01832638%
肉  13 0.01832638%
翻  13 0.01832638%
旦  13 0.01832638%
整  13 0.01832638%
严  13 0.01832638%
抱  13 0.01832638%
肚  13 0.01832638%
俱  13 0.01832638%
群  13 0.01832638%
斗  13 0.01832638%
压  13 0.01832638%
喝  13 0.01832638%
肯  13 0.01832638%
烟  13 0.01832638%
嫁  13 0.01832638%
国  13 0.01832638%
浮  13 0.01832638%
独  13 0.01832638%
世  13 0.01832638%
幽  13 0.01832638%
荒  13 0.01832638%
窗  13 0.01832638%
标  13 0.01832638%
灾  13 0.01832638%
叔  13 0.01832638%
吾  13 0.01832638%
味  12 0.01691666%
黄  12 0.01691666%
徒  12 0.01691666%
错  12 0.01691666%
童  12 0.01691666%
阴  12 0.01691666%
境  12 0.01691666%
合  12 0.01691666%
瞥  12 0.01691666%
站  12 0.01691666%
臂  12 0.01691666%
贴  12 0.01691666%
抓  12 0.01691666%
威  12 0.01691666%
皮  12 0.01691666%
商  12 0.01691666%
求  12 0.01691666%
咦  12 0.01691666%
送  12 0.01691666%
圆  12 0.01691666%
形  12 0.01691666%
闻  12 0.01691666%
争  12 0.01691666%
办  12 0.01691666%
陪  12 0.01691666%
堂  12 0.01691666%
品  12 0.01691666%
购  12 0.01691666%
嗔  12 0.01691666%
旨  12 0.01691666%
握  12 0.01691666%
叹  12 0.01691666%
睡  12 0.01691666%
瘦  11 0.01550694%
秀  11 0.01550694%
穿  11 0.01550694%
荡  11 0.01550694%
短  11 0.01550694%
树  11 0.01550694%
运  11 0.01550694%
羞  11 0.01550694%
跳  11 0.01550694%
抬  11 0.01550694%
学  11 0.01550694%
端  11 0.01550694%
照  11 0.01550694%
壮  11 0.01550694%
迹  11 0.01550694%
藏  11 0.01550694%
术  11 0.01550694%
免  11 0.01550694%
单  11 0.01550694%
碧  11 0.01550694%
曲  11 0.01550694%
及  11 0.01550694%
疼  11 0.01550694%
捕  11 0.01550694%
华  11 0.01550694%
板  11 0.01550694%
退  11 0.01550694%
况  11 0.01550694%
守  11 0.01550694%
初  11 0.01550694%
释  11 0.01550694%
迷  11 0.01550694%
另  11 0.01550694%
悟  11 0.01550694%
阿  11 0.01550694%
春  11 0.01550694%
舍  11 0.01550694%
玄  11 0.01550694%
终  11 0.01550694%
怜  11 0.01550694%
妻  11 0.01550694%
摇  10 0.01409721%
纤  10 0.01409721%
匕  10 0.01409721%
碎  10 0.01409721%
采  10 0.01409721%
习  10 0.01409721%
俊  10 0.01409721%
怔  10 0.01409721%
嘻  10 0.01409721%
状  10 0.01409721%
鲜  10 0.01409721%
激  10 0.01409721%
笔  10 0.01409721%
期  10 0.01409721%
嗯  10 0.01409721%
颜  10 0.01409721%
扭  10 0.01409721%
嘿  10 0.01409721%
惑  10 0.01409721%
片  10 0.01409721%
新  10 0.01409721%
齐  10 0.01409721%
溜  10 0.01409721%
袋  10 0.01409721%
踪  10 0.01409721%
海  10 0.01409721%
案  10 0.01409721%
俏  10 0.01409721%
烦  10 0.01409721%
摸  10 0.01409721%
跑  10 0.01409721%
够  10 0.01409721%
啦  10 0.01409721%
负  10 0.01409721%
兵  10 0.01409721%
妾  10 0.01409721%
妓  10 0.01409721%
巴  10 0.01409721%
父  10 0.01409721%
朋  10 0.01409721%
友  10 0.01409721%
散  10 0.01409721%
答  10 0.01409721%
忽  10 0.01409721%
次  10 0.01409721%
秘  10 0.01409721%
墙  10 0.01409721%
士  10 0.01409721%
素  10 0.01409721%
脂  10 0.01409721%
靠  10 0.01409721%
掩  10 0.01409721%
托  10 0.01409721%
封  10 0.01409721%
粥  10 0.01409721%
卿  10 0.01409721%
刑  10 0.01409721%
材  9 0.01268749%
警  9 0.01268749%
致  9 0.01268749%
涌  9 0.01268749%
曾  9 0.01268749%
貌  9 0.01268749%
唧  9 0.01268749%
盛  9 0.01268749%
呆  9 0.01268749%
写  9 0.01268749%
醒  9 0.01268749%
趣  9 0.01268749%
锦  9 0.01268749%
领  9 0.01268749%
骨  9 0.01268749%
暴  9 0.01268749%
敬  9 0.01268749%
恶  9 0.01268749%
腿  9 0.01268749%
尊  9 0.01268749%
须  9 0.01268749%
装  9 0.01268749%
恐  9 0.01268749%
杀  9 0.01268749%
母  9 0.01268749%
州  9 0.01268749%
帮  9 0.01268749%
良  9 0.01268749%
麻  9 0.01268749%
包  9 0.01268749%
薄  9 0.01268749%
狂  9 0.01268749%
唤  9 0.01268749%
撩  9 0.01268749%
除  9 0.01268749%
饭  9 0.01268749%
特  9 0.01268749%
绪  9 0.01268749%
圈  9 0.01268749%
哩  9 0.01268749%
弥  9 0.01268749%
圣  9 0.01268749%
帝  9 0.01268749%
台  9 0.01268749%
咕  9 0.01268749%
辞  9 0.01268749%
鸨  9 0.01268749%
恼  9 0.01268749%
害  9 0.01268749%
遗  9 0.01268749%
搭  9 0.01268749%
扎  9 0.01268749%
希  9 0.01268749%
亦  9 0.01268749%
床  9 0.01268749%
环  8 0.01127777%
式  8 0.01127777%
勒  8 0.01127777%
飘  8 0.01127777%
遮  8 0.01127777%
架  8 0.01127777%
浑  8 0.01127777%
依  8 0.01127777%
河  8 0.01127777%
纸  8 0.01127777%
陡  8 0.01127777%
段  8 0.01127777%
赐  8 0.01127777%
阳  8 0.01127777%
盘  8 0.01127777%
派  8 0.01127777%
肆  8 0.01127777%
伸  8 0.01127777%
缠  8 0.01127777%
右  8 0.01127777%
廷  8 0.01127777%
悉  8 0.01127777%
凭  8 0.01127777%
倏  8 0.01127777%
弱  8 0.01127777%
凤  8 0.01127777%
亏  8 0.01127777%
孙  8 0.01127777%
支  8 0.01127777%
游  8 0.01127777%
投  8 0.01127777%
吓  8 0.01127777%
仿  8 0.01127777%
丽  8 0.01127777%
闲  8 0.01127777%
皱  8 0.01127777%
蠢  8 0.01127777%
虚  8 0.01127777%
腻  8 0.01127777%
晓  8 0.01127777%
租  8 0.01127777%
毕  8 0.01127777%
街  8 0.01127777%
示  8 0.01127777%
厉  8 0.01127777%
仗  8 0.01127777%
产  8 0.01127777%
古  8 0.01127777%
局  8 0.01127777%
君  8 0.01127777%
脾  8 0.01127777%
霞  8 0.01127777%
侧  8 0.01127777%
龟  8 0.01127777%
义  8 0.01127777%
杯  8 0.01127777%
朵  8 0.01127777%
借  8 0.01127777%
眸  8 0.01127777%
胭  8 0.01127777%
升  8 0.01127777%
泪  8 0.01127777%
永  8 0.01127777%
昏  8 0.01127777%
郎  8 0.01127777%
浙  8 0.01127777%
艳  7 0.00986805%
襟  7 0.00986805%
闺  7 0.00986805%
龄  7 0.00986805%
索  7 0.00986805%
恍  7 0.00986805%
扫  7 0.00986805%
酸  7 0.00986805%
碗  7 0.00986805%
脆  7 0.00986805%
展  7 0.00986805%
草  7 0.00986805%
横  7 0.00986805%
脖  7 0.00986805%
颈  7 0.00986805%
肌  7 0.00986805%
丈  7 0.00986805%
扬  7 0.00986805%
题  7 0.00986805%
竭  7 0.00986805%
屁  7 0.00986805%
蒙  7 0.00986805%
截  7 0.00986805%
腕  7 0.00986805%
触  7 0.00986805%
穴  7 0.00986805%
划  7 0.00986805%
胳  7 0.00986805%
膊  7 0.00986805%
鹰  7 0.00986805%
泥  7 0.00986805%
嚷  7 0.00986805%
票  7 0.00986805%
挑  7 0.00986805%
费  7 0.00986805%
豫  7 0.00986805%
挥  7 0.00986805%
抹  7 0.00986805%
决  7 0.00986805%
读  7 0.00986805%
甩  7 0.00986805%
掉  7 0.00986805%
浪  7 0.00986805%
货  7 0.00986805%
责  7 0.00986805%
拨  7 0.00986805%
绽  7 0.00986805%
载  7 0.00986805%
噗  7 0.00986805%
苏  7 0.00986805%
历  7 0.00986805%
巧  7 0.00986805%
令  7 0.00986805%
忧  7 0.00986805%
呵  7 0.00986805%
毁  7 0.00986805%
始  7 0.00986805%
施  7 0.00986805%
宅  7 0.00986805%
塞  7 0.00986805%
毛  7 0.00986805%
赚  7 0.00986805%
瞒  7 0.00986805%
庄  7 0.00986805%
旧  7 0.00986805%
诚  7 0.00986805%
担  7 0.00986805%
追  7 0.00986805%
迫  7 0.00986805%
泄  7 0.00986805%
嘀  7 0.00986805%
拾  7 0.00986805%
舌  7 0.00986805%
温  7 0.00986805%
复  7 0.00986805%
痛  7 0.00986805%
嫂  7 0.00986805%
媚  7 0.00986805%
委  7 0.00986805%
翠  7 0.00986805%
顶  7 0.00986805%
搂  7 0.00986805%
福  7 0.00986805%
征  7 0.00986805%
凛  7 0.00986805%
幸  7 0.00986805%
赎  7 0.00986805%
.  7 0.00986805%
厨  7 0.00986805%
盒  7 0.00986805%
净  7 0.00986805%
贫  7 0.00986805%
奋  7 0.00986805%
团  7 0.00986805%
媳  7 0.00986805%
聚  7 0.00986805%
姿  6 0.008458328%
布  6 0.008458328%
但  6 0.008458328%
拔  6 0.008458328%
叮  6 0.008458328%
寸  6 0.008458328%
登  6 0.008458328%
饰  6 0.008458328%
配  6 0.008458328%
豪  6 0.008458328%
雅  6 0.008458328%
瞬  6 0.008458328%
掏  6 0.008458328%
遍  6 0.008458328%
证  6 0.008458328%
劲  6 0.008458328%
确  6 0.008458328%
造  6 0.008458328%
帐  6 0.008458328%
饶  6 0.008458328%
电  6 0.008458328%
滚  6 0.008458328%
玩  6 0.008458328%
奔  6 0.008458328%
速  6 0.008458328%
按  6 0.008458328%
毒  6 0.008458328%
纷  6 0.008458328%
埋  6 0.008458328%
付  6 0.008458328%
塌  6 0.008458328%
妖  6 0.008458328%
胁  6 0.008458328%
柳  6 0.008458328%
锅  6 0.008458328%
护  6 0.008458328%
亭  6 0.008458328%
园  6 0.008458328%
北  6 0.008458328%
伏  6 0.008458328%
扇  6 0.008458328%
诧  6 0.008458328%
报  6 0.008458328%
套  6 0.008458328%
改  6 0.008458328%
职  6 0.008458328%
搬  6 0.008458328%
联  6 0.008458328%
需  6 0.008458328%
戚  6 0.008458328%
宽  6 0.008458328%
财  6 0.008458328%
私  6 0.008458328%
缕  6 0.008458328%
岳  6 0.008458328%
延  6 0.008458328%
灰  6 0.008458328%
闭  6 0.008458328%
星  6 0.008458328%
哀  6 0.008458328%
舒  6 0.008458328%
藩  6 0.008458328%
慢  6 0.008458328%
甫  6 0.008458328%
枝  6 0.008458328%
愣  6 0.008458328%
嬉  6 0.008458328%
唇  6 0.008458328%
木  6 0.008458328%
宗  6 0.008458328%
取  6 0.008458328%
德  6 0.008458328%
跨  6 0.008458328%
遇  6 0.008458328%
层  6 0.008458328%
暂  6 0.008458328%
恨  6 0.008458328%
嘱  6 0.008458328%
夺  6 0.008458328%
聪  6 0.008458328%
谢  6 0.008458328%
堪  6 0.008458328%
梳  6 0.008458328%
咐  6 0.008458328%
咽  6 0.008458328%
跪  6 0.008458328%
临  6 0.008458328%
欺  6 0.008458328%
镜  6 0.008458328%
号  6 0.008458328%
醋  6 0.008458328%
颤  6 0.008458328%
卫  6 0.008458328%
矣  6 0.008458328%
阁  6 0.008458328%
汝  6 0.008458328%
奶  6 0.008458328%
建  6 0.008458328%
吏  6 0.008458328%
淡  5 0.007048607%
绣  5 0.007048607%
浓  5 0.007048607%
块  5 0.007048607%
零  5 0.007048607%
惯  5 0.007048607%
荫  5 0.007048607%
咳  5 0.007048607%
旋  5 0.007048607%
椅  5 0.007048607%
潇  5 0.007048607%
洒  5 0.007048607%
炼  5 0.007048607%
论  5 0.007048607%
晌  5 0.007048607%
涩  5 0.007048607%
篇  5 0.007048607%
顷  5 0.007048607%
插  5 0.007048607%
歪  5 0.007048607%
鼻  5 0.007048607%
趁  5 0.007048607%
凑  5 0.007048607%
犯  5 0.007048607%
墨  5 0.007048607%
惋  5 0.007048607%
折  5 0.007048607%
坏  5 0.007048607%
猛  5 0.007048607%
袖  5 0.007048607%
忖  5 0.007048607%
朗  5 0.007048607%
恭  5 0.007048607%
厌  5 0.007048607%
滴  5 0.007048607%
谨  5 0.007048607%
顾  5 0.007048607%
牙  5 0.007048607%
涨  5 0.007048607%
辣  5 0.007048607%
伴  5 0.007048607%
抢  5 0.007048607%
凉  5 0.007048607%
鼓  5 0.007048607%
药  5 0.007048607%
赔  5 0.007048607%
撞  5 0.007048607%
伙  5 0.007048607%
瞎  5 0.007048607%
骤  5 0.007048607%
拳  5 0.007048607%
踏  5 0.007048607%
归  5 0.007048607%
夕  5 0.007048607%
讽  5 0.007048607%
扳  5 0.007048607%
犹  5 0.007048607%
跃  5 0.007048607%
查  5 0.007048607%
悲  5 0.007048607%
侍  5 0.007048607%
违  5 0.007048607%
腾  5 0.007048607%
坚  5 0.007048607%
眨  5 0.007048607%
附  5 0.007048607%
睁  5 0.007048607%
抽  5 0.007048607%
