，  3959 5.544973%
  2114 2.960867%

  2114 2.960867%
的  1741 2.438444%
了  1161 1.626096%
一  1126 1.577075%
我  1123 1.572873%
。  1041 1.458024%
是  975 1.365584%
不  945 1.323566%
“  692 0.9692148%
”  668 0.9356005%
来  536 0.7507213%
人  517 0.7241099%
在  475 0.6652848%
上  412 0.577047%
道  404 0.5658422%
大  376 0.5266254%
有  369 0.5168212%
就  362 0.507017%
可  362 0.507017%
蒋  353 0.4944116%
然  349 0.4888092%
子  341 0.4776044%
这  340 0.4762038%
他  337 0.472002%
下  334 0.4678002%
！  328 0.4593966%
你  318 0.4453906%
她  309 0.4327852%
？  288 0.4033726%
出  278 0.3893667%
个  277 0.387966%
心  275 0.3851649%
得  272 0.3809631%
说  268 0.3753607%
地  267 0.37396%
也  266 0.3725595%
着  266 0.3725595%
过  265 0.3711589%
起  263 0.3683577%
那  261 0.3655564%
：  249 0.3487493%
…  248 0.3473487%
到  243 0.3403457%
却  233 0.3263397%
中  221 0.3095325%
身  219 0.3067313%
家  219 0.3067313%
宁  217 0.3039301%
自  209 0.2927253%
里  206 0.2885235%
小  206 0.2885235%
手  203 0.2843217%
没  202 0.2829211%
之  201 0.2815205%
都  198 0.2773187%
而  198 0.2773187%
两  197 0.2759181%
要  186 0.2605115%
馨  183 0.2563097%
么  183 0.2563097%
儿  181 0.2535085%
好  180 0.2521079%
只  178 0.2493067%
去  178 0.2493067%
眼  177 0.2479061%
柔  172 0.2409031%
想  166 0.2324995%
头  165 0.2310989%
笑  160 0.2240959%
看  158 0.2212947%
时  155 0.2170929%
经  155 0.2170929%
魏  155 0.2170929%
能  154 0.2156923%
意  154 0.2156923%
和  151 0.2114905%
迟  151 0.2114905%
还  151 0.2114905%
声  151 0.2114905%
见  149 0.2086893%
几  149 0.2086893%
才  146 0.2044875%
已  145 0.2030869%
知  144 0.2016863%
女  141 0.1974845%
天  140 0.1960839%
无  138 0.1932827%
白  136 0.1904815%
为  131 0.1834785%
后  126 0.1764755%
少  120 0.1680719%
唐  119 0.1666713%
对  118 0.1652707%
动  118 0.1652707%
相  117 0.1638701%
当  117 0.1638701%
把  115 0.1610689%
三  115 0.1610689%
事  114 0.1596683%
让  114 0.1596683%
又  114 0.1596683%
老  114 0.1596683%
多  113 0.1582677%
正  112 0.1568671%
会  109 0.1526653%
江  109 0.1526653%
如  107 0.1498641%
何  105 0.1470629%
明  105 0.1470629%
五  105 0.1470629%
发  105 0.1470629%
云  104 0.1456623%
开  103 0.1442617%
情  102 0.1428611%
真  101 0.1414605%
们  100 0.1400599%
同  100 0.1400599%
花  100 0.1400599%
面  99 0.1386593%
话  99 0.1386593%
、  97 0.1358581%
气  96 0.1344575%
前  96 0.1344575%
便  95 0.133057%
什  93 0.1302557%
竟  93 0.1302557%
哥  92 0.1288552%
别  92 0.1288552%
听  91 0.1274545%
门  90 0.1260539%
进  89 0.1246534%
光  88 0.1232527%
皇  87 0.1218522%
生  87 0.1218522%
似  86 0.1204516%
边  86 0.1204516%
虽  85 0.119051%
逵  85 0.119051%
公  85 0.119051%
样  83 0.1162498%
点  83 0.1162498%
口  82 0.1148492%
王  82 0.1148492%
被  82 0.1148492%
快  81 0.1134486%
水  80 0.112048%
四  79 0.1106474%
回  78 0.1092468%
住  78 0.1092468%
衣  77 0.1078462%
己  77 0.1078462%
湖  77 0.1078462%
连  77 0.1078462%
间  76 0.1064456%
与  75 0.105045%
再  75 0.105045%
方  75 0.105045%
脸  75 0.105045%
乎  75 0.105045%
目  75 0.105045%
姐  75 0.105045%
成  74 0.1036444%
以  74 0.1036444%
更  73 0.1022438%
处  72 0.1008432%
打  72 0.1008432%
此  72 0.1008432%
年  71 0.09944256%
七  71 0.09944256%
轻  70 0.09804196%
给  70 0.09804196%
十  70 0.09804196%
爷  70 0.09804196%
仙  70 0.09804196%
算  69 0.09664136%
侯  69 0.09664136%
实  69 0.09664136%
力  69 0.09664136%
京  68 0.09524076%
喜  67 0.09384017%
倒  67 0.09384017%
从  66 0.09243956%
微  66 0.09243956%
龙  66 0.09243956%
离  64 0.08963837%
所  64 0.08963837%
素  64 0.08963837%
半  63 0.08823776%
李  63 0.08823776%
等  63 0.08823776%
名  61 0.08543657%
现  61 0.08543657%
二  61 0.08543657%
容  60 0.08403597%
清  60 0.08403597%
死  60 0.08403597%
放  60 0.08403597%
怎  60 0.08403597%
带  59 0.08263537%
言  59 0.08263537%
用  59 0.08263537%
吧  59 0.08263537%
顿  58 0.08123477%
些  58 0.08123477%
走  58 0.08123477%
分  57 0.07983417%
百  57 0.07983417%
锦  57 0.07983417%
色  57 0.07983417%
高  56 0.07843357%
做  56 0.07843357%
问  56 0.07843357%
于  56 0.07843357%
沈  55 0.07703297%
重  55 0.07703297%
太  55 0.07703297%
日  55 0.07703297%
像  54 0.07563237%
城  53 0.07423177%
其  53 0.07423177%
望  53 0.07423177%
工  53 0.07423177%
双  52 0.07283117%
怕  52 0.07283117%
陆  52 0.07283117%
哪  51 0.07143057%
主  51 0.07143057%
落  51 0.07143057%
难  51 0.07143057%
杀  51 0.07143057%
张  50 0.07002997%
神  50 0.07002997%
佟  50 0.07002997%
万  49 0.06862938%
练  49 0.06862938%
部  48 0.06722877%
马  48 0.06722877%
惊  48 0.06722877%
弟  47 0.06582817%
接  46 0.06442758%
亲  46 0.06442758%
房  46 0.06442758%
很  45 0.06302697%
叫  45 0.06302697%
觉  45 0.06302697%
细  45 0.06302697%
显  45 0.06302697%
风  44 0.06162637%
吗  44 0.06162637%
啊  44 0.06162637%
偷  44 0.06162637%
隐  44 0.06162637%
满  43 0.06022578%
山  43 0.06022578%
法  43 0.06022578%
份  43 0.06022578%
露  43 0.06022578%
角  43 0.06022578%
行  43 0.06022578%
眉  42 0.05882518%
转  42 0.05882518%
本  42 0.05882518%
绝  42 0.05882518%
胡  42 0.05882518%
千  42 0.05882518%
敢  42 0.05882518%
师  41 0.05742458%
留  41 0.05742458%
该  41 0.05742458%
丝  41 0.05742458%
许  41 0.05742458%
极  41 0.05742458%
则  41 0.05742458%
府  40 0.05602398%
外  40 0.05602398%
怪  40 0.05602398%
解  40 0.05602398%
由  40 0.05602398%
怀  40 0.05602398%
般  40 0.05602398%
向  40 0.05602398%
近  40 0.05602398%
语  39 0.05462338%
权  39 0.05462338%
妹  39 0.05462338%
齐  39 0.05462338%
武  39 0.05462338%
必  38 0.05322278%
若  38 0.05322278%
暗  38 0.05322278%
思  38 0.05322278%
至  38 0.05322278%
晚  37 0.05182218%
今  37 0.05182218%
随  37 0.05182218%
呢  37 0.05182218%
任  37 0.05182218%
指  37 0.05182218%
应  37 0.05182218%
内  37 0.05182218%
楼  36 0.05042158%
夫  36 0.05042158%
精  36 0.05042158%
非  36 0.05042158%
关  36 0.05042158%
待  36 0.05042158%
教  36 0.05042158%
番  36 0.05042158%
丫  36 0.05042158%
管  36 0.05042158%
娇  36 0.05042158%
息  35 0.04902098%
流  35 0.04902098%
官  35 0.04902098%
系  35 0.04902098%
月  35 0.04902098%
妈  35 0.04902098%
香  35 0.04902098%
越  35 0.04902098%
突  35 0.04902098%
松  35 0.04902098%
赫  35 0.04902098%
因  34 0.04762038%
兄  34 0.04762038%
东  34 0.04762038%
传  34 0.04762038%
深  34 0.04762038%
卫  34 0.04762038%
将  34 0.04762038%
找  34 0.04762038%
位  34 0.04762038%
最  34 0.04762038%
腿  34 0.04762038%
利  34 0.04762038%
节  34 0.04762038%
∶  33 0.04621978%
跟  33 0.04621978%
直  33 0.04621978%
渐  33 0.04621978%
底  33 0.04621978%
青  33 0.04621978%
；  33 0.04621978%
羞  33 0.04621978%
佛  33 0.04621978%
刻  32 0.04481918%
宝  32 0.04481918%
候  32 0.04481918%
先  32 0.04481918%
干  32 0.04481918%
妳  32 0.04481918%
刑  31 0.04341858%
早  31 0.04341858%
告  31 0.04341858%
客  31 0.04341858%
新  31 0.04341858%
八  31 0.04341858%
字  31 0.04341858%
足  31 0.04341858%
未  31 0.04341858%
服  31 0.04341858%
长  31 0.04341858%
刀  31 0.04341858%
腻  31 0.04341858%
元  31 0.04341858%
伯  31 0.04341858%
消  30 0.04201799%
合  30 0.04201799%
比  30 0.04201799%
世  30 0.04201799%
尽  30 0.04201799%
场  30 0.04201799%
定  30 0.04201799%
飞  30 0.04201799%
呼  30 0.04201799%
入  30 0.04201799%
感  30 0.04201799%
君  30 0.04201799%
邵  30 0.04201799%
忙  29 0.04061738%
功  29 0.04061738%
理  29 0.04061738%
果  29 0.04061738%
奇  29 0.04061738%
火  29 0.04061738%
失  29 0.04061738%
机  28 0.03921679%
并  28 0.03921679%
桂  28 0.03921679%
美  28 0.03921679%
变  28 0.03921679%
安  28 0.03921679%
性  28 0.03921679%
势  28 0.03921679%
爱  28 0.03921679%
数  28 0.03921679%
酒  28 0.03921679%
股  28 0.03921679%
独  28 0.03921679%
疑  28 0.03921679%
兴  27 0.03781619%
吃  27 0.03781619%
异  27 0.03781619%
珠  27 0.03781619%
物  27 0.03781619%
胸  27 0.03781619%
娘  27 0.03781619%
故  27 0.03781619%
宅  27 0.03781619%
户  27 0.03781619%
紧  27 0.03781619%
破  27 0.03781619%
竹  27 0.03781619%
总  27 0.03781619%
通  27 0.03781619%
盟  27 0.03781619%
交  26 0.03641558%
著  26 0.03641558%
掌  26 0.03641558%
甚  26 0.03641558%
顺  26 0.03641558%
灵  26 0.03641558%
记  26 0.03641558%
烟  26 0.03641558%
萧  26 0.03641558%
乃  26 0.03641558%
宫  26 0.03641558%
澜  25 0.03501499%
欢  25 0.03501499%
毕  25 0.03501499%
句  25 0.03501499%
热  25 0.03501499%
音  25 0.03501499%
急  25 0.03501499%
谁  25 0.03501499%
弄  25 0.03501499%
浴  25 0.03501499%
福  25 0.03501499%
第  24 0.03361439%
红  24 0.03361439%
玉  24 0.03361439%
朝  24 0.03361439%
呀  24 0.03361439%
丰  24 0.03361439%
众  24 0.03361439%
坐  24 0.03361439%
作  24 0.03361439%
亮  24 0.03361439%
或  24 0.03361439%
往  24 0.03361439%
屋  24 0.03361439%
调  24 0.03361439%
拉  24 0.03361439%
它  24 0.03361439%
结  23 0.03221379%
立  23 0.03221379%
颇  23 0.03221379%
常  23 0.03221379%
平  23 0.03221379%
怨  23 0.03221379%
嘴  23 0.03221379%
司  23 0.03221379%
仅  23 0.03221379%
体  23 0.03221379%
原  23 0.03221379%
易  23 0.03221379%
银  23 0.03221379%
冷  23 0.03221379%
缓  23 0.03221379%
强  23 0.03221379%
慕  23 0.03221379%
旁  22 0.03081319%
请  22 0.03081319%
及  22 0.03081319%
全  22 0.03081319%
妇  22 0.03081319%
钱  22 0.03081319%
书  22 0.03081319%
嘿  22 0.03081319%
送  22 0.03081319%
咱  22 0.03081319%
西  22 0.03081319%
求  22 0.03081319%
终  22 0.03081319%
血  22 0.03081319%
姑  21 0.02941259%
腰  21 0.02941259%
惜  21 0.02941259%
六  21 0.02941259%
代  21 0.02941259%
苦  21 0.02941259%
差  21 0.02941259%
耳  21 0.02941259%
茶  21 0.02941259%
刚  21 0.02941259%
次  21 0.02941259%
反  21 0.02941259%
否  21 0.02941259%
凶  21 0.02941259%
识  21 0.02941259%
化  21 0.02941259%
路  21 0.02941259%
赵  21 0.02941259%
文  20 0.02801199%
认  20 0.02801199%
替  20 0.02801199%
奶  20 0.02801199%
乳  20 0.02801199%
嬷  20 0.02801199%
痛  20 0.02801199%
既  20 0.02801199%
脑  20 0.02801199%
禁  20 0.02801199%
妙  20 0.02801199%
—  20 0.02801199%
夜  20 0.02801199%
余  20 0.02801199%
雪  20 0.02801199%
约  19 0.02661139%
者  19 0.02661139%
吟  19 0.02661139%
片  19 0.02661139%
脚  19 0.02661139%
计  19 0.02661139%
抚  19 0.02661139%
昨  19 0.02661139%
模  19 0.02661139%
虎  19 0.02661139%
闪  19 0.02661139%
表  19 0.02661139%
且  19 0.02661139%
院  19 0.02661139%
依  19 0.02661139%
招  19 0.02661139%
受  19 0.02661139%
设  19 0.02661139%
透  19 0.02661139%
探  19 0.02661139%
复  19 0.02661139%
宗  19 0.02661139%
冲  19 0.02661139%
忍  19 0.02661139%
毒  19 0.02661139%
南  18 0.02521079%
首  18 0.02521079%
辈  18 0.02521079%
害  18 0.02521079%
诉  18 0.02521079%
整  18 0.02521079%
远  18 0.02521079%
氏  18 0.02521079%
条  18 0.02521079%
尚  18 0.02521079%
堂  18 0.02521079%
背  18 0.02521079%
篱  18 0.02521079%
拿  18 0.02521079%
切  18 0.02521079%
仿  18 0.02521079%
亦  18 0.02521079%
案  18 0.02521079%
车  18 0.02521079%
萼  17 0.02381019%
妾  17 0.02381019%
臣  17 0.02381019%
品  17 0.02381019%
嘛  17 0.02381019%
信  17 0.02381019%
使  17 0.02381019%
匆  17 0.02381019%
压  17 0.02381019%
莫  17 0.02381019%
步  17 0.02381019%
河  17 0.02381019%
您  17 0.02381019%
抱  17 0.02381019%
偏  17 0.02381019%
欲  17 0.02381019%
致  17 0.02381019%
金  17 0.02381019%
种  17 0.02381019%
况  17 0.02381019%
料  17 0.02381019%
