，  4108 5.99157%
口  69 0.1006374%
娘  69 0.1006374%
样  69 0.1006374%
清  68 0.09917886%
现  68 0.09917886%
最  68 0.09917886%
鲁  68 0.09917886%
容  67 0.09772035%
呢  67 0.09772035%
女  67 0.09772035%
兵  67 0.09772035%
边  66 0.09626183%
何  66 0.09626183%
思  66 0.09626183%
名  66 0.09626183%
行  65 0.09480332%
住  65 0.09480332%
公  65 0.09480332%
目  65 0.09480332%
轻  65 0.09480332%
周  65 0.09480332%
同  64 0.09334481%
卫  64 0.09334481%
倒  63 0.0918863%
放  63 0.0918863%
阵  63 0.0918863%
并  62 0.09042778%
实  62 0.09042778%
等  62 0.09042778%
候  62 0.09042778%
所  62 0.09042778%
花  62 0.09042778%
高  60 0.08751076%
乎  60 0.08751076%
怕  60 0.08751076%
五  59 0.08605225%
应  59 0.08605225%
比  59 0.08605225%
更  59 0.08605225%
向  59 0.08605225%
做  57 0.08313522%
功  57 0.08313522%
瑕  57 0.08313522%
死  56 0.08167671%
主  56 0.08167671%
变  56 0.08167671%
惊  56 0.08167671%
威  55 0.0802182%
怎  55 0.0802182%
望  54 0.07875968%
易  54 0.07875968%
法  54 0.07875968%
别  54 0.07875968%
战  54 0.07875968%
该  53 0.07730117%
其  53 0.07730117%
若  53 0.07730117%
连  53 0.07730117%
半  52 0.07584266%
隐  52 0.07584266%
立  52 0.07584266%
反  51 0.07438415%
与  51 0.07438415%
李  51 0.07438415%
进  50 0.07292563%
重  50 0.07292563%
问  49 0.07146712%
分  49 0.07146712%
福  49 0.07146712%
觉  49 0.07146712%
顿  49 0.07146712%
击  49 0.07146712%
本  48 0.07000861%
因  48 0.07000861%
离  48 0.07000861%
馆  48 0.07000861%
荣  48 0.07000861%
先  47 0.06855009%
春  47 0.06855009%
全  47 0.06855009%
四  47 0.06855009%
暗  46 0.06709158%
六  46 0.06709158%
于  46 0.06709158%
果  46 0.06709158%
机  46 0.06709158%
直  46 0.06709158%
转  46 0.06709158%
种  46 0.06709158%
宝  45 0.06563307%
似  45 0.06563307%
外  45 0.06563307%
远  45 0.06563307%
刻  45 0.06563307%
府  44 0.06417456%
接  44 0.06417456%
色  44 0.06417456%
由  44 0.06417456%
位  44 0.06417456%
作  44 0.06417456%
武  44 0.06417456%
护  44 0.06417456%
怀  44 0.06417456%
药  44 0.06417456%
弟  43 0.06271604%
潇  43 0.06271604%
水  43 0.06271604%
度  43 0.06271604%
太  42 0.06125753%
吗  42 0.06125753%
落  42 0.06125753%
早  42 0.06125753%
敌  42 0.06125753%
湘  42 0.06125753%
哪  41 0.05979902%
像  41 0.05979902%
必  41 0.05979902%
至  41 0.05979902%
走  41 0.05979902%
它  41 0.05979902%
宁  41 0.05979902%
长  40 0.0583405%
交  40 0.0583405%
总  40 0.0583405%
很  40 0.0583405%
将  40 0.0583405%
敢  39 0.05688199%
年  39 0.05688199%
许  39 0.05688199%
百  39 0.05688199%
军  39 0.05688199%
疑  38 0.05542348%
松  38 0.05542348%
言  38 0.05542348%
原  38 0.05542348%
吃  38 0.05542348%
宫  38 0.05542348%
妹  38 0.05542348%
棋  38 0.05542348%
神  37 0.05396497%
丝  37 0.05396497%
份  37 0.05396497%
日  37 0.05396497%
者  37 0.05396497%
定  37 0.05396497%
兄  37 0.05396497%
澜  37 0.05396497%
近  37 0.05396497%
沈  36 0.05250645%
苏  36 0.05250645%
谁  36 0.05250645%
突  36 0.05250645%
杀  36 0.05250645%
足  35 0.05104794%
啊  35 0.05104794%
强  35 0.05104794%
使  35 0.05104794%
寇  35 0.05104794%
郤  35 0.05104794%
衣  34 0.04958943%
月  34 0.04958943%
指  34 0.04958943%
夫  34 0.04958943%
随  34 0.04958943%
越  33 0.04813091%
理  33 0.04813091%
龙  33 0.04813091%
活  33 0.04813091%
孙  33 0.04813091%
处  33 0.04813091%
火  33 0.04813091%
音  33 0.04813091%
刀  33 0.04813091%
留  32 0.0466724%
语  32 0.0466724%
句  32 0.0466724%
带  32 0.0466724%
奇  32 0.0466724%
喜  32 0.0466724%
万  32 0.0466724%
次  32 0.0466724%
楼  32 0.0466724%
─  32 0.0466724%
受  31 0.04521389%
路  31 0.04521389%
急  31 0.04521389%
合  31 0.04521389%
报  31 0.04521389%
叫  31 0.04521389%
加  31 0.04521389%
爷  31 0.04521389%
深  31 0.04521389%
细  31 0.04521389%
姑  31 0.04521389%
数  31 0.04521389%
陆  31 0.04521389%
第  30 0.04375538%
依  30 0.04375538%
绝  30 0.04375538%
告  30 0.04375538%
势  30 0.04375538%
流  30 0.04375538%
调  30 0.04375538%
刚  30 0.04375538%
—  30 0.04375538%
毒  30 0.04375538%
异  30 0.04375538%
粮  30 0.04375538%
辎  30 0.04375538%
坡  30 0.04375538%
王  29 0.04229686%
怪  29 0.04229686%
官  29 0.04229686%
镇  29 0.04229686%
东  29 0.04229686%
攻  29 0.04229686%
沉  29 0.04229686%
波  29 0.04229686%
压  29 0.04229686%
非  28 0.04083835%
般  28 0.04083835%
提  28 0.04083835%
伤  28 0.04083835%
断  28 0.04083835%
保  28 0.04083835%
烟  28 0.04083835%
未  28 0.04083835%
七  28 0.04083835%
感  28 0.04083835%
乱  28 0.04083835%
盟  28 0.04083835%
丸  28 0.04083835%
单  28 0.04083835%
今  28 0.04083835%
利  28 0.04083835%
极  28 0.04083835%
角  28 0.04083835%
赶  27 0.03937984%
满  27 0.03937984%
学  27 0.03937984%
失  27 0.03937984%
玉  27 0.03937984%
兴  27 0.03937984%
找  27 0.03937984%
热  27 0.03937984%
错  27 0.03937984%
千  27 0.03937984%
常  27 0.03937984%
即  27 0.03937984%
铳  27 0.03937984%
精  26 0.03792133%
物  26 0.03792133%
众  26 0.03792133%
浪  26 0.03792133%
冲  26 0.03792133%
练  26 0.03792133%
干  26 0.03792133%
恐  26 0.03792133%
坐  26 0.03792133%
安  26 0.03792133%
久  26 0.03792133%
息  26 0.03792133%
金  26 0.03792133%
丹  26 0.03792133%
服  26 0.03792133%
完  26 0.03792133%
招  25 0.03646281%
露  25 0.03646281%
线  25 0.03646281%
八  25 0.03646281%
准  25 0.03646281%
送  25 0.03646281%
内  25 0.03646281%
偷  25 0.03646281%
阳  25 0.03646281%
低  25 0.03646281%
体  25 0.03646281%
食  25 0.03646281%
航  25 0.03646281%
跟  24 0.0350043%
亲  24 0.0350043%
呀  24 0.0350043%
影  24 0.0350043%
密  24 0.0350043%
切  24 0.0350043%
既  24 0.0350043%
消  24 0.0350043%
及  24 0.0350043%
量  24 0.0350043%
任  24 0.0350043%
弱  24 0.0350043%
制  24 0.0350043%
入  24 0.0350043%
余  24 0.0350043%
条  23 0.03354579%
文  23 0.03354579%
云  23 0.03354579%
咱  23 0.03354579%
世  23 0.03354579%
乐  23 0.03354579%
娇  23 0.03354579%
静  23 0.03354579%
替  23 0.03354579%
；  23 0.03354579%
传  23 0.03354579%
但  23 0.03354579%
剑  23 0.03354579%
则  23 0.03354579%
箭  23 0.03354579%
岛  23 0.03354579%
换  22 0.03208728%
冷  22 0.03208728%
嘴  22 0.03208728%
廷  22 0.03208728%
顺  22 0.03208728%
州  22 0.03208728%
青  22 0.03208728%
差  22 0.03208728%
或  22 0.03208728%
显  22 0.03208728%
模  22 0.03208728%
诉  22 0.03208728%
秦  22 0.03208728%
慕  22 0.03208728%
双  22 0.03208728%
慢  22 0.03208728%
萝  22 0.03208728%
爱  21 0.03062877%
甚  21 0.03062877%
系  21 0.03062877%
横  21 0.03062877%
忙  21 0.03062877%
计  21 0.03062877%
新  21 0.03062877%
朝  21 0.03062877%
拿  21 0.03062877%
每  21 0.03062877%
红  21 0.03062877%
紧  21 0.03062877%
猜  21 0.03062877%
希  21 0.03062877%
士  21 0.03062877%
板  21 0.03062877%
且  21 0.03062877%
妙  21 0.03062877%
破  21 0.03062877%
琴  21 0.03062877%
射  21 0.03062877%
速  21 0.03062877%
枪  21 0.03062877%
闪  20 0.02917025%
张  20 0.02917025%
忍  20 0.02917025%
性  20 0.02917025%
付  20 0.02917025%
眉  20 0.02917025%
苦  20 0.02917025%
命  20 0.02917025%
副  20 0.02917025%
莫  20 0.02917025%
结  20 0.02917025%
况  20 0.02917025%
嘿  20 0.02917025%
管  19 0.02771174%
念  19 0.02771174%
楚  19 0.02771174%
配  19 0.02771174%
西  19 0.02771174%
顾  19 0.02771174%
欢  19 0.02771174%
弄  19 0.02771174%
南  19 0.02771174%
响  19 0.02771174%
傅  19 0.02771174%
拉  19 0.02771174%
字  19 0.02771174%
您  19 0.02771174%
始  19 0.02771174%
帮  19 0.02771174%
守  19 0.02771174%
平  19 0.02771174%
亮  19 0.02771174%
简  19 0.02771174%
步  19 0.02771174%
缓  19 0.02771174%
信  19 0.02771174%
晚  19 0.02771174%
图  19 0.02771174%
骑  19 0.02771174%
房  18 0.02625323%
靠  18 0.02625323%
脑  18 0.02625323%
羞  18 0.02625323%
收  18 0.02625323%
迷  18 0.02625323%
欲  18 0.02625323%
段  18 0.02625323%
旁  18 0.02625323%
备  18 0.02625323%
星  18 0.02625323%
屋  18 0.02625323%
脚  18 0.02625323%
脱  18 0.02625323%
贼  18 0.02625323%
号  18 0.02625323%
曾  18 0.02625323%
奶  18 0.02625323%
银  18 0.02625323%
血  18 0.02625323%
引  18 0.02625323%
空  18 0.02625323%
昕  18 0.02625323%
愿  17 0.02479471%
旧  17 0.02479471%
斋  17 0.02479471%
妇  17 0.02479471%
够  17 0.02479471%
底  17 0.02479471%
背  17 0.02479471%
止  17 0.02479471%
排  17 0.02479471%
禁  17 0.02479471%
股  17 0.02479471%
客  17 0.02479471%
退  17 0.02479471%
闻  17 0.02479471%
北  17 0.02479471%
院  17 0.02479471%
据  17 0.02479471%
场  17 0.02479471%
耳  17 0.02479471%
钱  17 0.02479471%
躲  17 0.02479471%
待  16 0.0233362%
透  16 0.0233362%
珠  16 0.0233362%
霁  16 0.0233362%
袋  16 0.0233362%
剿  16 0.0233362%
玩  16 0.0233362%
形  16 0.0233362%
故  16 0.0233362%
摇  16 0.0233362%
秘  16 0.0233362%
喝  16 0.0233362%
视  16 0.0233362%
识  16 0.0233362%
偏  16 0.0233362%
初  16 0.0233362%
象  16 0.0233362%
约  16 0.0233362%
灵  16 0.0233362%
仅  16 0.0233362%
罢  16 0.0233362%
番  16 0.0233362%
片  16 0.0233362%
化  16 0.0233362%
黑  16 0.0233362%
睛  16 0.0233362%
夜  16 0.0233362%
章  15 0.02187769%
哥  15 0.02187769%
捕  15 0.02187769%
啦  15 0.02187769%
料  15 0.02187769%
卖  15 0.02187769%
求  15 0.02187769%
题  15 0.02187769%
亭  15 0.02187769%
睡  15 0.02187769%
紫  15 0.02187769%
岂  15 0.02187769%
尚  15 0.02187769%
教  15 0.02187769%
珑  15 0.02187769%
瑾  15 0.02187769%
致  15 0.02187769%
推  15 0.02187769%
挥  15 0.02187769%
派  15 0.02187769%
价  15 0.02187769%
害  15 0.02187769%
究  15 0.02187769%
魔  15 0.02187769%
尽  15 0.02187769%
宽  15 0.02187769%
私  15 0.02187769%
淫  15 0.02187769%
担  15 0.02187769%
吟  15 0.02187769%
照  15 0.02187769%
短  15 0.02187769%
惧  15 0.02187769%
惜  15 0.02187769%
左  15 0.02187769%
商  15 0.02187769%
辛  15 0.02187769%
踪  14 0.02041918%
城  14 0.02041918%
皮  14 0.02041918%
往  14 0.02041918%
集  14 0.02041918%
辰  14 0.02041918%
缠  14 0.02041918%
团  14 0.02041918%
美  14 0.02041918%
隔  14 0.02041918%
叹  14 0.02041918%
查  14 0.02041918%
舞  14 0.02041918%
颇  14 0.02041918%
产  14 0.02041918%
九  14 0.02041918%
仪  14 0.02041918%
术  14 0.02041918%
改  14 0.02041918%
顶  14 0.02041918%
熟  14 0.02041918%
通  14 0.02041918%
丫  14 0.02041918%
认  14 0.02041918%
妾  14 0.02041918%
伏  14 0.02041918%
否  14 0.02041918%
弓  14 0.02041918%
器  14 0.02041918%
抱  14 0.02041918%
令  13 0.01896066%
代  13 0.01896066%
探  13 0.01896066%
轮  13 0.01896066%
记  13 0.01896066%
趣  13 0.01896066%
庄  13 0.01896066%
除  13 0.01896066%
曲  13 0.01896066%
骂  13 0.01896066%
持  13 0.01896066%
特  13 0.01896066%
首  13 0.01896066%
微  13 0.01896066%
竹  13 0.01896066%
队  13 0.01896066%
确  13 0.01896066%
握  13 0.01896066%
举  13 0.01896066%
哈  13 0.01896066%
嘛  13 0.01896066%
摆  13 0.01896066%
投  13 0.01896066%
摸  13 0.01896066%
坏  13 0.01896066%
艺  13 0.01896066%
拍  13 0.01896066%
停  13 0.01896066%
叔  13 0.01896066%
舱  13 0.01896066%
整  12 0.01750215%
跑  12 0.01750215%
讶  12 0.01750215%
另  12 0.01750215%
观  12 0.01750215%
父  12 0.01750215%
幸  12 0.01750215%
玲  12 0.01750215%
终  12 0.01750215%
闲  12 0.01750215%
林  12 0.01750215%
论  12 0.01750215%
旦  12 0.01750215%
狠  12 0.01750215%
注  12 0.01750215%
决  12 0.01750215%
恶  12 0.01750215%
达  12 0.01750215%
肚  12 0.01750215%
男  12 0.01750215%
聪  12 0.01750215%
释  12 0.01750215%
包  12 0.01750215%
晌  12 0.01750215%
免  12 0.01750215%
掌  12 0.01750215%
复  12 0.01750215%
窗  12 0.01750215%
助  12 0.01750215%
营  12 0.01750215%
臂  12 0.01750215%
腻  12 0.01750215%
侧  12 0.01750215%
独  12 0.01750215%
缺  12 0.01750215%
表  12 0.01750215%
示  12 0.01750215%
丈  12 0.01750215%
腰  12 0.01750215%
壁  12 0.01750215%
义  12 0.01750215%
概  12 0.01750215%
艘  12 0.01750215%
善  11 0.01604364%
运  11 0.01604364%
划  11 0.01604364%
需  11 0.01604364%
买  11 0.01604364%
存  11 0.01604364%
答  11 0.01604364%
奴  11 0.01604364%
书  11 0.01604364%
佳  11 0.01604364%
饶  11 0.01604364%
胸  11 0.01604364%
烦  11 0.01604364%
剩  11 0.01604364%
饭  11 0.01604364%
件  11 0.01604364%
骨  11 0.01604364%
佛  11 0.01604364%
怔  11 0.01604364%
稍  11 0.01604364%
掩  11 0.01604364%
唯  11 0.01604364%
跳  11 0.01604364%
渐  11 0.01604364%
权  11 0.01604364%
味  11 0.01604364%
围  11 0.01604364%
吸  11 0.01604364%
根  11 0.01604364%
咦  11 0.01604364%
辆  11 0.01604364%
腿  11 0.01604364%
石  11 0.01604364%
俱  11 0.01604364%
险  11 0.01604364%
怒  11 0.01604364%
逃  11 0.01604364%
遇  11 0.01604364%
责  11 0.01604364%
帆  11 0.01604364%
驶  11 0.01604364%
默  10 0.01458513%
熠  10 0.01458513%
各  10 0.01458513%
判  10 0.01458513%
颜  10 0.01458513%
街  10 0.01458513%
埋  10 0.01458513%
状  10 0.01458513%
友  10 0.01458513%
淡  10 0.01458513%
烈  10 0.01458513%
木  10 0.01458513%
救  10 0.01458513%
哼  10 0.01458513%
妓  10 0.01458513%
媳  10 0.01458513%
务  10 0.01458513%
站  10 0.01458513%
规  10 0.01458513%
米  10 0.01458513%
块  10 0.01458513%
翼  10 0.01458513%
忧  10 0.01458513%
撤  10 0.01458513%
赞  10 0.01458513%
仗  10 0.01458513%
胜  10 0.01458513%
阁  10 0.01458513%
盘  10 0.01458513%
劲  10 0.01458513%
品  10 0.01458513%
追  10 0.01458513%
姓  10 0.01458513%
装  10 0.01458513%
态  10 0.01458513%
借  10 0.01458513%
按  10 0.01458513%
野  10 0.01458513%
充  10 0.01458513%
称  10 0.01458513%
补  10 0.01458513%
妈  10 0.01458513%
田  10 0.01458513%
乳  10 0.01458513%
刺  10 0.01458513%
奋  10 0.01458513%
呼  10 0.01458513%
厮  10 0.01458513%
匹  10 0.01458513%
铁  10 0.01458513%
防  10 0.01458513%
樊  10 0.01458513%
斩  10 0.01458513%
抓  9 0.01312661%
悄  9 0.01312661%
程  9 0.01312661%
忌  9 0.01312661%
怜  9 0.01312661%
散  9 0.01312661%
宜  9 0.01312661%
元  9 0.01312661%
部  9 0.01312661%
毛  9 0.01312661%
噗  9 0.01312661%
鸣  9 0.01312661%
疼  9 0.01312661%
陪  9 0.01312661%
朋  9 0.01312661%
趁  9 0.01312661%
距  9 0.01312661%
供  9 0.01312661%
严  9 0.01312661%
狂  9 0.01312661%
厉  9 0.01312661%
园  9 0.01312661%
期  9 0.01312661%
京  9 0.01312661%
贵  9 0.01312661%
皇  9 0.01312661%
翻  9 0.01312661%
占  9 0.01312661%
历  9 0.01312661%
支  9 0.01312661%
领  9 0.01312661%
赏  9 0.01312661%
援  9 0.01312661%
骤  9 0.01312661%
奔  9 0.01312661%
脖  9 0.01312661%
陡  9 0.01312661%
危  9 0.01312661%
右  9 0.01312661%
阻  9 0.01312661%
暴  9 0.01312661%
孕  9 0.01312661%
肩  9 0.01312661%
胆  9 0.01312661%
虎  9 0.01312661%
缩  9 0.01312661%
晃  9 0.01312661%
脆  9 0.01312661%
喊  9 0.01312661%
瞪  9 0.01312661%
演  9 0.01312661%
测  9 0.01312661%
桃  9 0.01312661%
杜  9 0.01312661%
造  9 0.01312661%
藤  9 0.01312661%
吹  9 0.01312661%
辞  8 0.0116681%
联  8 0.0116681%
鱼  8 0.0116681%
君  8 0.0116681%
糊  8 0.0116681%
怨  8 0.0116681%
貌  8 0.0116681%
纷  8 0.0116681%
皱  8 0.0116681%
胳  8 0.0116681%
膊  8 0.0116681%
讨  8 0.0116681%
缘  8 0.0116681%
源  8 0.0116681%
藏  8 0.0116681%
夹  8 0.0116681%
涌  8 0.0116681%
肯  8 0.0116681%
展  8 0.0116681%
具  8 0.0116681%
忽  8 0.0116681%
咬  8 0.0116681%
吐  8 0.0116681%
敬  8 0.0116681%
溜  8 0.0116681%
虚  8 0.0116681%
假  8 0.0116681%
圈  8 0.0116681%
母  8 0.0116681%
选  8 0.0116681%
属  8 0.0116681%
置  8 0.0116681%
节  8 0.0116681%
祥  8 0.0116681%
矩  8 0.0116681%
治  8 0.0116681%
搭  8 0.0116681%
察  8 0.0116681%
费  8 0.0116681%
激  8 0.0116681%
亡  8 0.0116681%
勾  8 0.0116681%
凛  8 0.0116681%
鹿  8 0.0116681%
喃  8 0.0116681%
遭  8 0.0116681%
床  8 0.0116681%
纵  8 0.0116681%
穿  8 0.0116681%
嗔  8 0.0116681%
悲  8 0.0116681%
撞  8 0.0116681%
枝  8 0.0116681%
隙  8 0.0116681%
尾  8 0.0116681%
贱  8 0.0116681%
胎  8 0.0116681%
避  8 0.0116681%
仿  8 0.0116681%
讪  8 0.0116681%
逸  8 0.0116681%
绰  8 0.0116681%
沿  8 0.0116681%
村  8 0.0116681%
挂  7 0.01020959%
惹  7 0.01020959%
祸  7 0.01020959%
略  7 0.01020959%
恭  7 0.01020959%
混  7 0.01020959%
杂  7 0.01020959%
毫  7 0.01020959%
午  7 0.01020959%
昏  7 0.01020959%
请  7 0.01020959%
伴  7 0.01020959%
童  7 0.01020959%
读  7 0.01020959%
阴  7 0.01020959%
嘟  7 0.01020959%
抽  7 0.01020959%
录  7 0.01020959%
疯  7 0.01020959%
漫  7 0.01020959%
掠  7 0.01020959%
尊  7 0.01020959%
狗  7 0.01020959%
窝  7 0.01020959%
吓  7 0.01020959%
愣  7 0.01020959%
弃  7 0.01020959%
灭  7 0.01020959%
遍  7 0.01020959%
幽  7 0.01020959%
乌  7 0.01020959%
虑  7 0.01020959%
误  7 0.01020959%
牌  7 0.01020959%
挑  7 0.01020959%
袭  7 0.01020959%
庙  7 0.01020959%
香  7 0.01020959%
茶  7 0.01020959%
牡  7 0.01020959%
犀  7 0.01020959%
扑  7 0.01020959%
贴  7 0.01020959%
朵  7 0.01020959%
景  7 0.01020959%
荡  7 0.01020959%
钻  7 0.01020959%
丰  7 0.01020959%
温  7 0.01020959%
躯  7 0.01020959%
弹  7 0.01020959%
焚  7 0.01020959%
标  7 0.01020959%
薄  7 0.01020959%
舍  7 0.01020959%
迹  7 0.01020959%
斗  7 0.01020959%
稳  7 0.01020959%
累  7 0.01020959%
盛  7 0.01020959%
叠  7 0.01020959%
伸  7 0.01020959%
负  7 0.01020959%
取  7 0.01020959%
妻  7 0.01020959%
傻  7 0.01020959%
唱  7 0.01020959%
台  7 0.01020959%
闹  7 0.01020959%
洋  7 0.01020959%
抑  7 0.01020959%
嫂  7 0.01020959%
蹭  7 0.01020959%
寻  7 0.01020959%
湿  7 0.01020959%
软  7 0.01020959%
抢  7 0.01020959%
办  7 0.01020959%
港  7 0.01020959%
丁  7 0.01020959%
临  7 0.01020959%
土  7 0.01020959%
仙  7 0.01020959%
堪  7 0.01020959%
耗  7 0.01020959%
捉  7 0.01020959%
陈  7 0.01020959%
陷  6 0.008751076%
俞  6 0.008751076%
罪  6 0.008751076%
谢  6 0.008751076%
厚  6 0.008751076%
批  6 0.008751076%
维  6 0.008751076%
巧  6 0.008751076%
汉  6 0.008751076%
喘  6 0.008751076%
匆  6 0.008751076%
界  6 0.008751076%
谈  6 0.008751076%
尖  6 0.008751076%
礼  6 0.008751076%
扬  6 0.008751076%
叮  6 0.008751076%
采  6 0.008751076%
懂  6 0.008751076%
讲  6 0.008751076%
厌  6 0.008751076%
魂  6 0.008751076%
含  6 0.008751076%
谋  6 0.008751076%
层  6 0.008751076%
插  6 0.008751076%
民  6 0.008751076%
猛  6 0.008751076%
工  6 0.008751076%
端  6 0.008751076%
试  6 0.008751076%
丧  6 0.008751076%
逗  6 0.008751076%
肉  6 0.008751076%
耐  6 0.008751076%
圆  6 0.008751076%
瞒  6 0.008751076%
智  6 0.008751076%
撑  6 0.008751076%
封  6 0.008751076%
鼻  6 0.008751076%
幕  6 0.008751076%
抚  6 0.008751076%
径  6 0.008751076%
岐  6 0.008751076%
导  6 0.008751076%
策  6 0.008751076%
局  6 0.008751076%
酒  6 0.008751076%
瞥  6 0.008751076%
屏  6 0.008751076%
震  6 0.008751076%
犹  6 0.008751076%
豫  6 0.008751076%
惑  6 0.008751076%
笨  6 0.008751076%
式  6 0.008751076%
遮  6 0.008751076%
古  6 0.008751076%
凝  6 0.008751076%
唇  6 0.008751076%
颤  6 0.008751076%
材  6 0.008751076%
伯  6 0.008751076%
羽  6 0.008751076%
锁  6 0.008751076%
困  6 0.008751076%
粉  6 0.008751076%
秀  6 0.008751076%
嫁  6 0.008751076%
巨  6 0.008751076%
醒  6 0.008751076%
良  6 0.008751076%
粗  6 0.008751076%
适  6 0.008751076%
鼓  6 0.008751076%
尔  6 0.008751076%
草  6 0.008751076%
鬼  6 0.008751076%
孩  6 0.008751076%
薛  6 0.008751076%
晰  6 0.008751076%
跃  6 0.008751076%
浑  6 0.008751076%
折  6 0.008751076%
闭  6 0.008751076%
婆  6 0.008751076%
国  6 0.008751076%
寥  6 0.008751076%
彩  6 0.008751076%
电  6 0.008751076%
垂  6 0.008751076%
氏  6 0.008751076%
舰  6 0.008751076%
淅  6 0.008751076%
警  6 0.008751076%
布  6 0.008751076%
巢  6 0.008751076%
芳  6 0.008751076%
益  6 0.008751076%
验  6 0.008751076%
刃  6 0.008751076%
岸  6 0.008751076%
驰  6 0.008751076%
甲  6 0.008751076%
渔  6 0.008751076%
狐  5 0.007292563%
牢  5 0.007292563%
敝  5 0.007292563%
厨  5 0.007292563%
乖  5 0.007292563%
衙  5 0.007292563%
诱  5 0.007292563%
返  5 0.007292563%
赔  5 0.007292563%
砍  5 0.007292563%
掉  5 0.007292563%
秋  5 0.007292563%
昆  5 0.007292563%
诸  5 0.007292563%
项  5 0.007292563%
轰  5 0.007292563%
碎  5 0.007292563%
哧  5 0.007292563%
柳  5 0.007292563%
朗  5 0.007292563%
悦  5 0.007292563%
臭  5 0.007292563%
汤  5 0.007292563%
坚  5 0.007292563%
预  5 0.007292563%
证  5 0.007292563%
伙  5 0.007292563%
恼  5 0.007292563%
蠢  5 0.007292563%
孤  5 0.007292563%
搞  5 0.007292563%
蛋  5 0.007292563%
麻  5 0.007292563%
佐  5 0.007292563%
蛇  5 0.007292563%
磨  5 0.007292563%
司  5 0.007292563%
拖  5 0.007292563%
续  5 0.007292563%
束  5 0.007292563%
凭  5 0.007292563%
技  5 0.007292563%
居  5 0.007292563%
