，  3639 5.176313%
的  2284 3.248887%
  1750 2.489296%

  1750 2.489296%
我  1316 1.871951%
了  1238 1.760999%
。  1202 1.709791%
一  1189 1.691299%
是  1139 1.620176%
不  923 1.312926%
人  809 1.150766%
“  630 0.8961466%
”  630 0.8961466%
有  559 0.7951522%
子  505 0.7183397%
在  470 0.6685538%
来  464 0.660019%
个  404 0.5746717%
这  401 0.5704044%
就  394 0.5604472%
上  391 0.5561799%
那  378 0.537688%
道  366 0.5206185%
大  354 0.503549%
他  354 0.503549%
她  348 0.4950143%
？  338 0.4807898%
也  318 0.4523407%
出  314 0.4466508%
看  307 0.4366936%
玉  306 0.4352712%
过  300 0.4267365%
著  289 0.4110895%
到  288 0.409667%
说  273 0.3883302%
下  265 0.3769505%
里  265 0.3769505%
麽  252 0.3584586%
心  247 0.3513463%
然  231 0.3285871%
天  224 0.3186299%
和  218 0.3100952%
没  218 0.3100952%
可  216 0.3072503%
想  214 0.3044053%
些  211 0.300138%
得  203 0.2887583%
还  202 0.2873359%
起  198 0.2816461%
∶  192 0.2731113%
珑  191 0.2716889%
只  189 0.268844%
老  189 0.268844%
手  179 0.2546194%
眼  177 0.2517745%
两  174 0.2475072%
玲  173 0.2460847%
把  172 0.2446622%
要  171 0.2432398%
便  171 0.2432398%
！  171 0.2432398%
夫  170 0.2418173%
小  169 0.2403949%
十  169 0.2403949%
都  168 0.2389724%
时  166 0.2361275%
知  162 0.2304377%
之  161 0.2290152%
你  158 0.2247479%
门  155 0.2204805%
身  154 0.2190581%
二  152 0.2162131%
为  152 0.2162131%
笑  149 0.2119458%
已  148 0.2105233%
能  148 0.2105233%
头  147 0.2091009%
高  147 0.2091009%
好  145 0.206256%
鲁  144 0.2048335%
去  143 0.203411%
中  143 0.203411%
而  143 0.203411%
让  141 0.2005661%
脸  138 0.1962988%
後  138 0.1962988%
家  138 0.1962988%
样  136 0.1934539%
连  135 0.1920314%
卫  135 0.1920314%
多  134 0.1906089%
会  134 0.1906089%
什  132 0.187764%
对  131 0.1863416%
听  130 0.1849191%
湖  130 0.1849191%
真  130 0.1849191%
经  129 0.1834967%
女  128 0.1820742%
却  128 0.1820742%
如  126 0.1792293%
江  125 0.1778069%
孙  124 0.1763844%
意  121 0.172117%
声  119 0.1692721%
潇  116 0.1650048%
萧  115 0.1635823%
话  115 0.1635823%
自  114 0.1621599%
妙  114 0.1621599%
、  112 0.1593149%
沈  109 0.1550476%
被  107 0.1522027%
奶  105 0.1493578%
州  104 0.1479353%
才  104 0.1479353%
名  102 0.1450904%
前  101 0.1436679%
们  101 0.1436679%
无  100 0.1422455%
面  100 0.1422455%
正  99 0.140823%
几  99 0.140823%
水  97 0.1379781%
情  97 0.1379781%
事  97 0.1379781%
三  97 0.1379781%
公  96 0.1365557%
又  96 0.1365557%
给  96 0.1365557%
少  95 0.1351332%
光  95 0.1351332%
苏  94 0.1337108%
弟  93 0.1322883%
明  93 0.1322883%
环  93 0.1322883%
剑  92 0.1308658%
动  92 0.1308658%
七  92 0.1308658%
力  91 0.1294434%
实  90 0.1280209%
白  89 0.1265985%
成  88 0.125176%
进  86 0.1223311%
此  86 0.1223311%
开  86 0.1223311%
娘  86 0.1223311%
并  83 0.1180638%
以  83 0.1180638%
竟  82 0.1166413%
用  82 0.1166413%
派  81 0.1152188%
生  81 0.1152188%
花  81 0.1152188%
李  81 0.1152188%
像  79 0.1123739%
姐  78 0.1109515%
吧  78 0.1109515%
现  77 0.109529%
间  77 0.109529%
住  77 0.109529%
师  77 0.109529%
应  76 0.1081066%
打  76 0.1081066%
地  75 0.1066841%
气  75 0.1066841%
主  75 0.1066841%
年  73 0.1038392%
倒  73 0.1038392%
问  73 0.1038392%
发  72 0.1024168%
很  72 0.1024168%
本  71 0.1009943%
容  71 0.1009943%
坞  71 0.1009943%
见  70 0.09957184%
乎  70 0.09957184%
儿  69 0.09814939%
月  69 0.09814939%
吗  69 0.09814939%
再  68 0.09672693%
似  68 0.09672693%
呀  68 0.09672693%
怎  68 0.09672693%
候  67 0.09530447%
神  67 0.09530447%
万  67 0.09530447%
快  66 0.09388202%
春  66 0.09388202%
太  66 0.09388202%
己  66 0.09388202%
南  65 0.09245957%
轻  65 0.09245957%
功  65 0.09245957%
四  64 0.09103711%
回  64 0.09103711%
当  64 0.09103711%
行  64 0.09103711%
银  62 0.0881922%
口  62 0.0881922%
王  62 0.0881922%
魔  62 0.0881922%
目  61 0.08676974%
外  61 0.08676974%
放  61 0.08676974%
妹  60 0.08534729%
色  60 0.08534729%
解  60 0.08534729%
从  60 0.08534729%
死  60 0.08534729%
府  58 0.08250238%
希  58 0.08250238%
虽  58 0.08250238%
望  58 0.08250238%
位  57 0.08107993%
该  57 0.08107993%
怕  57 0.08107993%
珠  57 0.08107993%
清  57 0.08107993%
最  56 0.07965747%
惊  56 0.07965747%
宽  56 0.07965747%
