，  3671 5.079914%
的  2447 3.386148%
  1892 2.618142%

  1892 2.618142%
了  1105 1.529094%
是  1095 1.515256%
一  1013 1.401785%
我  887 1.227427%
。  859 1.188681%
不  828 1.145783%
人  662 0.9160728%
有  604 0.8358126%
“  536 0.7417145%
”  536 0.7417145%
来  523 0.7237252%
在  500 0.6918979%
他  497 0.6877465%
这  481 0.6656058%
就  463 0.6406974%
大  431 0.596416%
可  390 0.5396804%
也  368 0.5092368%
上  349 0.4829447%
个  346 0.4787933%
出  339 0.4691068%
门  328 0.453885%
然  326 0.4511174%
那  324 0.4483498%
下  313 0.4331281%
武  311 0.4303605%
子  306 0.4234415%
道  306 0.4234415%
中  284 0.392998%
！  282 0.3902304%
之  278 0.3846952%
心  271 0.3750086%
到  262 0.3625545%
江  260 0.3597869%
么  259 0.3584031%
过  252 0.3487165%
而  252 0.3487165%
着  250 0.3459489%
说  249 0.3445652%
她  249 0.3445652%
你  248 0.3431813%
都  240 0.332111%
和  240 0.332111%
对  225 0.311354%
没  222 0.3072027%
？  222 0.3072027%
地  210 0.2905971%
还  207 0.2864457%
得  205 0.2836781%
三  204 0.2822943%
会  201 0.278143%
自  198 0.2739916%
湖  195 0.2698402%
时  192 0.2656888%
只  189 0.2615374%
能  188 0.2601536%
里  185 0.2560022%
剑  184 0.2546184%
多  184 0.2546184%
天  180 0.2490832%
家  178 0.2463156%
要  176 0.2435481%
为  175 0.2421643%
眼  175 0.2421643%
唐  175 0.2421643%
手  172 0.2380129%
身  169 0.2338615%
十  169 0.2338615%
起  166 0.2297101%
几  166 0.2297101%
经  159 0.2200235%
：  158 0.2186397%
名  157 0.2172559%
话  155 0.2144883%
些  154 0.2131045%
好  154 0.2131045%
当  154 0.2131045%
意  154 0.2131045%
已  152 0.210337%
想  149 0.2061856%
后  149 0.2061856%
看  148 0.2048018%
无  146 0.2020342%
派  146 0.2020342%
情  145 0.2006504%
功  145 0.2006504%
让  142 0.196499%
年  141 0.1951152%
去  139 0.1923476%
把  138 0.1909638%
白  137 0.18958%
如  136 0.1881962%
、  136 0.1881962%
头  131 0.1812772%
却  131 0.1812772%
相  131 0.1812772%
己  130 0.1798934%
以  128 0.1771259%
容  128 0.1771259%
少  127 0.1757421%
法  127 0.1757421%
虽  126 0.1743583%
实  125 0.1729745%
样  123 0.1702069%
公  123 0.1702069%
事  118 0.1632879%
连  118 0.1632879%
们  116 0.1605203%
正  116 0.1605203%
老  115 0.1591365%
两  115 0.1591365%
竟  114 0.1577527%
笑  114 0.1577527%
